Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
21/09/2017;25;34;71;29;2
20/09/2017;22;37;70;25;1
19/09/2017;7;30;40;17;0
18/09/2017;9;37;51;17;0
17/09/2017;6;22;31;17;1
16/09/2017;5;25;32;15;0
15/09/2017;16;35;59;;0
14/09/2017;5;28;36;25;0
13/09/2017;20;27;57;28;2
12/09/2017;5;32;40;20;2
11/09/2017;4;20;26;22;2
10/09/2017;2;17;20;17;2
09/09/2017;2;15;17;18;2
08/09/2017;12;26;43;33;3
07/09/2017;14;26;48;26;2
06/09/2017;5;31;39;22;2
05/09/2017;14;22;42;19;2
04/09/2017;12;27;45;14;2
03/09/2017;3;18;23;16;3
02/09/2017;3;19;24;16;3
01/09/2017;7;23;34;19;2
31/08/2017;5;28;35;14;2
30/08/2017;7;23;34;24;2
29/08/2017;8;31;42;25;2
28/08/2017;11;35;51;32;2
27/08/2017;8;29;40;;2
26/08/2017;3;17;21;18;2
25/08/2017;3;15;20;16;2
24/08/2017;2;17;20;25;2
23/08/2017;6;17;26;30;2
22/08/2017;14;27;48;41;3
21/08/2017;9;30;44;21;3
20/08/2017;5;17;24;15;2
19/08/2017;1;10;12;13;2
18/08/2017;7;23;33;21;2
17/08/2017;11;24;41;22;2
16/08/2017;6;19;27;14;2
15/08/2017;1;10;12;13;2
14/08/2017;9;21;34;34;2
13/08/2017;7;18;29;22;3
12/08/2017;6;20;28;19;3
11/08/2017;10;22;38;24;3
10/08/2017;7;26;36;22;2
09/08/2017;3;20;25;16;2
08/08/2017;5;24;32;16;2
07/08/2017;4;21;27;27;2
06/08/2017;1;7;9;15;2
05/08/2017;1;11;13;12;2
04/08/2017;5;17;24;21;2
03/08/2017;9;21;34;26;2
02/08/2017;8;21;33;27;2
01/08/2017;10;19;34;27;2
31/07/2017;3;18;22;17;2
30/07/2017;6;17;27;30;2
29/07/2017;4;16;23;19;3
28/07/2017;2;15;19;12;2
27/07/2017;11;18;34;31;2
26/07/2017;8;20;32;27;2
25/07/2017;2;16;19;15;2
24/07/2017;2;13;17;10;2
23/07/2017;3;12;16;24;3
22/07/2017;10;16;30;23;3
21/07/2017;9;25;38;18;2
20/07/2017;2;18;21;14;2
19/07/2017;2;17;20;25;2
18/07/2017;5;27;33;48;4
17/07/2017;11;35;52;48;2
16/07/2017;4;19;26;25;2
15/07/2017;1;6;8;11;2
14/07/2017;2;10;13;9;2
13/07/2017;4;16;21;13;2
12/07/2017;17;24;50;35;4
11/07/2017;8;22;34;22;2
10/07/2017
09/07/2017;1;9;11;23;2
08/07/2017;1;8;10;22;2
07/07/2017;5;21;29;31;2
06/07/2017;7;40;51;38;2
05/07/2017;4;19;24;32;3
04/07/2017;8;22;35;26;2
03/07/2017;10;12;27;13;2
02/07/2017;2;13;16;19;2
01/07/2017;0;12;13;19;2
30/06/2017;6;24;33;17;2
29/06/2017;1;13;15;14;2
28/06/2017;2;13;16;16;2
27/06/2017;8;20;33;26;2
26/06/2017
25/06/2017
24/06/2017
23/06/2017;;;;33;2
22/06/2017;;;;31;2
21/06/2017;4;32;39;50;4
20/06/2017;4;34;40;35;4
19/06/2017;3;25;29;36;3
18/06/2017;3;30;35;32;3
17/06/2017;1;16;18;28;2
16/06/2017;;;;22;2
15/06/2017;1;16;17;16;2
14/06/2017;2;19;22;31;2
13/06/2017;5;22;30;25;2
12/06/2017;0;7;8;17;2
11/06/2017;1;11;13;25;2
10/06/2017;5;15;23;29;2
09/06/2017;9;22;35;25;3
08/06/2017;10;26;41;28;2
07/06/2017;6;20;29;25;3
06/06/2017;1;14;14;21;2
05/06/2017;6;26;35;22;2
04/06/2017;1;16;18;12;1
03/06/2017;1;17;19;16;1
02/06/2017;2;19;22;22;1
01/06/2017;9;19;32;24;1
31/05/2017;3;19;23;18;1
30/05/2017;2;18;20;11;1
29/05/2017
28/05/2017
27/05/2017
26/05/2017;7;31;41;41;5
25/05/2017;8;24;36;31;2
24/05/2017;3;22;26;26;2
23/05/2017;2;17;19;25;2
22/05/2017;6;19;28;36;3
21/05/2017;5;18;26;18;4
20/05/2017;4;20;25;18;3
19/05/2017;7;21;32;21;4
18/05/2017;2;18;20;12;2
17/05/2017;9;34;47;28;2
16/05/2017;10;39;55;31;5
15/05/2017;11;33;50;25;4
14/05/2017;2;17;19;12;3
13/05/2017;2;16;18;12;2
12/05/2017;1;16;17;12;2
11/05/2017;1;12;13;7;2
10/05/2017;6;33;41;28;2
09/05/2017;12;30;48;28;3
08/05/2017;10;22;37;15;4
07/05/2017;4;17;23;11;4
06/05/2017;1;13;15;12;2
05/05/2017;4;24;30;29;3
04/05/2017;4;21;27;18;2
03/05/2017;10;24;39;27;3
02/05/2017;19;29;58;24;2
01/05/2017;2;18;21;15;3
30/04/2017;1;17;16;13;2
29/04/2017;5;18;22;16;4
28/04/2017;16;31;48;21;4
27/04/2017;9;29;42;18;2
26/04/2017;3;28;27;12;1
25/04/2017;9;42;50;25;2
24/04/2017;14;38;60;31;8
23/04/2017;4;32;38;27;9
22/04/2017;2;29;32;30;13
21/04/2017;10;35;50;30;6
20/04/2017;10;28;44;21;3
19/04/2017;5;21;28;23;2
18/04/2017;12;26;43;27;3
17/04/2017;5;18;25;25;3
16/04/2017;2;12;15;13;2
15/04/2017;2;14;17;18;2
14/04/2017;2;22;25;33;2
13/04/2017;6;24;33;22;4
12/04/2017;9;31;45;28;3
11/04/2017;2;20;23;25;3
10/04/2017;6;24;32;50;4
09/04/2017;4;31;37;42;8
08/04/2017;5;38;46;29;5
07/04/2017;13;39;59;37;4
06/04/2017;3;25;28;27;1
05/04/2017;2;17;20;15;1
04/04/2017;3;23;27;18;2
03/04/2017;10;30;46;26;8
02/04/2017;2;15;17;21;2
01/04/2017;2;17;20;16;2
31/03/2017;13;32;51;27;2
30/03/2017;9;33;46;22;4
29/03/2017;15;51;73;32;7
28/03/2017;10;37;52;19;4
27/03/2017;2;20;23;12;2
26/03/2017;2;14;17;13;2
25/03/2017;1;27;28;11;2
24/03/2017;14;32;54;26;8
23/03/2017;8;32;44;13;3
22/03/2017;3;29;33;13;2
21/03/2017;9;37;49;20;2
20/03/2017;3;23;27;26;
19/03/2017;5;16;23;19;
18/03/2017;2;18;20;21;
17/03/2017;5;23;30;33;
16/03/2017;15;39;62;35;3
15/03/2017;11;38;54;36;
14/03/2017;5;24;30;26;
13/03/2017;2;15;17;22;4
12/03/2017;1;10;11;19;4
11/03/2017;10;28;43;31;9
10/03/2017;46;57;127;46;10
09/03/2017;14;42;62;35;5
08/03/2017;10;22;37;20;4
07/03/2017;18;40;67;39;4
06/03/2017;4;30;36;36;4
05/03/2017;2;17;19;26;4
04/03/2017;2;25;28;;5
03/03/2017;3;23;27;17;5
02/03/2017;23;39;73;22;5
01/03/2017;15;43;66;23;6
28/02/2017;3;29;34;19;4
27/02/2017;5;27;34;28;5
26/02/2017;10;29;44;33;7
25/02/2017;14;40;62;32;8
24/02/2017;4;31;38;20;4
23/02/2017;19;39;67;54;5
22/02/2017;21;46;78;40;5
21/02/2017;18;37;65;26;4
20/02/2017;19;42;71;40;4
19/02/2017;3;22;26;20;3
18/02/2017;14;26;47;29;5
17/02/2017;28;51;94;41;8
16/02/2017;23;44;78;39;5
15/02/2017;8;31;42;18;4
14/02/2017;11;34;51;18;5
13/02/2017;5;21;28;21;3
12/02/2017;1;11;13;23;3
11/02/2017;23;39;74;33;5
10/02/2017;21;45;77;50;11
09/02/2017;10;39;55;17;4
08/02/2017;3;31;35;13;3
07/02/2017;12;37;55;16;3
06/02/2017;20;42;72;20;3
05/02/2017;1;8;9;11;3
04/02/2017;3;24;28;14;3
03/02/2017;1;9;11;11;4
02/02/2017;1;11;12;8;4
01/02/2017;7;28;38;18;6
31/01/2017;5;26;34;22;6
30/01/2017;8;29;41;12;4
29/01/2017;2;23;26;9;4
28/01/2017;8;34;47;20;4
27/01/2017;4;22;27;16;4
26/01/2017;7;31;41;25;5
25/01/2017;37;43;99;33;5
24/01/2017;50;49;124;35;5
23/01/2017;41;45;108;29;4
22/01/2017;13;32;51;32;3
21/01/2017;28;40;82;34;3
20/01/2017;48;44;117;40;4
19/01/2017;17;34;60;26;3
18/01/2017;11;33;50;18;3
17/01/2017;4;16;22;7;3
16/01/2017;1;14;14;9;3
15/01/2017;1;14;14;10;3
14/01/2017;2;30;34;10;3
13/01/2017;3;26;30;16;3
12/01/2017;24;37;74;23;3
11/01/2017;4;27;33;10;2
10/01/2017;6;26;34;20;3
09/01/2017;41;44;106;27;4
08/01/2017;15;34;56;24;4
07/01/2017;33;43;92;40;5
06/01/2017;22;34;66;31;4
05/01/2017;26;39;78;34;5
04/01/2017;76;40;155;;5
03/01/2017;56;42;127;37;4
02/01/2017;9;27;41;15;3
01/01/2017;6;24;33;23;3
