Date;CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
15/10/2017;0,22;0,23;5;9;17;57;56;25;16;3
14/10/2017;0,31;0,32;4;13;20;52;49;36;27;3
13/10/2017;0,35;0,35;8;18;30;37;34;43;32;3
12/10/2017;0,35;0,34;5;20;29;33;37;33;21;3
11/10/2017;0,25;0,25;5;18;26;43;41;23;15;3
10/10/2017;0,43;0,45;18;27;54;25;27;23;17;4
09/10/2017;0,38;0,4;10;27;43;28;;17;13;4
08/10/2017;0,35;0,32;6;20;29;34;36;15;12;4
07/10/2017;0,29;0,29;6;16;25;36;38;15;9;3
06/10/2017;0,19;0,18;3;5;10;59;66;13;5;3
05/10/2017;0,21;0,22;3;5;10;59;52;13;6;3
04/10/2017;0,24;0,23;8;8;21;28;23;16;9;3
03/10/2017;0,24;0,25;9;12;25;18;20;14;9;3
02/10/2017;0,3;0,29;9;17;30;33;34;23;7;4
01/10/2017;0,31;0,32;4;11;17;34;33;23;8;4
30/09/2017;0,24;0,23;4;8;13;56;63;15;4;4
29/09/2017;0,41;0,43;10;17;33;45;46;30;21;4
28/09/2017;0,35;0,35;7;20;30;46;43;27;20;4
27/09/2017;0,26;0,24;6;17;27;41;45;19;10;4
26/09/2017;0,27;0,26;8;13;25;38;40;17;7;4
25/09/2017;0,28;0,29;11;11;29;47;50;22;9;4
24/09/2017;0,32;0,34;6;10;19;55;54;27;17;4
23/09/2017;0,29;0,28;5;11;19;54;47;19;13;4
22/09/2017;0,25;0,26;4;10;16;55;59;13;4;4
21/09/2017;0,42;0,45;12;22;40;38;36;23;16;4
20/09/2017;0,27;0,23;7;21;31;35;37;13;8;4
19/09/2017;0,33;0,31;9;15;29;41;46;10;6;4
18/09/2017;0,24;0,23;7;15;26;39;39;9;5;4
17/09/2017;0,21;0,22;3;7;12;54;53;13;5;4
16/09/2017;0,21;0,22;6;10;19;51;51;11;4;4
15/09/2017;0,26;0,27;9;13;26;39;39;23;7;4
14/09/2017;0,24;0,26;12;7;26;49;50;29;;4
13/09/2017;0,41;0,44;9;16;30;30;28;22;10;4
12/09/2017;0,23;0,16;6;13;22;48;55;30;6;4
11/09/2017;0,19;0,23;18;7;34;50;46;29;8;4
10/09/2017;0,26;0,24;42;12;76;47;49;25;6;4
09/09/2017;0,31;0,31;115;13;190;39;42;18;5;5
08/09/2017;0,36;0,36;8;15;27;46;40;22;11;4
07/09/2017;0,37;0,35;7;14;25;38;44;25;8;4
06/09/2017;0,21;0,22;3;3;8;61;61;15;7;4
05/09/2017;0,35;0,37;7;12;23;37;39;21;9;4
04/09/2017;0,35;0,35;6;14;23;29;36;;7;4
03/09/2017;0,29;0,27;4;11;17;46;46;18;10;4
02/09/2017;0,2;0,18;4;6;11;66;67;13;6;4
01/09/2017;0,2;0,21;20;8;39;58;56;15;6;4
31/08/2017;0,22;0,2;4;9;15;54;;15;6;4
30/08/2017;0,29;0,3;5;14;21;40;41;18;12;4
29/08/2017;0,22;0,22;7;15;25;47;46;19;11;4
28/08/2017;0,22;0,23;5;15;22;43;43;19;11;4
27/08/2017;0,3;0,3;4;12;18;37;37;17;11;4
26/08/2017;0,24;0,22;3;4;8;46;48;12;6;4
25/08/2017;0,22;0,21;3;4;8;46;47;12;5;4
24/08/2017;0,19;0,19;3;2;6;51;52;16;6;4
23/08/2017;0,25;0,26;4;8;14;45;46;25;10;4
22/08/2017;0,31;0,32;4;10;16;61;64;28;16;4
21/08/2017;0,32;0,3;4;17;24;55;52;18;8;4
20/08/2017;0,28;0,28;4;8;14;39;37;15;6;4
19/08/2017;0,18;0,18;3;4;8;50;53;12;6;4
18/08/2017;0,32;0,32;4;8;14;48;48;12;8;4
17/08/2017;0,25;0,27;5;13;21;46;45;;9;3
16/08/2017;0,21;0,19;2;6;10;41;43;19;6;2
15/08/2017;0,17;0,18;2;3;6;52;54;;7;2
14/08/2017;0,26;0,25;6;12;21;50;49;;14;2
13/08/2017;0,4;0,4;5;15;22;37;37;23;10;2
12/08/2017;0,23;0,23;3;11;16;42;42;15;8;2
11/08/2017;0,2;0,19;4;10;16;53;58;19;8;2
10/08/2017;0,13;0,13;6;7;16;57;55;18;6;2
09/08/2017;0,13;;6;5;14;57;56;13;4;2
08/08/2017;0,15;0,17;18;8;35;51;52;12;4;2
07/08/2017;0,25;0,23;39;14;74;39;41;36;8;2
06/08/2017;0,14;0,15;1;3;4;57;58;12;5;2
05/08/2017;0,17;0,16;1;1;3;52;52;;3;2
04/08/2017;0,22;0,21;3;7;11;41;41;85;11;2
03/08/2017;0,2;0,22;4;11;17;40;41;;12;2
02/08/2017;0,23;0,22;4;9;16;42;41;26;10;2
01/08/2017;0,27;0,28;3;10;14;33;31;21;6;2
31/07/2017;0,25;0,26;1;9;10;38;37;24;6;2
30/07/2017;0,26;0,24;1;11;13;32;34;;8;2
29/07/2017;0,32;0,32;3;16;20;38;38;;13;2
28/07/2017;0,19;0,18;1;5;6;45;47;20;6;2
27/07/2017;0,35;0,35;9;15;29;38;40;36;22;2
26/07/2017;0,31;0,31;5;12;20;48;51;21;18;2
25/07/2017;0,14;0,13;4;3;9;58;57;12;5;3
24/07/2017;0,16;0,18;11;4;20;38;36;11;3;3
23/07/2017;0,35;;7;12;22;43;46;;14;3
22/07/2017;0,29;0,29;7;13;23;33;29;20;11;3
21/07/2017;0,27;0,28;6;13;23;31;34;14;7;2
20/07/2017;0,15;0,13;4;5;11;50;51;14;4;2
19/07/2017;0,17;0,17;3;7;12;;;27;18;3
18/07/2017;0,23;0,23;4;8;14;;;17;;3
17/07/2017;0,37;0,36;8;23;36;57;56;;23;2
16/07/2017;0,25;0,25;3;10;14;58;52;20;13;3
15/07/2017;0,15;0,15;2;5;8;51;53;10;5;2
14/07/2017;0,14;0,14;2;4;7;47;44;8;3;2
13/07/2017;0,15;0,15;3;4;8;37;37;9;4;2
12/07/2017;0,39;0,41;10;20;36;26;24;22;12;3
11/07/2017;0,31;;6;12;21;33;33;13;8;3
10/07/2017;0,18;;3;4;9;41;41;11;7;3
09/07/2017;0,19;0,19;3;4;8;53;55;18;15;3
08/07/2017;0,16;0,16;2;5;8;61;59;19;18;3
07/07/2017;0,19;0,2;4;9;15;42;42;18;15;3
06/07/2017;0,2;0,2;4;7;14;56;58;22;19;3
05/07/2017;0,19;0,22;4;7;14;64;66;24;16;3
04/07/2017;0,26;0,21;7;13;25;52;39;20;11;4
03/07/2017;0,23;0,23;7;11;22;23;23;11;5;3
02/07/2017;0,18;0,17;5;12;19;39;41;14;6;3
01/07/2017;0,29;0,36;139;15;227;37;34;23;6;5
30/06/2017;0,45;0,47;312;26;503;27;26;17;5;7
29/06/2017;0,64;0,69;339;28;546;17;14;18;6;7
28/06/2017;0,49;0,37;109;19;187;21;30;14;7;4
27/06/2017;0,19;0,2;5;6;13;39;38;21;9;3
26/06/2017;0,28;0,3;5;6;14;32;32;16;14;3
25/06/2017;0,31;0,3;4;5;11;35;36;17;11;3
24/06/2017;0,27;0,27;3;3;9;44;45;19;13;2
23/06/2017;0,2;0,2;4;3;9;52;52;;16;2
22/06/2017;0,24;0,25;4;4;10;63;72;25;21;3
21/06/2017;0,35;0,39;3;12;18;88;89;;29;3
20/06/2017;0,3;0,28;1;10;12;82;83;;21;3
19/06/2017;0,32;0,34;2;10;13;72;72;;22;3
18/06/2017;0,32;0,32;2;12;15;61;62;64;20;3
17/06/2017;0,23;0,2;2;8;11;50;47;;19;3
16/06/2017;0,19;0,19;2;6;8;46;47;25;12;3
15/06/2017;0,2;0,22;1;3;5;59;58;14;9;3
14/06/2017;0,27;0,26;1;6;8;47;46;;;2
13/06/2017;0,21;0,21;2;6;10;40;42;37;12;3
12/06/2017;0,18;;1;4;6;40;37;25;9;3
11/06/2017;0,18;0,19;1;5;7;44;47;;24;3
10/06/2017;0,26;0,26;2;6;9;38;35;45;17;3
09/06/2017;0,25;0,26;3;9;14;33;35;25;12;3
08/06/2017;0,28;0,27;9;13;28;38;39;31;14;3
07/06/2017;0,22;0,2;3;10;15;45;46;37;11;3
06/06/2017;0,21;0,23;21;7;38;44;44;23;7;4
05/06/2017;0,25;0,23;7;13;24;42;41;23;9;4
04/06/2017;0,22;0,23;2;11;14;40;38;14;6;3
03/06/2017;0,22;0,21;8;14;26;39;45;18;10;3
02/06/2017;0,21;0,22;1;7;9;57;57;;15;3
01/06/2017;0,26;0,25;4;12;19;42;42;;16;2
31/05/2017;0,18;0,18;2;6;9;39;40;17;8;1
30/05/2017;0,16;0,15;2;4;7;51;54;7;;1
29/05/2017;0,18;0,18;2;5;9;59;59;11;10;1
28/05/2017;0,25;0,26;2;8;11;53;54;25;22;2
27/05/2017;0,28;0,28;3;11;15;54;52;28;23;1
26/05/2017;0,35;0,35;10;17;33;65;68;23;17;1
25/05/2017;0,3;0,3;6;21;31;65;66;23;21;1
24/05/2017;0,23;0,2;2;12;15;59;58;22;14;1
23/05/2017;0,14;0,14;2;4;7;64;66;18;9;1
22/05/2017;0,17;0,18;2;8;12;70;71;26;17;2
21/05/2017;0,21;0,19;2;11;15;63;61;11;8;2
20/05/2017;0,16;0,18;2;9;12;59;59;13;5;2
19/05/2017;0,22;0,22;5;11;18;57;59;18;5;2
18/05/2017;0,24;0,25;7;9;20;59;55;11;3;2
17/05/2017;0,25;0,25;4;13;19;59;67;16;13;2
16/05/2017;0,43;0,46;8;21;33;62;60;24;19;3
15/05/2017;0,25;0,24;5;16;23;64;61;18;11;3
14/05/2017;0,2;0,18;4;10;16;60;61;12;6;2
13/05/2017;0,18;0,19;3;9;15;65;66;9;6;2
12/05/2017;0,28;0,29;3;10;16;62;63;8;3;2
11/05/2017;0,21;0,2;3;7;13;74;75;8;2;2
10/05/2017;0,24;0,24;5;17;24;69;67;19;14;3
09/05/2017;0,32;0,3;8;21;34;56;57;22;16;4
08/05/2017;0,21;0,2;6;15;24;57;;9;7;4
07/05/2017;0,2;0,23;5;14;21;56;57;12;6;5
06/05/2017;0,18;0,16;4;10;16;68;71;11;5;3
05/05/2017;0,25;0,25;3;18;23;64;66;22;12;4
04/05/2017;0,18;0,18;5;14;22;61;58;17;10;4
03/05/2017;0,21;0,21;5;12;19;54;55;17;11;3
02/05/2017;0,22;0,24;4;11;16;66;64;25;8;3
01/05/2017;0,28;0,27;4;12;18;65;68;30;7;4
30/04/2017;0,37;0,34;3;9;15;69;68;14;6;4
29/04/2017;0,23;0,23;4;14;20;60;60;11;7;4
28/04/2017;0,31;0,32;10;28;44;49;46;16;11;6
27/04/2017;0,31;0,28;6;22;31;55;59;13;8;4
26/04/2017;0,13;0,14;3;6;12;81;79;9;4;3
25/04/2017;0,2;0,2;3;11;16;68;;14;9;3
24/04/2017;0,35;0,36;8;22;34;57;55;21;14;6
23/04/2017;0,34;0,35;4;20;26;67;71;25;17;6
22/04/2017;0,21;0,24;3;10;15;92;92;19;9;3
21/04/2017;0,31;0,3;4;23;30;70;67;20;13;5
20/04/2017;0,19;0,18;4;13;20;74;78;16;7;3
19/04/2017;0,16;;4;7;12;86;85;14;5;2
18/04/2017;0,31;;5;17;25;60;;21;;2
17/04/2017;0,28;0,28;3;12;17;57;56;18;10;2
16/04/2017;0,2;0,2;2;9;13;58;59;10;6;2
15/04/2017;0,23;0,24;2;10;14;66;69;16;11;2
14/04/2017;0,24;0,23;2;9;12;74;75;16;13;1
13/04/2017;0,3;0,3;4;15;21;67;69;17;14;3
12/04/2017;0,25;0,25;6;16;25;62;60;21;15;2
11/04/2017;0,17;0,17;2;8;11;79;84;22;14;1
10/04/2017;0,17;0,18;2;7;11;87;86;26;24;3
09/04/2017;0,36;0,38;3;19;23;67;69;27;24;3
08/04/2017;0,31;0,28;2;19;22;68;72;23;18;3
07/04/2017;0,3;0,29;6;23;32;51;55;29;16;3
06/04/2017;0,2;0,2;2;6;10;71;71;31;12;2
05/04/2017;0,17;0,17;2;4;8;74;73;17;6;2
04/04/2017;0,14;0,14;2;7;11;70;70;16;5;2
03/04/2017;0,32;0,34;7;20;31;50;;21;9;2
02/04/2017;0,29;0,34;2;119;123;;;21;5;2
01/04/2017;;;;;;;;20;6;2
31/03/2017;0,25;0,25;3;14;18;70;70;25;12;2
30/03/2017;;;2;19;21;72;69;18;11;3
29/03/2017;;;4;24;30;60;62;18;;4
28/03/2017;0,26;0,25;4;17;24;66;67;15;9;3
27/03/2017;0,22;0,22;3;15;20;77;80;10;6;2
26/03/2017;;;3;11;16;66;66;7;5;2
25/03/2017;0,48;0,48;;;;;;8;3;2
24/03/2017;0,32;0,33;6;23;33;55;50;18;9;4
23/03/2017;0,19;0,18;4;19;25;62;68;24;7;2
22/03/2017;0,19;0,22;3;14;18;67;58;13;5;3
21/03/2017;0,31;0,29;4;28;34;46;;18;11;3
20/03/2017;0,19;0,16;3;11;16;65;71;25;19;2
19/03/2017;0,19;0,2;4;15;22;57;50;18;13;3
18/03/2017;0,17;;3;14;18;61;67;19;10;2
17/03/2017;;;3;13;18;68;66;21;;3
16/03/2017;0,24;0,24;3;19;25;64;60;;;3
15/03/2017;0,26;0,24;5;20;28;55;60;35;16;3
14/03/2017;0,23;0,23;2;6;10;65;66;23;12;3
13/03/2017;0,17;0,16;3;3;7;75;77;26;6;3
12/03/2017;0,17;0,18;4;7;13;75;76;25;7;3
11/03/2017;0,32;0,35;6;28;37;51;41;30;21;4
10/03/2017;0,4;0,37;26;46;86;21;25;41;22;4
09/03/2017;0,22;0,19;4;18;24;48;51;24;13;3
08/03/2017;0,24;0,25;5;14;22;53;55;23;8;3
07/03/2017;0,32;0,34;5;18;26;53;55;61;17;3
06/03/2017;0,2;0,19;4;9;15;70;66;58;17;3
05/03/2017;0,22;0,26;3;13;18;62;61;38;10;3
04/03/2017;0,26;0,2;4;16;21;66;71;26;6;10
03/03/2017;0,21;0,22;3;11;16;68;61;16;9;3
02/03/2017;0,44;0,45;14;42;64;24;21;39;17;5
01/03/2017;0,27;0,24;5;29;36;44;51;36;9;3
28/02/2017;0,19;0,19;4;11;18;68;67;73;16;3
27/02/2017;0,18;0,2;5;12;21;60;57;37;12;3
26/02/2017;0,39;0,39;4;28;35;40;44;29;17;4
25/02/2017;0,23;0,25;3;18;23;52;47;23;10;3
24/02/2017;0,22;0,21;3;16;20;62;67;20;6;3
23/02/2017;0,32;0,3;2;20;24;37;37;43;33;4
22/02/2017;0,25;0,27;6;19;29;39;35;26;19;3
21/02/2017;0,36;0,38;5;31;38;35;;19;13;3
20/02/2017;0,54;0,51;10;33;48;41;39;27;20;3
19/02/2017;0,23;0,21;3;13;17;68;76;20;12;2
18/02/2017;0,43;0,47;7;25;35;48;35;24;18;4
17/02/2017;0,3;0,28;8;37;49;35;36;26;15;4
16/02/2017;0,25;0,23;7;30;41;48;50;21;12;3
15/02/2017;0,24;0,24;4;20;27;53;55;12;7;3
14/02/2017;0,23;0,23;4;16;22;56;53;8;5;3
13/02/2017;0,26;0,25;57;25;112;46;52;20;9;3
12/02/2017;0,26;0,28;21;15;48;49;46;22;13;3
11/02/2017;0,33;0,32;8;29;42;30;27;29;20;3
10/02/2017;0,24;0,22;5;26;34;48;52;17;10;4
09/02/2017;0,22;0,22;6;26;35;39;40;13;8;3
08/02/2017;0,18;0,17;3;5;9;75;79;31;6;3
07/02/2017;0,18;0,21;4;11;17;61;50;29;7;3
06/02/2017;0,26;0,24;10;35;50;33;43;21;8;3
05/02/2017;0,25;0,25;73;20;131;58;53;30;9;4
04/02/2017;0,26;0,26;18;17;45;55;57;24;8;3
03/02/2017;0,23;0,21;37;12;69;66;66;27;7;4
02/02/2017;0,2;0,21;57;17;104;59;59;12;4;4
01/02/2017;0,2;0,2;7;12;22;54;52;16;7;4
31/01/2017;0,18;0,16;6;12;21;51;53;10;5;4
30/01/2017;0,23;0,25;5;16;23;42;41;7;4;4
29/01/2017;0,24;0,23;3;12;16;55;54;7;4;4
28/01/2017;0,27;0,26;5;20;27;55;59;23;7;4
27/01/2017;0,25;0,28;11;17;34;56;50;15;10;4
26/01/2017;0,33;0,3;55;29;113;34;33;20;15;5
25/01/2017;0,46;0,52;17;39;65;31;30;28;21;5
24/01/2017;0,54;0,5;21;40;72;32;41;29;21;4
23/01/2017;0,26;0,25;3;7;11;71;71;17;;3
22/01/2017;0,4;0,48;9;23;36;38;26;26;;4
21/01/2017;0,53;0,47;18;41;69;15;17;33;;5
20/01/2017;0,49;0,5;17;36;61;19;20;31;23;4
19/01/2017;0,36;0,29;7;31;42;24;26;20;15;3
18/01/2017;;;2;11;14;50;53;14;8;2
17/01/2017;0,26;;3;8;13;60;59;10;4;3
16/01/2017;0,21;0,22;2;3;7;69;71;13;3;3
15/01/2017;0,23;0,23;3;3;7;74;73;14;3;3
14/01/2017;0,16;0,14;3;3;7;72;72;22;4;3
13/01/2017;0,18;0,19;3;4;8;72;70;26;7;3
12/01/2017;0,36;;12;20;39;34;36;37;8;3
11/01/2017;0,14;0,14;2;5;8;58;60;12;2;3
10/01/2017;0,24;0,29;3;13;18;55;44;16;6;4
09/01/2017;0,41;0,4;23;47;83;20;23;19;;6
08/01/2017;0,62;0,67;9;43;57;22;19;25;21;6
07/01/2017;0,51;0,51;15;45;69;18;18;26;22;6
06/01/2017;0,63;0,61;16;43;68;19;19;25;21;7
05/01/2017;0,41;0,41;17;44;70;19;18;23;15;5
04/01/2017;0,65;0,64;41;39;102;12;15;35;28;7
03/01/2017;0,48;0,45;24;38;75;15;15;31;25;7
02/01/2017;0,26;0,21;7;30;40;29;30;15;11;5
01/01/2017;0,25;0,28;6;28;38;23;23;23;17;5
