Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
21/01/2017;23;46;80;23;11
20/01/2017;51;51;128;19;4
19/01/2017;22;51;83;15;2
18/01/2017
17/01/2017
16/01/2017;1;6;8;3;1
15/01/2017;1;5;6;3;0
14/01/2017;1;9;10;2;1
13/01/2017;1;10;12;4;5
12/01/2017;34;30;81;11;7
11/01/2017;2;10;13;2;1
10/01/2017;2;11;14;3;2
09/01/2017;38;61;119;20;3
08/01/2017;13;44;64;22;8
07/01/2017;24;47;84;24;6
06/01/2017;20;45;75;18;3
05/01/2017;43;55;120;31;6
04/01/2017;58;41;130;24;7
03/01/2017;43;46;112;25;4
02/01/2017;18;33;60;13;1
01/01/2017;8;26;38;12;1
