Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
24/04/2015;35;47;101;34;21;6
23/04/2015;13;35;54;15;9;7
22/04/2015;8;34;46;17;9;5
21/04/2015;33;51;102;35;26;7
20/04/2015;17;37;63;21;13;7
19/04/2015;3;13;18;11;5;5
18/04/2015;5;18;25;17;8;5
17/04/2015;13;33;53;20;12;5
16/04/2015;23;53;89;32;17;7
15/04/2015;4;28;35;26;13;5
14/04/2015;4;30;36;34;16;7
13/04/2015;6;35;45;36;18;7
12/04/2015;6;33;42;24;15;7
11/04/2015;6;26;35;21;13;6
10/04/2015;6;30;40;15;8;4
09/04/2015;8;37;49;21;11;6
08/04/2015;4;20;27;18;8;4
07/04/2015;26;49;89;29;20;7
06/04/2015;5;21;29;16;10;5
05/04/2015;3;15;20;11;5;4
04/04/2015;3;13;17;9;4;3
03/04/2015;7;26;36;17;10;7
02/04/2015;6;28;37;21;11;6
01/04/2015;12;34;52;24;10;4
31/03/2015;9;27;39;16;7;4
30/03/2015;9;37;51;24;10;4
29/03/2015;3;22;27;17;10;6
28/03/2015;5;24;32;16;10;4
27/03/2015;8;30;42;13;4;4
26/03/2015;13;23;43;9;4;5
25/03/2015;13;34;54;13;3;4
24/03/2015;22;43;77;17;8;4
23/03/2015;31;53;102;14;9;5
22/03/2015;3;14;19;23;10;3
21/03/2015;6;27;37;25;15;4
20/03/2015;12;37;55;43;29;4
19/03/2015;12;32;50;25;17;6
18/03/2015;30;60;105;29;17;8
17/03/2015;7;44;55;23;18;5
16/03/2015;36;47;102;31;21;5
15/03/2015;3;15;20;25;15;4
14/03/2015;4;13;19;18;10;4
13/03/2015;10;30;46;21;9;4
12/03/2015;27;48;90;44;33;6
11/03/2015;15;48;71;36;25;7
10/03/2015;32;51;101;31;19;9
09/03/2015;37;51;108;34;17;6
08/03/2015;8;32;44;22;15;9
07/03/2015;21;46;78;25;18;12
06/03/2015;40;56;118;35;23;7
05/03/2015;7;29;41;23;8;5
04/03/2015;17;34;60;14;4;4
03/03/2015;29;44;88;23;12;5
02/03/2015;26;52;91;17;9;5
01/03/2015;7;26;36;17;17;4
28/02/2015;5;23;31;10;6;4
27/02/2015;13;31;51;18;5;4
26/02/2015;8;19;32;7;3;3
25/02/2015;6;13;23;9;4;3
24/02/2015;6;15;25;11;3;3
23/02/2015;11;24;41;13;7;4
22/02/2015;3;12;17;11;4;4
21/02/2015;3;9;13;11;3;3
20/02/2015;13;35;55;13;10;6
19/02/2015;38;57;114;23;14;11
18/02/2015;17;40;66;19;9;5
17/02/2015;14;32;53;21;7;5
16/02/2015;8;24;36;11;4;4
15/02/2015;3;17;22;8;4;4
14/02/2015;3;12;16;5;4;6
13/02/2015;7;26;37;13;9;5
12/02/2015
11/02/2015
10/02/2015;31;52;101;30;25;7
09/02/2015;16;40;64;26;15;5
08/02/2015;5;23;31;25;18;6
07/02/2015;15;35;58;26;21;4
06/02/2015;13;27;47;12;8;4
05/02/2015;14;26;47;14;5;4
04/02/2015;9;24;38;12;5;4
03/02/2015;10;30;46;10;5;4
02/02/2015;10;25;41;7;5;4
01/02/2015;2;7;11;14;5;4
31/01/2015;3;7;12;12;2;3
30/01/2015;9;24;37;13;5;3
29/01/2015;9;18;31;11;6;5
28/01/2015;8;23;36;11;6;6
27/01/2015;16;32;56;13;6;4
26/01/2015;48;40;113;27;16;7
25/01/2015;7;25;36;22;13;5
24/01/2015;17;30;56;24;17;6
23/01/2015;29;43;87;20;11;5
22/01/2015;15;28;51;12;4;5
21/01/2015;5;15;23;7;3;7
20/01/2015;14;32;54;14;12;7
19/01/2015;;;;13;5;7
18/01/2015;;;;5;4;4
17/01/2015;;;;13;9;12
16/01/2015;;;;8;3;9
15/01/2015;8;22;34;10;5;3
14/01/2015;23;23;59;10;8;5
13/01/2015;7;18;29;13;9;4
12/01/2015;12;29;47;13;11;5
11/01/2015;5;21;29;19;10;5
10/01/2015;32;32;82;34;28;10
09/01/2015;52;54;135;35;24;8
08/01/2015;73;56;169;26;18;8
07/01/2015;55;52;136;39;36;7
06/01/2015;23;39;74;35;36;12
05/01/2015;30;40;86;19;16;7
04/01/2015;16;42;66;25;24;9
03/01/2015;35;41;94;48;;14
02/01/2015;43;55;120;17;13;8
01/01/2015;11;42;59;17;14;8
