Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
14/09/2013;10;19;34;21;13;5
13/09/2013;27;36;77;24;15;7
12/09/2013;23;29;64;21;9;6
11/09/2013;19;32;60;21;8;5
10/09/2013;13;26;46;12;4;5
09/09/2013;24;29;65;25;13;6
08/09/2013;4;15;20;14;7;4
07/09/2013;4;13;18;9;3;4
06/09/2013;19;35;64;23;14;5
05/09/2013;15;38;61;48;26;4
04/09/2013;22;50;83;44;32;6
03/09/2013;19;46;75;40;25;7
02/09/2013;19;29;58;30;12;5
01/09/2013;5;14;22;17;9;4
31/08/2013;5;18;26;25;17;5
30/08/2013;17;30;55;41;25;5
29/08/2013;20;32;62;32;19;5
28/08/2013;11;35;52;32;19;4
27/08/2013;12;26;44;19;12;5
26/08/2013;7;21;31;14;7;5
25/08/2013;3;9;14;15;5;5
24/08/2013;3;11;16;18;5;4
23/08/2013;5;25;33;39;28;5
22/08/2013;12;36;54;51;34;4
21/08/2013;13;35;54;33;22;5
20/08/2013;13;21;40;26;16;4
19/08/2013;7;19;30;16;6;4
18/08/2013;4;16;22;24;18;6
17/08/2013;5;15;23;16;9;6
16/08/2013;13;29;49;21;10;5
15/08/2013;5;19;25;21;13;5
14/08/2013;12;24;43;26;13;5
13/08/2013;10;24;38;20;6;4
12/08/2013;12;31;49;22;8;4
11/08/2013;5;14;21;18;9;5
10/08/2013;5;16;24;15;9;5
09/08/2013;16;24;48;19;9;7
08/08/2013;8;21;32;14;5;5
07/08/2013;7;22;33;12;4;5
06/08/2013;9;25;38;15;6;4
05/08/2013;8;26;37;19;8;4
04/08/2013;4;13;18;17;6;4
03/08/2013;3;11;16;17;3;4
02/08/2013;8;23;34;20;10;4
01/08/2013;8;26;38;35;21;4
31/07/2013;7;30;41;28;20;5
30/07/2013;15;29;51;18;10;5
29/07/2013;18;26;54;16;8;5
28/07/2013;3;13;18;13;5;4
27/07/2013;6;15;23;13;5;4
26/07/2013;11;25;41;13;5;4
25/07/2013;5;16;23;16;9;4
24/07/2013;12;23;41;19;12;4
23/07/2013;11;32;48;20;9;4
22/07/2013;6;28;37;30;20;4
21/07/2013;5;19;25;28;22;4
20/07/2013;5;21;28;32;26;4
19/07/2013;16;41;64;49;35;5
18/07/2013;9;27;40;38;24;5
17/07/2013;15;30;52;41;23;4
16/07/2013;11;36;53;40;29;6
15/07/2013;14;34;55;42;31;6
14/07/2013;4;14;19;34;21;4
13/07/2013;5;22;30;39;25;4
12/07/2013;15;40;63;54;38;4
11/07/2013;12;36;54;60;45;4
10/07/2013;12;36;54;54;40;5
09/07/2013;18;46;73;59;46;5
08/07/2013;16;42;65;;31;7
07/07/2013;7;24;34;;19;8
06/07/2013;10;21;36;38;18;4
05/07/2013;11;27;45;27;12;4
04/07/2013;13;21;40;14;5;4
03/07/2013;27;29;70;25;15;5
02/07/2013;12;32;49;30;17;5
01/07/2013;8;21;34;19;10;4
30/06/2013;4;12;18;11;6;4
29/06/2013;6;16;25;21;12;7
28/06/2013;7;21;30;20;10;5
27/06/2013;14;29;50;28;14;5
26/06/2013;18;27;54;33;19;6
25/06/2013;18;29;57;36;22;6
24/06/2013;8;20;31;22;8;4
23/06/2013;3;9;14;20;7;4
22/06/2013;8;23;36;23;14;10
21/06/2013;10;32;46;21;8;5
20/06/2013;10;31;46;21;8;8
19/06/2013;6;19;29;8;4;8
18/06/2013;13;33;52;17;6;4
17/06/2013;12;35;53;21;10;6
16/06/2013;4;16;22;20;10;5
15/06/2013;10;21;37;19;9;10
14/06/2013;13;29;48;22;12;5
13/06/2013;15;31;53;17;7;4
12/06/2013;24;41;78;32;22;6
11/06/2013;23;44;78;30;16;7
10/06/2013;7;36;47;20;10;5
09/06/2013;3;9;13;15;9;4
08/06/2013;3;14;19;11;6;4
07/06/2013;9;38;51;30;16;5
06/06/2013;26;54;93;45;26;5
05/06/2013;23;45;80;36;23;8
04/06/2013;21;41;72;34;20;9
03/06/2013;15;36;59;25;12;5
02/06/2013;3;8;13;17;6;4
01/06/2013;3;12;16;16;5;4
31/05/2013;6;15;24;25;8;4
30/05/2013;4;14;20;20;7;4
29/05/2013;7;19;30;12;4;6
28/05/2013;8;18;30;13;5;5
27/05/2013;8;31;43;18;9;5
26/05/2013;5;21;29;20;9;5
25/05/2013;3;13;18;20;6;4
24/05/2013;10;29;44;23;7;5
23/05/2013;11;32;49;22;8;4
22/05/2013;10;26;41;13;5;4
21/05/2013;34;39;92;18;9;6
20/05/2013;11;30;46;16;7;7
19/05/2013;3;10;14;14;6;6
18/05/2013;3;11;16;7;3;6
17/05/2013;27;40;81;23;17;5
16/05/2013;9;30;43;11;7;8
15/05/2013;10;26;41;15;5;5
14/05/2013;25;36;74;26;17;6
11/05/2013;3;10;15;17;5;5
10/05/2013;9;24;37;18;6;6
09/05/2013;17;38;63;14;4;
08/05/2013;16;30;54;21;7;
07/05/2013;16;40;64;27;14;
06/05/2013;21;55;87;42;25;8
05/05/2013;5;26;35;33;18;6
04/05/2013;8;26;37;27;14;5
03/05/2013;8;29;40;32;11;6
02/05/2013;6;20;29;15;6;5
01/05/2013;7;23;33;12;6;8
30/04/2013;9;35;49;10;5;8
29/04/2013;5;21;28;24;9;5
28/04/2013;3;16;21;14;7;8
27/04/2013;3;13;17;11;5;6
26/04/2013;9;29;42;26;12;4
25/04/2013;8;37;49;35;21;8
24/04/2013;18;43;70;41;27;9
23/04/2013;25;38;75;29;14;6
21/04/2013;4;19;25;21;13;5
20/04/2013;7;21;32;23;12;5
19/04/2013;9;27;41;20;6;4
18/04/2013;11;36;53;28;9;5
17/04/2013;18;40;67;41;25;7
16/04/2013;25;44;82;37;22;7
15/04/2013;16;35;59;20;10;6
14/04/2013;3;11;15;16;10;5
13/04/2013;3;15;20;12;9;5
12/04/2013;13;46;65;18;13;5
11/04/2013;12;36;53;11;7;7
10/04/2013;14;33;53;20;16;6
09/04/2013;7;31;41;15;6;7
08/04/2013;16;32;57;17;13;9
07/04/2013;5;22;29;16;10;7
06/04/2013;4;18;24;20;10;5
05/04/2013;6;22;31;16;10;7
04/04/2013;14;42;63;33;20;5
03/04/2013;23;43;79;25;15;9
02/04/2013;9;30;43;;7;9
01/04/2013;3;10;15;;4;5
31/03/2013;5;26;33;;14;9
30/03/2013;3;11;16;;6;6
29/03/2013;3;13;18;;5;6
28/03/2013;5;26;32;;20;6
27/03/2013;22;43;77;25;15;7
26/03/2013;14;47;69;;;9
25/03/2013;15;37;60;10;8;11
24/03/2013;3;15;20;8;5;7
23/03/2013;5;31;38;15;9;7
22/03/2013;8;36;48;13;7;6
21/03/2013;6;26;34;17;13;7
20/03/2013;11;34;51;14;6;6
19/03/2013;25;36;75;18;13;7
18/03/2013;8;22;33;14;5;7
17/03/2013;3;11;15;9;5;6
16/03/2013;4;20;26;12;8;7
15/03/2013;14;41;62;15;11;11
13/03/2013;8;27;39;12;5;4
12/03/2013;6;26;35;11;;4
11/03/2013;6;23;32;9;;3
10/03/2013;1;7;10;5;2;3
09/03/2013;1;11;14;6;3;3
08/03/2013;7;31;42;8;5;6
07/03/2013;4;21;28;10;5;4
06/03/2013;11;36;53;22;10;7
05/03/2013;3;28;33;15;6;5
04/03/2013;3;25;30;25;13;7
03/03/2013;4;38;44;27;20;10
02/03/2013;7;36;46;43;30;7
01/03/2013;23;49;85;36;22;8
28/02/2013;31;61;108;48;34;18
27/02/2013;23;53;88;37;26;9
26/02/2013;16;44;69;13;8;11
25/02/2013;10;33;48;12;5;6
24/02/2013;2;17;20;17;12;6
23/02/2013;2;14;16;22;15;5
22/02/2013;4;27;32;21;11;5
21/02/2013;26;52;93;41;25;12
20/02/2013;25;51;90;31;17;9
19/02/2013;11;38;55;29;20;10
18/02/2013;31;46;94;23;12;8
17/02/2013;10;32;48;26;17;11
16/02/2013;20;42;73;35;20;12
15/02/2013;22;44;78;26;10;6
14/02/2013;15;28;51;19;7;8
13/02/2013;15;32;55;13;6;5
12/02/2013;8;15;28;12;4;4
11/02/2013;7;14;25;8;3;8
10/02/2013;4;9;16;10;5;5
09/02/2013;5;14;22;11;4;5
08/02/2013;12;30;48;12;4;4
07/02/2013;16;32;57;14;5;4
06/02/2013;7;17;28;18;7;4
05/02/2013;9;20;34;13;5;4
01/02/2013;11;22;38;13;7;5
31/01/2013;25;42;80;24;11;7
30/01/2013;9;19;33;10;5;3
29/01/2013;20;29;59;13;6;4
28/01/2013;;;;16;6;7
27/01/2013;;;;12;6;6
26/01/2013;7;22;32;33;11;5
25/01/2013;21;37;69;21;12;8
24/01/2013;12;26;44;17;6;4
23/01/2013;8;19;31;12;5;7
22/01/2013;12;28;46;11;4;8
21/01/2013;9;21;35;11;5;9
20/01/2013;5;10;17;11;6;5
19/01/2013;6;12;21;8;4;5
18/01/2013;16;40;65;14;7;6
17/01/2013;21;46;79;15;9;5
16/01/2013;6;12;22;6;2;5
15/01/2013;8;19;31;10;3;4
14/01/2013;9;24;38;12;4;4
13/01/2013;5;13;21;9;4;7
12/01/2013;6;17;27;11;5;8
11/01/2013;36;50;105;28;14;11
10/01/2013;15;24;47;12;5;6
09/01/2013;43;58;124;36;20;10
08/01/2013;43;48;113;51;34;16
07/01/2013;21;45;77;29;19;13
06/01/2013;6;19;28;16;11;9
05/01/2013;33;38;88;45;29;13
04/01/2013;41;52;115;27;16;13
03/01/2013;27;47;88;29;11;8
02/01/2013;12;33;52;14;4;3
01/01/2013;5;7;14;11;5;3
