Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
04/02/2013;42;51;116;;5
03/02/2013;2;15;19;;5
02/02/2013;2;11;14;;4
01/02/2013;18;19;47;;5
31/01/2013;21;37;69;;6
30/01/2013;4;19;26;;6
29/01/2013;7;31;42;;9
28/01/2013;23;37;73;;6
27/01/2013;4;22;28;;8
26/01/2013;5;21;29;;5
25/01/2013;14;35;56;;5
24/01/2013;4;24;30;;4
23/01/2013;3;21;25;;4
22/01/2013;14;34;56;;6
21/01/2013;10;28;42;;4
20/01/2013;3;14;18;;4
19/01/2013;2;15;19;;4
18/01/2013;19;37;66;;4
17/01/2013;8;30;42;;4
16/01/2013;8;32;44;;4
15/01/2013;3;25;30;;4
13/01/2013;5;32;40;;4
12/01/2013;16;32;56;;5
11/01/2013;55;41;125;;6
10/01/2013;21;42;75;;7
09/01/2013;17;41;66;;11
08/01/2013;34;34;86;;7
07/01/2013;13;36;55;;6
06/01/2013;5;23;30;;5
05/01/2013;29;24;67;;5
04/01/2013;66;37;138;;6
03/01/2013;35;33;87;;5
02/01/2013;10;28;44;;4
01/01/2013;3;22;27;;4
