Date;Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);SO2 (µg/m3);Tolueno (µg/m3)
18/01/2018;;0,31;0,29;0,47;40;53;114;1,72;31;11;3,36
17/01/2018;0,34;0,19;0,2;;11;40;57;0,68;27;4;1,48
16/01/2018;0,46;0,26;0,23;;18;41;68;0,79;13;4;1,73
15/01/2018;;0,21;0,23;;16;37;61;0,53;7;3;1,03
14/01/2018;0,44;0,23;0,23;;5;37;44;0,27;6;2;0,59
13/01/2018;0,46;0,19;0,2;;8;37;48;0,41;7;2;0,72
12/01/2018;0,34;0,35;0,37;0,46;41;64;126;1,96;18;2;3,29
11/01/2018;;0,24;0,21;;8;42;54;0,43;16;3;0,92
10/01/2018;;0,22;0,22;;14;34;54;0,58;9;3;0,99
09/01/2018;0,4;0,2;0,22;;9;38;51;0,57;12;4;0,96
08/01/2018;;0,27;0,27;;34;48;100;1,34;13;6;2,31
07/01/2018;0,43;0,25;0,23;;13;37;56;0,39;8;4;0,75
06/01/2018;0,37;0,16;0,15;;3;35;38;0,24;6;3;0,65
05/01/2018;0,26;0,13;0,13;;4;31;37;0,49;7;3;0,98
04/01/2018;0,25;0,22;0,28;;35;35;88;1,55;12;3;2,39
03/01/2018;0,23;0,38;0,38;;50;47;124;1,92;16;3;3,44
02/01/2018;0,31;0,31;0,27;;32;50;98;1,19;10;3;2,36
01/01/2018;0,3;0,17;0,16;;2;17;19;0,11;22;3;0,3
