Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);SH2 (µg/m3);SO2 (µg/m3)
23/08/2018;2;12;15;43;42;11;1;2
22/08/2018;3;15;19;46;48;13;1;3
21/08/2018;3;16;21;46;46;12;1;4
20/08/2018;2;5;7;40;38;9;1;5
19/08/2018;1;2;3;47;48;12;;3
18/08/2018;1;3;5;44;44;10;;5
17/08/2018;1;4;6;42;42;8;;4
16/08/2018;1;6;8;39;41;10;1;2
15/08/2018;1;6;9;44;46;8;1;4
14/08/2018;1;5;8;42;45;7;1;2
13/08/2018;1;5;7;50;50;6;1;2
12/08/2018;1;6;8;56;58;13;1;3
11/08/2018;1;7;9;60;66;11;1;3
10/08/2018;2;8;12;46;;9;1;5
09/08/2018;2;5;8;64;65;6;1;5
08/08/2018;4;10;15;45;46;7;1;12
07/08/2018;1;6;9;77;81;15;;4
06/08/2018;5;20;27;87;86;27;1;6
05/08/2018;2;11;14;69;68;16;1;7
04/08/2018;2;9;13;64;65;16;1;5
03/08/2018;4;15;22;64;63;22;1;6
02/08/2018;5;11;18;42;42;14;1;5
01/08/2018;3;9;13;42;44;9;1;4
31/07/2018;1;7;9;41;42;6;1;3
30/07/2018;2;8;12;48;48;13;1;6
29/07/2018;1;6;9;46;45;13;2;4
28/07/2018;2;6;9;42;44;10;2;4
27/07/2018;2;7;11;49;48;12;2;3
26/07/2018;2;7;10;43;43;10;2;4
25/07/2018;2;10;13;45;47;10;2;4
24/07/2018;2;7;11;50;49;12;2;4
23/07/2018;4;11;17;45;;11;2;4
22/07/2018;1;5;7;38;41;5;2;3
21/07/2018;1;5;7;49;51;6;2;3
20/07/2018;2;7;10;52;52;5;2;3
19/07/2018;1;7;10;52;55;7;2;3
18/07/2018;2;7;10;54;56;11;2;4
17/07/2018;3;8;13;36;38;7;2;8
16/07/2018;1;5;8;64;69;7;2;3
15/07/2018;1;5;7;70;73;10;2;3
14/07/2018;2;8;10;74;77;14;2;4
13/07/2018;3;11;15;71;68;16;2;5
12/07/2018;2;8;11;76;79;9;2;5
11/07/2018;2;8;10;66;66;14;2;4
10/07/2018;2;8;10;70;71;16;2;4
09/07/2018;2;7;10;;;14;2;3
08/07/2018;1;5;7;;;11;2;3
07/07/2018;1;6;9;;;11;2;5
06/07/2018;2;10;14;64;60;13;2;7
05/07/2018;1;6;8;67;66;11;2;3
04/07/2018;1;8;10;60;64;7;2;3
03/07/2018;1;6;8;62;58;8;3;3
02/07/2018;2;9;13;64;67;9;3;5
01/07/2018;1;6;8;61;57;13;2;3
30/06/2018;1;9;11;55;59;15;2;3
29/06/2018;3;10;15;46;50;14;2;3
28/06/2018;2;6;9;47;;8;2;3
27/06/2018;2;10;12;57;60;10;2;3
26/06/2018;2;10;12;73;78;15;2;4
25/06/2018;3;12;17;68;73;13;1;6
24/06/2018;2;13;16;69;73;17;1;5
23/06/2018;2;10;13;64;69;14;2;8
22/06/2018;2;8;10;66;66;15;2;4
21/06/2018;2;7;9;55;57;13;2;3
20/06/2018;2;9;12;51;46;15;2;4
19/06/2018;2;12;16;43;45;8;2;7
18/06/2018;2;6;9;45;45;9;1;4
17/06/2018;1;4;6;53;54;8;2;4
16/06/2018;1;4;6;53;54;5;1;4
15/06/2018;2;8;11;46;43;9;2;4
14/06/2018;2;6;9;44;;8;1;3
13/06/2018;2;5;8;65;71;10;2;3
12/06/2018;3;5;9;86;84;14;1;3
11/06/2018;2;8;10;59;54;6;2;3
10/06/2018;1;5;7;59;65;6;1;3
09/06/2018;1;5;8;67;66;6;1;5
08/06/2018;5;16;23;44;44;15;1;6
07/06/2018;3;11;16;59;65;12;1;4
06/06/2018;2;7;10;62;64;8;1;3
05/06/2018;1;7;9;70;70;5;1;3
04/06/2018;2;7;10;61;59;5;1;3
03/06/2018;1;6;9;54;58;11;1;3
02/06/2018;2;7;10;58;59;9;1;5
01/06/2018;2;11;15;51;;12;1;3
31/05/2018;2;10;14;64;68;11;1;4
30/05/2018;2;11;14;63;62;13;1;3
29/05/2018;2;8;11;70;75;9;1;3
28/05/2018;2;8;11;80;79;8;1;3
27/05/2018;1;8;10;68;66;10;1;4
26/05/2018;2;7;10;61;67;10;1;3
25/05/2018;2;13;16;81;84;10;1;3
24/05/2018;2;11;14;78;78;17;1;5
23/05/2018;3;16;21;75;72;21;2;7
22/05/2018;4;16;23;69;70;19;2;7
21/05/2018;6;17;26;73;73;18;2;5
20/05/2018;1;8;11;86;88;16;2;6
19/05/2018;2;9;12;76;77;18;1;4
18/05/2018;2;9;12;74;;19;2;4
17/05/2018;3;10;14;70;63;12;2;7
16/05/2018;1;8;11;59;;5;1;3
15/05/2018;2;7;9;70;69;6;1;3
14/05/2018;1;6;8;70;72;5;1;4
13/05/2018;1;3;4;74;74;5;1;2
12/05/2018;1;4;5;79;79;7;1;2
11/05/2018;1;7;10;84;88;22;1;4
10/05/2018;1;8;9;83;87;18;1;8
09/05/2018;1;8;10;73;75;12;1;3
08/05/2018;1;11;13;83;82;20;2;5
07/05/2018;2;13;16;78;84;22;2;6
06/05/2018;2;13;16;98;95;22;2;14
05/05/2018;1;5;7;71;74;14;2;3
04/05/2018;1;8;10;86;90;16;2;3
03/05/2018;1;8;11;92;;16;2;5
02/05/2018;2;11;15;58;54;10;1;5
01/05/2018;1;5;7;72;75;7;1;3
30/04/2018;1;4;6;73;73;4;1;2
29/04/2018;1;4;5;82;79;5;1;2
28/04/2018;1;8;10;59;63;11;1;2
27/04/2018;2;10;13;66;62;16;1;2
26/04/2018;2;9;11;62;66;9;1;6
25/04/2018;1;10;12;71;71;6;2;2
24/04/2018;4;12;19;56;55;21;2;3
23/04/2018;1;11;13;85;87;20;1;3
22/04/2018;1;10;12;79;79;30;2;5
21/04/2018;1;4;5;84;85;38;1;2
20/04/2018;2;17;21;62;62;28;2;8
19/04/2018;3;23;27;66;65;29;3;8
18/04/2018;1;18;21;73;79;23;2;4
17/04/2018;2;12;15;74;77;12;2;5
16/04/2018;2;11;14;71;71;11;2;9
15/04/2018;1;7;9;74;75;10;2;6
14/04/2018;2;10;12;66;69;7;2;6
13/04/2018;6;22;31;50;45;13;2;6
12/04/2018;2;15;19;71;80;10;2;7
11/04/2018;1;7;9;91;92;9;2;2
10/04/2018;1;8;10;83;81;4;2;2
09/04/2018;1;9;11;76;72;5;2;3
08/04/2018;1;9;11;62;63;7;2;5
07/04/2018;1;7;9;62;66;6;2;2
06/04/2018;1;7;9;85;85;13;2;3
05/04/2018;2;6;9;72;72;8;2;2
04/04/2018;1;4;6;85;;8;2;2
03/04/2018;0;3;3;88;86;5;2;1
02/04/2018;0;3;4;80;80;5;2;2
01/04/2018;0;5;5;74;73;6;2;2
31/03/2018;1;3;5;91;94;8;2;1
30/03/2018;0;2;3;90;90;3;2;1
29/03/2018;1;6;8;82;82;7;1;4
28/03/2018;2;7;10;50;44;8;2;2
27/03/2018;2;8;10;48;52;10;2;2
26/03/2018;1;7;9;82;84;10;2;2
25/03/2018;1;4;5;83;85;5;1;1
24/03/2018;1;3;4;89;88;7;1;1
23/03/2018;2;12;15;62;58;7;2;2
22/03/2018;2;15;18;72;78;12;2;6
21/03/2018;1;13;15;84;83;13;2;10
20/03/2018;2;13;16;77;76;16;2;7
19/03/2018;1;7;9;77;78;3;1;1
18/03/2018;1;4;5;87;89;4;1;1
17/03/2018;1;5;7;76;72;6;2;2
16/03/2018;1;6;8;73;74;5;2;2
15/03/2018;1;4;5;88;91;4;1;1
14/03/2018;1;4;5;84;79;6;1;1
13/03/2018;2;11;13;69;;10;1;3
12/03/2018;1;6;8;78;78;13;1;2
11/03/2018;1;3;3;84;86;5;1;1
10/03/2018;0;3;4;82;81;3;1;1
09/03/2018;1;3;5;72;71;3;1;1
08/03/2018;1;5;6;69;69;5;1;1
07/03/2018;1;9;11;73;79;10;1;2
06/03/2018;1;6;8;77;77;6;1;2
05/03/2018;1;5;7;80;80;6;1;3
04/03/2018;1;6;8;74;75;6;1;4
03/03/2018;1;2;3;88;88;3;1;2
02/03/2018;1;5;7;74;74;5;1;2
01/03/2018;2;11;14;68;66;4;1;3
28/02/2018;2;13;16;59;57;7;1;3
27/02/2018;2;16;20;57;59;11;1;8
26/02/2018;3;16;20;61;62;15;1;14
25/02/2018;2;13;15;56;55;19;1;5
24/02/2018;1;11;14;54;54;14;1;6
23/02/2018;4;18;25;49;50;14;1;6
22/02/2018;2;15;18;63;66;16;1;11
21/02/2018;2;12;16;70;71;13;2;9
20/02/2018;2;7;10;77;77;13;2;8
19/02/2018;1;6;9;75;;8;2;4
18/02/2018;0;3;3;63;59;6;1;3
17/02/2018;0;4;4;73;70;8;1;3
16/02/2018;8;18;31;21;24;27;2;6
15/02/2018;3;4;9;54;56;6;1;2
14/02/2018;6;4;13;55;;3;1;2
13/02/2018;9;4;18;64;65;6;1;2
12/02/2018;8;7;19;67;70;4;1;2
11/02/2018;7;3;15;68;66;4;1;2
10/02/2018;10;6;22;69;71;8;1;2
09/02/2018;10;8;23;68;66;10;1;5
08/02/2018;7;10;21;58;56;4;1;3
07/02/2018;8;13;24;56;55;7;1;5
06/02/2018;7;10;21;60;60;9;1;5
05/02/2018;7;10;20;53;52;9;2;8
04/02/2018;4;4;10;69;73;3;1;2
03/02/2018;4;3;9;73;71;4;1;2
02/02/2018;6;6;15;67;67;5;1;4
01/02/2018;6;7;16;68;65;5;1;3
31/01/2018;6;13;22;31;;14;2;6
30/01/2018;6;15;25;29;33;14;2;8
29/01/2018;9;21;35;27;24;17;2;9
28/01/2018;4;14;21;30;33;10;2;4
27/01/2018;4;7;13;62;69;12;1;5
26/01/2018;5;7;14;70;69;11;1;6
25/01/2018;4;6;11;61;58;5;1;3
24/01/2018;2;6;10;42;37;4;1;3
23/01/2018;7;9;20;28;33;7;1;3
22/01/2018;7;7;17;35;33;6;1;3
21/01/2018;7;5;16;49;54;11;1;3
20/01/2018;7;4;14;62;62;8;1;3
19/01/2018;8;8;20;63;62;10;1;3
18/01/2018;9;9;22;51;50;17;1;4
17/01/2018;9;6;20;73;73;21;1;3
16/01/2018;9;7;21;52;50;;1;3
15/01/2018;;;;57;57;;1;3
14/01/2018;9;3;17;69;68;4;1;3
13/01/2018;9;3;18;63;62;5;1;3
12/01/2018;14;16;37;50;51;9;1;3
11/01/2018;9;6;19;70;;5;1;2
10/01/2018;8;3;15;66;63;5;1;2
09/01/2018;7;3;14;60;58;4;1;2
08/01/2018;8;6;18;46;44;4;1;3
07/01/2018;9;15;28;50;55;7;1;4
06/01/2018;7;7;18;68;67;4;1;3
05/01/2018;8;5;17;67;67;5;1;2
04/01/2018;5;6;13;41;36;7;1;3
03/01/2018;2;8;12;36;;7;1;2
02/01/2018;1;3;5;55;59;5;1;2
01/01/2018;1;2;4;73;73;11;1;2
