Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
02/09/2018;3;18;22;7;2
01/09/2018;3;16;20;8;2
31/08/2018;9;20;34;9;3
30/08/2018;7;18;28;11;2
29/08/2018;8;19;30;8;3
28/08/2018;5;20;27;13;3
27/08/2018;10;21;35;8;2
26/08/2018;2;12;15;3;2
25/08/2018;1;8;10;5;2
24/08/2018;1;8;9;4;2
23/08/2018;1;11;13;8;2
22/08/2018;7;22;32;13;4
21/08/2018;10;21;35;13;4
20/08/2018;9;18;31;9;2
19/08/2018;2;10;13;8;1
18/08/2018;3;13;17;6;3
17/08/2018;1;7;9;3;3
16/08/2018;3;16;21;8;3
15/08/2018;2;11;13;7;2
14/08/2018;1;7;9;4;2
13/08/2018;1;9;11;5;3
12/08/2018;2;14;15;11;3
11/08/2018;4;17;23;9;3
10/08/2018;5;18;26;9;5
09/08/2018;1;13;14;3;11
08/08/2018;4;13;19;4;5
07/08/2018;1;10;12;15;5
06/08/2018;6;31;40;26;5
05/08/2018;3;20;24;18;5
04/08/2018;3;20;25;19;4
03/08/2018;10;30;45;26;3
02/08/2018;9;20;34;13;3
01/08/2018;2;16;19;6;3
31/07/2018;3;14;18;4;4
30/07/2018;5;21;28;11;3
29/07/2018;1;10;11;9;3
28/07/2018;2;9;11;6;3
27/07/2018;5;17;25;11;3
26/07/2018;2;14;18;9;3
25/07/2018;2;10;12;8;3
24/07/2018;2;10;13;;4
23/07/2018;11;21;37;12;6
22/07/2018;2;14;16;4;6
21/07/2018;1;11;13;4;5
20/07/2018;2;12;14;4;3
19/07/2018;1;11;12;8;3
18/07/2018;3;12;16;12;3
17/07/2018;10;16;31;11;4
16/07/2018;2;14;16;8;10
15/07/2018;1;9;10;14;3
14/07/2018;2;14;16;18;4
13/07/2018;8;22;33;15;3
12/07/2018;1;13;14;9;4
11/07/2018;3;18;23;17;6
10/07/2018;3;18;22;21;10
09/07/2018;7;19;30;20;4
08/07/2018;1;12;13;14;3
07/07/2018;2;15;18;11;3
06/07/2018;8;23;35;17;4
05/07/2018;;;11;10;5
04/07/2018;;;10;6;2
03/07/2018;;;11;10;3
02/07/2018;5;20;24;11;3
01/07/2018;1;10;11;18;2
30/06/2018;2;22;24;19;3
29/06/2018;4;20;24;17;3
28/06/2018;;;11;6;2
27/06/2018;1;14;13;8;3
26/06/2018;5;19;23;15;3
25/06/2018;7;26;36;17;6
24/06/2018;4;25;30;21;6
23/06/2018;5;22;28;19;7
22/06/2018;;;12;14;2
21/06/2018;;;11;10;2
20/06/2018;5;16;20;15;3
19/06/2018;3;17;18;4;3
18/06/2018;3;15;16;8;7
17/06/2018;1;14;13;4;5
16/06/2018;;;8;2;3
15/06/2018;5;18;20;8;4
14/06/2018;;;21;5;6
13/06/2018;;;7;6;6
12/06/2018;2;19;18;12;17
11/06/2018;1;13;13;;3
10/06/2018;1;15;14;;3
09/06/2018;1;12;12;;4
08/06/2018;13;35;54;18;3
07/06/2018;5;26;30;11;3
06/06/2018;10;18;27;10;5
05/06/2018;1;12;13;3;3
04/06/2018;2;18;16;4;3
03/06/2018;0;9;9;10;2
02/06/2018;1;9;10;6;2
01/06/2018;2;19;21;10;2
31/05/2018;1;14;16;7;2
30/05/2018;4;23;28;14;3
29/05/2018;3;18;21;8;3
28/05/2018;1;13;14;5;3
27/05/2018;;14;16;10;2
26/05/2018;2;19;22;10;2
25/05/2018;3;22;25;10;2
24/05/2018;3;18;22;18;3
23/05/2018;6;29;38;24;6
22/05/2018;8;25;38;21;8
21/05/2018;8;23;36;18;4
20/05/2018;1;16;16;16;8
19/05/2018;1;13;15;19;7
18/05/2018;1;13;14;17;3
17/05/2018;;21;32;12;6
16/05/2018;;12;13;3;4
15/05/2018;;8;8;2;4
14/05/2018;;15;18;3;5
13/05/2018;;7;7;2;10
12/05/2018;;9;9;2;6
11/05/2018;1;17;18;;5
10/05/2018;2;12;15;;3
09/05/2018;2;18;20;5;5
08/05/2018;1;14;14;11;4
07/05/2018;6;21;29;15;6
06/05/2018;2;25;28;20;9
05/05/2018;1;18;19;6;6
04/05/2018;1;8;9;6;2
03/05/2018;1;6;6;4;2
02/05/2018;8;24;37;4;7
01/05/2018;1;12;13;3;4
30/04/2018;1;9;10;2;2
29/04/2018;0;5;6;2;4
28/04/2018;1;21;23;6;2
27/04/2018;1;17;18;8;6
26/04/2018;2;17;20;4;3
25/04/2018;1;11;12;4;2
24/04/2018;5;17;25;14;2
23/04/2018;1;12;13;13;2
22/04/2018;1;12;14;17;3
21/04/2018;0;8;8;26;3
20/04/2018;5;28;34;26;3
19/04/2018;6;29;39;21;5
18/04/2018;6;37;45;18;6
17/04/2018;8;31;44;10;4
16/04/2018;3;24;28;7;5
15/04/2018;0;11;11;5;3
14/04/2018;2;25;28;6;4
13/04/2018;16;36;59;10;8
12/04/2018;3;25;30;6;7
11/04/2018;1;10;11;5;13
10/04/2018;2;11;13;2;4
09/04/2018;2;16;18;5;3
08/04/2018;1;15;16;5;5
07/04/2018;1;26;27;4;3
06/04/2018;1;9;10;9;3
05/04/2018;6;20;29;7;4
04/04/2018;1;7;8;4;5
03/04/2018;1;5;5;3;2
02/04/2018;0;5;6;3;2
01/04/2018;1;11;13;5;4
31/03/2018;1;10;12;6;16
30/03/2018;0;4;5;2;3
29/03/2018;2;15;17;5;5
28/03/2018;2;12;15;6;4
27/03/2018;2;11;14;7;12
26/03/2018;1;11;13;7;5
25/03/2018;1;8;9;3;8
24/03/2018;1;12;13;4;17
23/03/2018;19;36;65;13;6
22/03/2018;3;27;30;13;6
21/03/2018;2;13;16;10;2
20/03/2018;1;9;10;12;3
19/03/2018;2;13;15;2;9
18/03/2018;1;6;7;2;5
17/03/2018;1;13;14;6;6
16/03/2018;2;14;16;4;2
15/03/2018;1;8;9;2;2
14/03/2018;1;7;8;7;2
13/03/2018;3;26;30;11;4
12/03/2018;2;14;16;9;8
11/03/2018;0;5;5;3;2
10/03/2018;1;5;6;3;2
09/03/2018;1;6;7;3;2
08/03/2018;2;13;15;6;3
07/03/2018;5;27;35;9;4
06/03/2018;1;10;12;4;6
05/03/2018;1;8;9;3;3
04/03/2018;1;9;11;3;3
03/03/2018;1;5;6;2;3
02/03/2018;1;12;14;3;4
01/03/2018;4;20;25;3;5
28/02/2018;7;27;36;12;5
27/02/2018;4;31;36;12;4
26/02/2018;11;28;44;18;5
25/02/2018;4;28;34;25;6
24/02/2018;2;24;27;17;4
23/02/2018;14;32;52;19;8
22/02/2018;2;16;19;18;5
21/02/2018;2;9;11;9;3
20/02/2018;1;6;8;7;3
19/02/2018;1;9;11;4;4
18/02/2018;1;14;15;4;9
17/02/2018;1;8;9;6;5
16/02/2018;23;29;64;21;6
15/02/2018;1;7;8;4;3
14/02/2018;6;22;30;4;4
13/02/2018;5;22;28;6;4
12/02/2018;21;37;61;5;5
11/02/2018;3;14;17;3;6
10/02/2018;2;11;14;5;5
09/02/2018;5;27;35;9;4
08/02/2018;7;32;43;3;7
07/02/2018;8;22;33;3;4
06/02/2018;2;14;16;2;4
05/02/2018;2;16;19;3;4
04/02/2018;1;15;16;2;5
03/02/2018;1;7;8;2;6
02/02/2018;3;17;21;2;5
01/02/2018;2;11;14;3;5
31/01/2018;25;33;70;21;8
30/01/2018;10;33;48;19;8
29/01/2018;29;36;79;21;14
28/01/2018;15;37;60;18;8
27/01/2018;;10;11;6;3
26/01/2018;2;11;14;7;7
25/01/2018;2;12;14;3;5
24/01/2018;5;15;22;4;4
23/01/2018;21;30;61;12;4
22/01/2018;14;21;42;8;6
21/01/2018;4;17;22;9;14
20/01/2018;1;10;12;5;9
19/01/2018;2;15;18;7;7
18/01/2018;28;28;71;29;7
17/01/2018;1;15;16;;10
16/01/2018;3;16;20;;9
15/01/2018;3;15;19;2;3
14/01/2018;1;8;9;2;4
13/01/2018;1;7;8;2;3
12/01/2018;31;41;88;14;4
11/01/2018;3;17;22;2;6
10/01/2018;1;9;11;3;5
09/01/2018;1;7;8;4;3
08/01/2018;27;42;82;9;4
07/01/2018;11;33;49;7;3
06/01/2018;1;12;14;2;3
05/01/2018;1;11;13;4;3
04/01/2018;7;18;28;;3
03/01/2018;14;23;44;8;3
02/01/2018;3;16;20;3;3
01/01/2018;1;6;7;8;6
