Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
10/08/2018;8;16;28;21;4
09/08/2018;2;14;18;10;3
08/08/2018;4;13;19;19;4
07/08/2018;2;14;17;26;3
06/08/2018;6;26;34;41;4
05/08/2018;4;21;28;35;5
04/08/2018;5;21;29;36;4
03/08/2018;11;23;40;34;3
02/08/2018;10;22;38;30;3
01/08/2018;3;15;20;12;2
31/07/2018;6;19;28;23;3
30/07/2018;6;17;26;25;3
29/07/2018;2;10;12;20;2
28/07/2018;2;8;11;14;3
27/07/2018;4;20;26;24;3
26/07/2018;5;16;24;21;3
25/07/2018;2;11;13;20;3
24/07/2018;3;16;20;30;3
23/07/2018;12;19;37;26;4
22/07/2018;4;15;21;21;3
21/07/2018;3;15;19;21;3
20/07/2018;4;22;28;19;3
19/07/2018;;;;;3
18/07/2018;;;;26;3
17/07/2018;10;12;27;22;4
16/07/2018;2;16;19;19;3
15/07/2018;4;19;24;32;3
14/07/2018;2;16;19;30;2
13/07/2018;6;19;28;41;3
12/07/2018;2;18;21;20;2
11/07/2018;4;23;30;40;3
10/07/2018;6;25;33;42;4
09/07/2018;7;23;32;43;3
08/07/2018;3;16;21;30;2
07/07/2018;4;19;25;27;2
06/07/2018;4;17;23;28;2
05/07/2018;5;19;27;21;2
04/07/2018;3;22;26;16;2
03/07/2018;5;20;28;28;2
02/07/2018
01/07/2018;4;17;23;36;2
30/06/2018;5;22;29;39;2
29/06/2018;5;26;33;29;2
28/06/2018;3;17;22;16;2
27/06/2018;3;17;21;23;2
26/06/2018;9;25;39;35;4
25/06/2018;8;24;36;29;4
24/06/2018;6;20;30;30;5
23/06/2018;4;20;26;32;3
22/06/2018;3;17;21;24;1
21/06/2018;3;15;20;30;2
20/06/2018;15;18;41;30;2
19/06/2018;3;15;20;11;2
18/06/2018;7;21;31;25;3
17/06/2018;2;12;15;17;2
16/06/2018;1;9;12;9;2
15/06/2018;11;22;38;23;3
14/06/2018;9;21;34;22;3
13/06/2018;2;11;13;18;2
12/06/2018;2;16;19;24;2
11/06/2018;7;20;29;21;2
10/06/2018;3;17;21;13;3
09/06/2018;3;16;21;15;3
08/06/2018;11;26;43;26;3
07/06/2018;7;28;38;26;2
06/06/2018;9;19;32;23;3
05/06/2018;3;23;26;14;2
04/06/2018;3;21;25;12;1
03/06/2018;2;12;15;20;1
02/06/2018;2;13;15;13;1
01/06/2018;7;34;43;25;2
31/05/2018;4;24;30;19;2
30/05/2018;7;26;36;25;2
29/05/2018;4;25;31;21;2
28/05/2018;2;27;30;14;2
27/05/2018;3;17;22;20;2
26/05/2018;2;16;19;18;2
25/05/2018;4;33;39;26;2
24/05/2018;6;24;33;33;3
23/05/2018;8;34;46;41;7
22/05/2018;10;29;43;31;4
21/05/2018;7;28;38;32;3
20/05/2018;2;17;20;32;4
19/05/2018;3;18;22;33;3
18/05/2018;2;19;23;28;2
17/05/2018;11;22;38;26;5
16/05/2018;4;24;30;16;3
15/05/2018;6;22;31;24;3
14/05/2018;3;20;25;10;2
13/05/2018;2;19;22;12;2
12/05/2018;2;20;22;19;2
11/05/2018;4;22;28;29;4
10/05/2018;2;19;22;27;2
09/05/2018;4;23;28;27;3
08/05/2018;2;16;18;35;2
07/05/2018;13;35;55;43;6
06/05/2018;3;32;37;30;5
05/05/2018;4;23;30;27;3
04/05/2018;2;21;24;24;2
03/05/2018;2;13;15;20;2
02/05/2018;14;33;54;18;3
01/05/2018;1;13;15;11;2
30/04/2018;4;25;30;7;2
29/04/2018;1;15;17;9;2
28/04/2018;1;16;18;16;2
27/04/2018;14;27;48;34;3
26/04/2018;10;26;41;22;1
25/04/2018;2;16;18;14;1
24/04/2018;4;15;21;30;2
23/04/2018;2;17;20;22;1
22/04/2018;2;17;19;45;3
21/04/2018;2;21;24;62;6
20/04/2018;19;34;63;62;4
19/04/2018;15;30;52;45;3
18/04/2018;12;42;61;30;5
17/04/2018;10;48;63;26;6
16/04/2018;5;27;33;18;2
15/04/2018;1;14;15;15;3
14/04/2018;4;26;31;19;4
13/04/2018;15;34;57;28;4
12/04/2018;6;32;41;14;2
11/04/2018;1;17;19;12;2
10/04/2018;3;27;31;7;2
09/04/2018;19;39;68;19;2
08/04/2018;4;21;27;15;2
07/04/2018;2;23;25;13;2
06/04/2018;2;16;19;22;3
05/04/2018;6;22;32;16;3
04/04/2018;1;11;13;8;2
03/04/2018;1;9;11;8;3
02/04/2018;1;13;15;19;4
01/04/2018;2;18;21;32;4
31/03/2018;1;11;12;10;2
30/03/2018;1;7;9;5;2
29/03/2018;1;14;16;10;2
28/03/2018;8;21;32;17;2
27/03/2018;5;27;34;18;2
26/03/2018;3;25;29;17;2
25/03/2018;1;15;17;6;2
24/03/2018;2;16;18;11;2
23/03/2018;16;39;64;18;3
22/03/2018;6;31;40;22;3
21/03/2018;7;16;26;15;2
20/03/2018;1;16;18;16;2
19/03/2018;3;31;35;10;2
18/03/2018;1;22;24;23;1
17/03/2018;3;19;24;12;2
16/03/2018;7;29;39;11;2
15/03/2018;1;14;15;8;2
14/03/2018;3;15;19;14;3
13/03/2018;10;41;56;25;3
12/03/2018;2;19;23;;2
11/03/2018;1;5;7;;2
10/03/2018;1;8;9;;3
09/03/2018;2;14;17;10;3
08/03/2018;3;22;26;13;3
07/03/2018;10;38;53;22;5
06/03/2018;2;22;25;12;2
05/03/2018;2;21;23;10;2
04/03/2018;1;17;19;8;2
03/03/2018;1;9;10;5;2
02/03/2018;9;22;35;10;3
01/03/2018;2;12;16;6;4
28/02/2018;7;28;38;15;4
27/02/2018;13;29;49;27;4
26/02/2018;14;35;56;34;5
25/02/2018;9;29;42;37;5
24/02/2018;3;24;28;21;4
23/02/2018;24;36;73;34;6
22/02/2018;11;34;50;31;4
21/02/2018;2;16;18;14;3
20/02/2018;1;12;13;17;3
19/02/2018;2;24;27;11;3
18/02/2018;4;30;36;18;5
17/02/2018;2;21;25;15;4
16/02/2018;26;36;75;30;5
15/02/2018;9;28;42;10;4
14/02/2018;12;39;57;9;4
13/02/2018;9;36;50;14;4
12/02/2018;5;39;47;11;3
11/02/2018;3;25;30;10;4
10/02/2018;5;44;51;19;4
09/02/2018;18;48;75;20;4
08/02/2018;22;55;88;21;4
07/02/2018;16;46;70;18;4
06/02/2018;13;32;51;13;3
05/02/2018;2;26;29;11;3
04/02/2018;2;27;30;8;4
03/02/2018;2;30;33;10;4
02/02/2018;8;42;54;11;5
01/02/2018;5;42;48;16;4
31/01/2018;29;38;83;42;7
30/01/2018;26;41;80;36;6
29/01/2018;43;39;104;31;5
28/01/2018;11;27;43;19;4
27/01/2018;6;18;26;12;3
26/01/2018;4;29;35;12;4
25/01/2018;5;38;45;16;4
24/01/2018;9;25;38;17;6
23/01/2018;26;32;72;;5
22/01/2018;28;31;74;;4
21/01/2018;10;24;39;18;3
20/01/2018;12;39;57;16;3
19/01/2018;16;42;66;27;4
18/01/2018;27;40;81;31;4
17/01/2018;;;;27;4
16/01/2018;;;;16;4
15/01/2018;12;27;45;8;4
14/01/2018;3;34;39;8;3
13/01/2018;2;22;25;8;3
12/01/2018;35;54;107;25;4
11/01/2018;4;37;43;10;3
10/01/2018;11;26;41;;3
09/01/2018;4;27;32;;3
08/01/2018;16;35;60;12;3
07/01/2018;6;29;37;9;3
06/01/2018;1;21;22;6;3
05/01/2018;2;27;30;9;3
04/01/2018;22;22;56;9;3
03/01/2018;29;42;86;22;3
02/01/2018;10;36;50;10;3
01/01/2018;1;13;14;17;4
