Date;CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
13/10/2018;0,19;0,17;5;7;14;61;63;11;5;4
12/10/2018;0,14;0,17;5;7;14;66;58;16;6;4
11/10/2018;0,21;0,19;6;15;24;52;57;21;10;4
10/10/2018;0,17;0,18;7;14;24;65;65;13;6;4
09/10/2018;0,19;0,19;10;14;30;43;36;16;8;4
08/10/2018;0,16;0,15;7;8;19;51;57;16;4;4
07/10/2018;0,18;0,23;6;5;14;64;62;21;4;4
06/10/2018;0,38;0,39;8;18;30;44;43;25;13;4
05/10/2018;0,27;0,28;8;21;34;56;52;32;13;5
04/10/2018;0,38;0,36;14;27;48;35;38;26;14;5
03/10/2018;0,33;0,35;14;26;48;40;39;27;12;5
02/10/2018;0,21;0,16;11;20;38;45;53;25;10;4
01/10/2018;0,11;0,12;3;2;6;82;81;25;6;4
30/09/2018;0,25;0,25;0;10;9;35;23;21;13;4
29/09/2018;0,26;0,26;1;11;10;45;58;24;16;4
28/09/2018;0,41;0,44;9;21;34;58;49;44;25;4
27/09/2018;0,27;0,23;6;23;32;63;70;33;15;4
26/09/2018;0,25;0,26;11;22;38;49;41;25;13;4
25/09/2018;0,33;0,33;15;22;45;35;35;20;9;4
24/09/2018;0,18;0,17;7;9;20;50;52;15;4;4
23/09/2018;0,32;0,34;8;15;27;35;34;22;17;4
22/09/2018;0,25;0,23;6;13;22;44;46;18;8;4
21/09/2018;0,29;0,3;11;18;34;38;36;30;15;4
20/09/2018;0,22;0,23;5;11;19;47;47;24;12;4
19/09/2018;0,23;0,24;6;13;21;39;37;28;14;4
18/09/2018;0,37;0,37;6;16;26;45;;27;14;4
17/09/2018;0,24;0,22;9;13;27;70;73;22;14;4
16/09/2018;0,35;0,36;6;14;23;59;62;23;13;4
15/09/2018;0,2;0,2;5;8;15;69;70;19;8;3
14/09/2018;0,3;0,29;9;14;27;38;34;12;8;3
13/09/2018;0,2;0,2;6;13;23;50;55;27;8;3
12/09/2018;0,3;0,32;5;10;17;58;60;26;15;4
11/09/2018;0,37;0,35;9;20;33;49;;32;19;4
10/09/2018;0,26;0,26;5;11;19;63;62;20;8;4
09/09/2018;0,34;0,34;5;9;16;68;67;20;12;4
08/09/2018;0,39;0,4;5;13;22;61;57;25;13;4
07/09/2018;0,27;0,26;6;13;21;65;;22;10;4
06/09/2018;0,22;0,22;4;6;13;92;90;20;8;4
05/09/2018;0,34;0,34;7;18;28;69;70;31;13;4
04/09/2018;0,4;0,4;8;19;31;66;65;33;14;4
03/09/2018;0,36;0,38;8;20;32;64;63;26;14;4
02/09/2018;0,3;0,3;5;11;19;62;62;27;12;4
01/09/2018;0,31;0,32;5;10;18;49;45;16;9;4
31/08/2018;0,32;0,33;7;13;24;44;44;18;11;4
30/08/2018;0,38;0,39;6;13;22;40;;21;11;4
29/08/2018;0,36;0,35;7;14;25;42;45;31;11;4
28/08/2018;0,24;0,25;5;8;15;50;49;30;14;4
27/08/2018;0,32;0,32;7;15;26;48;46;25;10;4
26/08/2018;0,26;0,24;5;9;17;45;47;14;7;4
25/08/2018;0,25;0,26;5;7;15;49;51;23;7;3
24/08/2018;0,2;0,19;4;4;11;56;57;16;6;3
23/08/2018;0,2;0,2;5;6;14;56;57;15;8;3
22/08/2018;0,34;0,37;7;14;25;43;47;;12;3
21/08/2018;0,41;0,4;9;16;29;40;45;;12;3
20/08/2018;0,37;0,37;7;14;26;34;36;;8;3
19/08/2018;0,33;0,34;5;12;20;44;45;;8;3
18/08/2018;0,3;0,29;6;13;22;38;39;;6;4
17/08/2018;0,14;0,15;4;4;11;47;49;16;4;3
16/08/2018;0,3;0,32;7;11;22;40;39;20;9;3
15/08/2018;0,28;0,26;4;8;14;41;39;15;6;3
14/08/2018;0,18;0,18;4;4;11;45;43;16;4;3
13/08/2018;0,19;0,19;4;3;10;49;49;20;4;3
12/08/2018;0,3;0,3;5;11;19;49;55;18;12;3
11/08/2018;0,33;0,33;6;12;20;51;48;24;10;3
10/08/2018;0,25;0,25;7;14;26;35;37;16;7;4
09/08/2018;0,18;0,18;27;9;51;58;60;14;3;3
08/08/2018;0,23;0,21;22;10;44;37;38;17;6;3
07/08/2018;0,19;0,22;5;4;13;70;76;14;11;3
06/08/2018;0,36;0,34;4;14;21;80;;38;31;3
05/08/2018;0,34;0,33;4;10;17;57;59;23;23;3
04/08/2018;0,36;0,36;4;10;17;55;55;32;21;3
03/08/2018;0,38;0,37;6;13;22;56;55;42;23;3
02/08/2018;0,28;;6;13;22;43;;30;12;3
01/08/2018;0,18;0,18;8;7;19;46;48;13;4;3
31/07/2018;0,31;0,32;9;9;23;39;39;12;6;3
30/07/2018;0,27;0,27;10;11;27;43;46;30;11;3
29/07/2018;0,21;0,21;8;6;18;46;47;32;8;3
28/07/2018;0,21;0,22;8;6;19;40;41;16;;3
27/07/2018;0,26;0,26;8;8;21;49;;19;13;3
26/07/2018;0,26;0,26;9;8;22;44;43;20;10;3
25/07/2018;0,2;0,2;8;2;15;54;54;12;;3
24/07/2018;0,23;0,24;8;6;18;56;56;14;11;3
23/07/2018;0,28;0,31;11;13;30;45;42;24;12;3
22/07/2018;0,4;0,38;11;16;33;33;34;26;14;3
21/07/2018;0,2;0,19;9;12;25;48;49;14;8;3
20/07/2018;0,19;0,18;9;7;21;61;64;14;6;3
19/07/2018;0,2;0,2;8;3;16;59;57;16;6;3
18/07/2018;0,2;0,19;8;4;15;54;50;26;11;3
17/07/2018;0,3;0,3;12;12;31;29;30;20;9;3
16/07/2018;0,17;0,18;13;7;27;57;63;15;10;3
15/07/2018;0,22;0,23;8;6;18;75;76;23;17;3
14/07/2018;0,3;0,3;8;8;20;70;70;25;18;3
13/07/2018;0,33;0,33;9;13;27;63;60;30;16;3
12/07/2018;0,21;0,21;8;7;19;78;80;13;9;3
11/07/2018;0,27;0,28;10;12;27;60;58;29;18;3
10/07/2018;0,25;0,25;9;11;24;70;69;31;24;3
09/07/2018;0,31;0,3;10;12;26;52;;32;22;3
08/07/2018;0,21;0,21;5;7;14;50;54;19;13;3
07/07/2018;0,24;0,24;5;8;16;57;56;18;11;3
06/07/2018;0,31;0,33;7;12;22;52;57;22;15;3
05/07/2018;0,16;0,16;6;4;13;72;73;18;11;3
04/07/2018;0,17;0,17;5;2;11;67;67;14;7;3
03/07/2018;0,17;0,17;4;3;9;61;;20;11;3
02/07/2018;0,24;0,24;4;8;13;58;60;17;11;3
01/07/2018;0,22;0,23;3;4;9;64;61;24;20;3
30/06/2018;0,25;0,25;3;9;13;53;53;25;19;3
29/06/2018;0,21;0,2;3;7;11;52;52;20;14;3
28/06/2018;0,16;0,15;4;3;9;53;52;13;8;3
27/06/2018;0,2;0,2;4;4;10;59;62;22;11;3
26/06/2018;0,3;0,31;6;12;21;60;57;29;18;3
25/06/2018;0,35;0,34;;;;53;;24;15;2
24/06/2018;0,31;0,37;;;;59;55;29;21;3
23/06/2018;0,44;0,36;;;;47;51;41;19;3
22/06/2018;0,2;0,22;;;;64;62;18;10;3
21/06/2018;0,21;0,19;0;5;5;53;55;28;17;3
20/06/2018;0,25;0,25;2;7;9;47;44;28;17;3
19/06/2018;0,18;0,18;1;5;7;48;48;11;6;3
18/06/2018;0,3;0,3;4;9;15;42;41;17;9;3
17/06/2018;0,18;0,18;1;5;7;51;53;14;7;3
16/06/2018;0,13;0,14;2;3;5;55;55;8;4;3
15/06/2018;0,29;0,29;4;9;14;39;37;15;9;3
14/06/2018;0,16;;4;9;16;41;;15;12;3
13/06/2018;0,13;0,14;1;1;3;59;59;16;7;2
12/06/2018;0,29;0,29;4;5;11;56;59;21;12;2
11/06/2018;0,16;0,16;1;4;5;62;56;9;5;3
10/06/2018;0,17;0,17;1;6;8;48;53;9;5;3
09/06/2018;0,17;0,16;1;5;6;58;60;12;5;2
08/06/2018;0,22;0,23;3;18;23;43;;22;15;2
07/06/2018;0,21;0,2;2;14;18;58;62;15;12;3
06/06/2018;0,21;0,2;5;13;21;57;52;14;15;3
05/06/2018;0,12;0,12;1;8;11;68;70;8;4;3
04/06/2018;0,13;0,13;1;7;9;65;66;8;4;3
03/06/2018;0,16;0,16;1;7;8;52;52;16;13;3
02/06/2018;0,18;0,19;1;5;6;50;50;13;8;3
01/06/2018;0,21;0,2;2;11;14;51;51;16;9;3
31/05/2018;0,16;0,16;1;9;11;68;71;14;12;3
30/05/2018;0,22;0,23;3;16;21;57;54;19;15;3
29/05/2018;0,19;0,19;3;11;15;67;71;14;11;3
28/05/2018;0,18;0,19;2;5;7;84;84;11;7;3
27/05/2018;0,35;0,37;4;10;15;66;63;15;10;3
26/05/2018;0,29;0,28;4;11;16;63;67;14;12;3
25/05/2018;0,24;0,24;4;11;16;75;73;18;10;3
24/05/2018;0,22;0,22;3;6;12;70;69;23;20;3
23/05/2018;0,51;0,57;55;6;90;41;;33;24;3
22/05/2018;0,74;0,74;111;8;178;4;4;27;20;4
21/05/2018;0,71;0,71;103;6;165;4;4;30;16;4
20/05/2018;0,7;0,7;103;6;164;4;4;23;16;4
19/05/2018;0,69;0,69;89;6;142;4;4;24;18;4
18/05/2018;0,66;0,66;83;5;132;4;4;24;17;4
17/05/2018;0,72;0,73;101;7;162;5;;17;12;4
16/05/2018;0,67;0,68;64;4;102;5;5;7;4;4
15/05/2018;0,68;0,67;32;5;53;9;11;11;3;3
14/05/2018;0,34;0,26;7;9;21;52;59;16;4;3
13/05/2018;0,18;0,18;3;5;10;74;73;16;3;4
12/05/2018;0,18;0,17;3;5;10;82;82;16;4;3
11/05/2018;0,21;0,21;4;9;15;79;79;29;10;4
10/05/2018;0,15;0,14;3;4;9;88;90;28;8;3
09/05/2018;0,19;0,17;5;13;21;66;;22;12;3
08/05/2018;0,19;0,19;2;5;7;100;101;25;21;3
07/05/2018;0,33;0,34;5;15;23;83;82;29;21;3
06/05/2018;0,27;0,26;2;13;15;99;91;27;17;3
05/05/2018;0,21;0,21;2;10;14;71;76;24;10;3
04/05/2018;0,17;0,16;2;2;5;91;91;21;6;3
03/05/2018;0,15;0,16;2;1;4;94;92;19;5;3
02/05/2018;0,27;0,27;8;16;28;54;54;14;7;3
01/05/2018;0,18;0,21;2;7;11;78;78;11;5;3
30/04/2018;0,19;0,15;3;12;17;76;77;8;3;4
29/04/2018;0,15;0,16;2;5;8;86;85;7;3;3
28/04/2018;0,22;0,22;2;9;13;67;70;17;7;3
27/04/2018;0,26;0,27;3;11;15;66;62;34;9;3
26/04/2018;0,18;0,17;4;10;16;67;70;17;6;3
25/04/2018;0,16;0,17;2;3;6;77;77;12;9;3
24/04/2018;0,2;0,21;2;5;8;68;69;23;14;3
23/04/2018;0,17;0,16;1;3;6;87;90;25;16;3
22/04/2018;0,22;0,22;1;7;9;84;83;36;19;3
21/04/2018;0,15;0,15;1;6;7;82;83;48;21;3
20/04/2018;0,23;0,24;1;6;9;87;88;30;17;3
19/04/2018;0,25;0,25;1;9;11;84;84;40;16;3
18/04/2018;0,26;0,26;2;23;27;71;76;29;14;4
17/04/2018;0,21;0,22;3;19;24;62;64;21;9;4
16/04/2018;0,18;0,18;2;8;11;76;77;23;7;3
15/04/2018;0,18;0,19;2;8;10;76;79;20;8;3
14/04/2018;0,32;0,31;3;21;26;52;53;21;10;3
13/04/2018;0,38;0,38;5;21;28;54;53;20;13;4
12/04/2018;0,21;0,21;2;7;11;80;83;17;6;3
11/04/2018;0,32;0,28;2;4;7;74;;18;4;3
10/04/2018;0,17;0,17;3;7;12;82;80;9;3;3
09/04/2018;0,18;0,18;4;10;16;79;79;13;5;3
08/04/2018;0,24;0,25;2;8;11;68;65;14;6;3
07/04/2018;0,23;0,21;2;12;15;69;75;16;6;3
06/04/2018;0,24;0,25;1;8;10;79;76;14;7;3
05/04/2018;0,23;0,23;3;13;17;68;69;21;7;4
04/04/2018;0,26;0,25;2;4;7;75;75;14;4;3
03/04/2018;0,16;0,15;2;4;6;82;81;8;4;3
02/04/2018;0,16;0,16;2;5;8;77;75;8;4;4
01/04/2018;0,26;0,25;2;12;15;65;64;11;;4
31/03/2018;0,49;0,48;2;5;9;60;63;25;6;3
30/03/2018;0,11;0,12;2;3;6;83;83;14;3;3
29/03/2018;0,2;0,2;3;9;13;81;80;22;6;3
28/03/2018;0,17;0,17;5;13;22;50;45;18;7;3
27/03/2018;0,21;0,23;2;4;8;46;48;15;5;3
26/03/2018;0,21;0,21;3;7;11;78;81;17;5;3
25/03/2018;0,28;0,33;2;4;8;72;72;14;3;3
24/03/2018;0,41;0,38;3;3;7;66;67;25;6;3
23/03/2018;0,32;0,3;5;28;36;42;39;16;11;3
22/03/2018;0,19;0,15;2;11;15;78;86;;7;2
21/03/2018;0,15;0,16;2;6;10;83;82;14;5;2
20/03/2018;0,22;0,24;2;3;6;79;77;17;9;2
19/03/2018;0,36;0,34;2;7;11;68;65;7;3;3
18/03/2018;0,25;0,24;2;5;9;81;81;12;2;3
17/03/2018;0,25;0,26;3;8;13;74;70;22;5;3
16/03/2018;0,24;0,23;2;13;17;66;68;16;4;2
15/03/2018;0,31;0,31;2;5;9;75;78;10;3;2
14/03/2018;0,24;0,24;2;7;11;72;68;10;5;2
13/03/2018;0,24;0,24;3;20;25;58;58;25;10;2
12/03/2018;0,32;0,33;2;8;11;65;64;27;7;2
11/03/2018;0,37;0,36;2;6;10;66;70;12;4;2
10/03/2018;0,17;0,18;2;5;7;80;77;8;3;2
09/03/2018;0,23;0,24;2;8;10;63;62;5;3;2
08/03/2018;0,2;0,19;2;10;14;64;62;10;3;3
07/03/2018;0,2;0,25;2;13;16;69;;19;4;2
06/03/2018;0,54;0,5;3;7;10;56;58;11;4;2
05/03/2018;0,19;0,19;3;7;11;76;75;9;3;2
04/03/2018;0,18;0,17;2;9;12;75;76;8;3;2
03/03/2018;0,3;0,31;2;5;8;78;74;6;2;2
02/03/2018;0,28;0,32;4;15;21;64;61;17;5;3
01/03/2018;0,38;0,34;4;12;18;56;55;6;3;3
28/02/2018;0,33;0,35;5;26;33;49;47;15;10;3
27/02/2018;0,27;0,25;2;20;23;61;61;17;12;2
26/02/2018;0,37;0,38;4;22;29;55;57;23;16;3
25/02/2018;0,49;0,5;6;26;35;46;43;32;27;3
24/02/2018;0,33;0,3;4;19;25;61;65;21;19;2
23/02/2018;0,46;0,46;15;34;57;36;34;29;20;3
22/02/2018;0,25;0,23;3;10;15;66;69;22;15;2
21/02/2018;0,18;0,16;3;4;9;71;71;21;8;2
20/02/2018;0,14;0,14;3;2;7;76;76;18;5;2
19/02/2018;0,2;0,2;3;3;8;74;;10;2;2
18/02/2018;0,33;0,32;4;15;21;48;48;19;6;2
17/02/2018;0,17;0,17;3;4;9;74;71;20;6;2
16/02/2018;0,24;0,24;10;14;28;29;28;49;24;3
15/02/2018;0,19;0,21;3;11;16;46;;13;5;2
14/02/2018;0,25;0,26;6;29;38;32;33;11;5;2
13/02/2018;0,33;0,34;3;18;22;48;46;21;5;2
12/02/2018;0,28;0,24;6;28;36;49;58;12;7;2
11/02/2018;0,27;0,28;3;7;12;60;57;8;3;2
10/02/2018;0,19;;3;9;13;68;75;34;6;2
09/02/2018;0,26;;6;25;35;48;38;;8;2
08/02/2018;0,35;0,32;7;36;47;35;42;;8;2
07/02/2018;0,3;;6;17;26;53;;15;5;2
06/02/2018;0,22;0,21;3;6;10;62;61;10;4;2
05/02/2018;0,25;0,27;2;8;11;53;49;11;5;2
04/02/2018;0,25;0,22;3;15;20;59;64;13;5;3
03/02/2018;0,25;0,26;2;6;10;64;62;14;3;3
02/02/2018;0,26;0,25;4;12;18;54;;22;5;2
01/02/2018;0,2;0,21;3;5;9;68;62;20;5;2
31/01/2018;0,34;0,35;13;25;45;25;23;25;18;3
30/01/2018;0,32;0,3;11;27;44;25;28;22;15;2
29/01/2018;0,38;0,33;19;27;56;24;;23;14;3
28/01/2018;0,5;0,53;7;24;34;24;24;17;11;2
27/01/2018;0,25;0,19;5;13;20;57;66;20;7;2
26/01/2018;0,24;0,24;2;2;6;63;61;22;5;2
25/01/2018;0,19;;2;8;11;54;50;23;6;2
24/01/2018;0,24;;6;16;26;23;;11;7;3
23/01/2018;0,41;0,36;19;31;60;3;4;18;10;3
22/01/2018;0,4;;17;23;48;6;6;19;8;4
21/01/2018;0,26;0,24;9;10;23;21;25;37;9;3
20/01/2018;0,29;0,28;5;10;18;27;27;38;7;3
19/01/2018;0,23;0,24;5;5;12;34;32;29;6;3
18/01/2018;0,46;;16;23;48;15;13;47;16;3
17/01/2018;0,37;0,42;5;10;17;37;;76;19;3
16/01/2018;0,26;0,22;9;13;27;43;43;39;10;3
15/01/2018;0,25;;9;23;36;44;48;13;4;3
14/01/2018;0,23;0,24;3;8;13;64;62;13;2;3
13/01/2018;0,24;0,24;3;10;15;55;53;7;4;2
12/01/2018;0,3;0,29;11;26;43;41;43;16;5;2
11/01/2018;0,34;0,39;3;8;12;57;54;16;3;2
10/01/2018;0,37;;7;11;21;46;43;10;4;2
09/01/2018;0,3;0,33;4;9;15;47;43;7;4;2
08/01/2018;0,37;0,37;13;32;52;20;19;13;7;3
07/01/2018;0,31;0,28;7;21;32;39;45;11;7;2
06/01/2018;0,23;0,22;4;13;20;63;65;13;5;2
05/01/2018;0,36;0,38;8;12;24;55;55;19;6;2
04/01/2018;;;13;14;35;32;;71;17;2
03/01/2018;0,23;;12;14;33;36;38;31;8;2
02/01/2018;0,26;0,28;9;23;36;39;46;26;4;2
01/01/2018;0,55;0,56;6;3;12;52;51;39;8;2
