Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
11/11/2018;2;9;13;8;5;3
10/11/2018;3;15;20;7;5;4
09/11/2018;3;11;17;5;3;4
08/11/2018;6;28;36;14;15;4
07/11/2018;11;33;51;11;6;4
06/11/2018;4;14;20;4;3;3
05/11/2018;7;23;34;8;7;3
04/11/2018;9;20;34;11;14;6
03/11/2018;9;27;41;16;16;4
02/11/2018;13;32;51;11;8;4
01/11/2018;6;20;29;10;6;5
31/10/2018;31;33;81;18;16;6
30/10/2018;4;22;29;9;9;4
29/10/2018;9;22;36;8;4;7
28/10/2018;2;13;16;5;3;4
27/10/2018;2;12;15;6;3;4
26/10/2018;9;25;39;17;14;6
25/10/2018;33;39;90;26;20;6
24/10/2018;31;33;81;24;15;6
23/10/2018;20;26;57;22;13;4
22/10/2018;7;25;35;19;13;3
21/10/2018;9;22;35;26;25;3
20/10/2018;5;23;30;29;23;3
19/10/2018;8;31;43;27;17;3
18/10/2018;16;29;54;16;12;3
17/10/2018;16;28;53;18;14;4
16/10/2018;27;30;72;20;12;4
15/10/2018;11;22;40;12;7;4
14/10/2018;1;10;12;6;4;3
13/10/2018;1;10;12;8;6;3
12/10/2018;1;9;11;8;5;3
11/10/2018;8;30;43;18;13;3
10/10/2018;7;26;38;17;9;3
09/10/2018;14;27;49;15;24;3
08/10/2018;9;25;40;8;5;4
07/10/2018;1;6;8;8;3;5
06/10/2018;3;18;23;17;13;6
05/10/2018;9;37;50;20;16;7
04/10/2018;23;39;74;45;21;7
03/10/2018;21;35;68;24;15;8
02/10/2018;16;26;51;19;10;7
01/10/2018;7;26;37;16;5;5
30/09/2018;2;11;15;14;10;5
29/09/2018;4;13;20;18;15;5
28/09/2018;16;29;54;29;26;5
27/09/2018;9;36;49;26;16;5
26/09/2018;14;25;47;25;18;5
25/09/2018;25;24;63;15;11;6
24/09/2018;8;18;29;9;3;5
23/09/2018;6;14;23;13;15;5
22/09/2018;7;17;27;12;11;5
21/09/2018;22;24;57;23;17;5
20/09/2018;9;23;36;25;21;5
19/09/2018;14;24;45;27;17;5
18/09/2018;14;25;47;23;19;5
17/09/2018;7;22;33;21;16;5
16/09/2018;5;18;26;20;11;5
15/09/2018;3;12;17;14;10;5
14/09/2018;13;18;39;12;8;5
13/09/2018;6;18;27;12;8;5
12/09/2018;7;23;34;24;19;5
11/09/2018;14;31;53;27;23;5
10/09/2018;6;22;32;14;11;5
09/09/2018;3;15;20;18;13;5
08/09/2018;6;18;27;16;13;5
07/09/2018;6;24;35;17;10;5
06/09/2018;5;21;29;12;8;5
05/09/2018;10;26;42;21;16;5
04/09/2018;17;25;52;23;13;5
03/09/2018;14;26;46;19;12;5
02/09/2018;4;12;18;14;12;6
01/09/2018;4;11;18;11;9;5
31/08/2018;11;19;36;14;12;5
30/08/2018;16;19;44;19;15;5
29/08/2018;14;22;44;16;11;5
28/08/2018;11;19;36;17;13;5
27/08/2018;11;19;36;12;9;5
26/08/2018;3;8;12;7;5;5
25/08/2018;3;9;14;10;0;4
24/08/2018;3;9;14;8;5;4
23/08/2018;4;13;19;;8;5
22/08/2018;11;17;35;22;15;5
21/08/2018
20/08/2018
19/08/2018;3;8;13;13;7;4
18/08/2018;5;9;18;11;6;5
17/08/2018;6;17;27;9;4;4
16/08/2018;11;18;35;14;10;4
15/08/2018;3;8;12;9;6;4
14/08/2018;4;10;17;8;4;4
13/08/2018;5;12;20;6;4;4
12/08/2018;4;12;18;14;13;5
11/08/2018;4;12;19;12;10;5
10/08/2018;11;15;33;13;8;5
09/08/2018;4;11;17;7;3;5
08/08/2018;9;16;29;7;5;5
07/08/2018;4;14;20;20;11;4
06/08/2018;9;32;45;30;27;5
05/08/2018;4;13;19;19;22;4
04/08/2018;4;14;21;20;20;5
03/08/2018;12;24;42;25;23;5
02/08/2018;11;20;38;17;10;5
01/08/2018;6;14;23;9;4;4
31/07/2018;6;12;20;6;6;4
30/07/2018;9;16;29;14;11;5
29/07/2018;3;7;11;11;7;4
28/07/2018;4;8;14;10;5;4
27/07/2018;5;15;23;11;11;4
26/07/2018;8;16;29;11;9;4
25/07/2018;5;15;23;10;6;4
24/07/2018
23/07/2018
22/07/2018;3;9;14;6;5;4
21/07/2018;3;11;15;8;7;4
20/07/2018;5;15;22;9;6;3
19/07/2018;5;15;22;13;6;3
18/07/2018;5;15;23;15;9;4
17/07/2018;12;15;33;12;9;4
16/07/2018;4;9;15;11;8;4
15/07/2018;2;7;12;14;13;3
14/07/2018;3;10;16;16;16;3
13/07/2018;11;22;40;18;14;4
12/07/2018;4;16;23;11;8;3
11/07/2018;8;21;33;19;15;4
10/07/2018;5;17;25;21;20;3
09/07/2018;10;20;35;21;18;4
08/07/2018;3;11;16;13;11;3
07/07/2018;4;13;19;12;11;3
06/07/2018;11;20;37;18;14;3
05/07/2018;4;15;22;13;12;3
04/07/2018;6;19;28;10;7;3
03/07/2018;4;13;20;9;10;3
02/07/2018;9;19;33;12;10;3
01/07/2018;3;11;16;15;17;3
30/06/2018;5;19;26;19;21;3
29/06/2018;7;22;33;17;17;3
28/06/2018;7;17;27;10;8;3
27/06/2018;7;23;34;16;13;3
26/06/2018;9;21;36;21;17;4
25/06/2018;14;28;49;24;20;5
24/06/2018;4;17;24;20;21;5
23/06/2018;6;18;28;18;14;5
22/06/2018;5;18;26;20;10;3
21/06/2018;6;20;28;15;12;3
20/06/2018;9;16;30;20;17;3
19/06/2018;6;16;25;8;6;3
18/06/2018;17;21;46;15;11;4
17/06/2018;2;7;11;9;6;4
16/06/2018;3;9;14;6;3;3
15/06/2018;19;22;52;17;13;4
14/06/2018;13;17;37;12;8;4
13/06/2018;8;17;29;14;8;3
12/06/2018
11/06/2018
29/05/2018
28/05/2018;6;28;37;11;7;3
27/05/2018;2;17;21;13;10;3
26/05/2018;3;18;23;13;11;3
25/05/2018;9;37;51;17;9;3
24/05/2018;6;24;33;22;22;3
23/05/2018;15;40;63;30;27;4
22/05/2018;13;29;49;24;22;6
21/05/2018;10;26;42;21;16;4
20/05/2018;2;15;18;25;17;6
19/05/2018;3;17;22;28;22;5
18/05/2018;4;25;31;24;18;3
17/05/2018;17;26;52;22;15;5
16/05/2018;6;20;28;10;5;5
15/05/2018;6;19;27;8;4;5
14/05/2018;10;24;39;9;4;5
13/05/2018;1;7;9;6;2;6
12/05/2018;1;10;12;10;4;5
11/05/2018;6;30;39;25;15;6
10/05/2018;5;22;30;19;9;4
09/05/2018;7;28;39;21;13;4
08/05/2018;5;33;41;32;23;3
07/05/2018;19;40;69;38;25;7
06/05/2018;2;22;26;28;20;6
05/05/2018;3;14;19;19;10;4
04/05/2018;7;28;39;17;8;4
03/05/2018;6;24;34;17;7;4
02/05/2018;21;35;68;22;9;6
01/05/2018;2;15;18;11;7;6
30/04/2018;3;17;21;7;4;5
29/04/2018;1;7;10;6;3;5
28/04/2018;3;23;28;14;9;4
27/04/2018;8;30;42;21;12;5
26/04/2018;7;25;37;17;8;3
25/04/2018;8;30;43;14;7;3
24/04/2018;6;22;32;25;18;3
23/04/2018;5;26;35;25;15;3
22/04/2018;2;18;22;29;22;5
21/04/2018;1;13;15;37;26;5
20/04/2018;11;42;60;37;24;5
19/04/2018;19;54;83;34;21;7
18/04/2018;11;46;63;26;19;7
17/04/2018;13;48;68;24;17;7
16/04/2018;5;26;34;15;8;5
15/04/2018;1;14;17;13;8;5
14/04/2018;3;29;34;16;11;6
13/04/2018;12;38;57;21;13;7
12/04/2018;5;31;39;17;9;5
11/04/2018;3;13;19;11;3;
10/04/2018;6;29;38;9;5;5
09/04/2018;6;27;37;11;6;6
08/04/2018;2;18;21;12;8;6
07/04/2018;3;29;34;12;8;5
06/04/2018;3;19;23;18;12;6
05/04/2018;7;23;34;14;9;5
04/04/2018;4;18;25;10;3;3
03/04/2018;4;16;22;8;4;3
02/04/2018;1;10;12;8;5;4
01/04/2018;1;15;17;10;7;6
31/03/2018;1;7;9;11;;5
30/03/2018;1;7;9;5;2;4
29/03/2018;3;17;22;12;5;6
28/03/2018;6;19;28;12;7;4
27/03/2018;8;20;32;14;7;4
26/03/2018;4;25;33;14;6;4
25/03/2018;1;7;10;7;3;5
24/03/2018;1;7;9;9;4;6
23/03/2018;33;39;90;15;15;5
22/03/2018;6;34;43;17;11;6
21/03/2018;6;24;34;13;6;6
20/03/2018;6;23;33;19;9;5
19/03/2018;4;17;23;5;3;5
18/03/2018;1;7;9;4;1;6
17/03/2018;3;16;21;10;6;7
16/03/2018;6;28;38;10;5;4
15/03/2018;4;19;25;6;2;3
14/03/2018;3;14;20;9;8;4
13/03/2018;6;33;43;17;10;6
12/03/2018;5;18;26;14;5;5
11/03/2018;1;6;8;5;2;4
10/03/2018;2;12;14;4;3;3
09/03/2018;4;16;22;4;3;3
08/03/2018;3;20;26;8;6;5
07/03/2018;6;31;41;12;5;6
06/03/2018;4;19;26;8;3;5
05/03/2018;5;20;28;8;3;3
04/03/2018;2;16;19;5;4;5
03/03/2018;1;8;11;4;2;3
02/03/2018;3;17;22;9;6;5
01/03/2018;3;20;25;7;6;5
28/02/2018;5;27;34;13;14;6
27/02/2018;2;22;26;14;13;5
26/02/2018;17;35;61;23;20;6
25/02/2018;4;27;34;28;30;7
24/02/2018;3;24;29;20;19;5
23/02/2018;34;35;87;26;24;7
22/02/2018;10;36;52;24;19;7
21/02/2018;9;29;43;16;9;4
20/02/2018;9;33;48;15;5;3
19/02/2018;5;19;27;8;3;3
18/02/2018;2;13;17;8;6;5
17/02/2018;2;11;14;11;3;4
16/02/2018;49;39;114;36;22;7
15/02/2018;3;15;21;5;2;3
14/02/2018;9;21;36;9;9;4
13/02/2018;4;23;30;10;10;5
12/02/2018;15;35;59;9;9;6
11/02/2018;3;11;16;6;3;4
10/02/2018;1;11;14;10;4;5
09/02/2018;41;42;105;19;17;6
08/02/2018;14;36;58;12;9;5
07/02/2018;13;32;53;10;7;5
06/02/2018;10;29;44;10;6;6
05/02/2018;8;24;37;11;6;5
04/02/2018;2;15;18;5;5;9
03/02/2018;1;7;9;6;3;5
02/02/2018;9;23;36;8;3;5
01/02/2018;5;19;27;8;4;5
31/01/2018;31;34;81;25;26;10
30/01/2018;14;29;51;22;21;7
29/01/2018;40;37;98;25;23;12
28/01/2018;10;29;45;18;20;6
27/01/2018;3;18;22;10;5;4
26/01/2018;5;16;24;10;3;4
25/01/2018;4;16;22;6;2;4
24/01/2018;10;22;38;10;14;5
23/01/2018;56;34;120;17;12;5
22/01/2018;22;25;58;;10;6
21/01/2018;2;11;14;12;6;4
20/01/2018;1;9;12;11;4;6
19/01/2018;6;20;30;11;5;4
18/01/2018;34;32;84;28;25;6
17/01/2018;4;16;21;24;12;4
16/01/2018;5;18;27;10;7;9
15/01/2018;10;19;34;6;4;5
14/01/2018;1;9;11;6;2;5
13/01/2018;1;11;14;5;4;4
12/01/2018;33;33;83;18;15;4
11/01/2018;3;13;18;7;2;5
10/01/2018;4;15;22;7;4;5
09/01/2018;4;16;22;7;4;3
08/01/2018;42;40;104;14;11;5
07/01/2018;11;27;44;14;12;4
06/01/2018;1;15;18;6;4;4
05/01/2018;6;20;29;9;4;4
04/01/2018;15;22;44;14;8;5
03/01/2018;;;;14;7;3
02/01/2018;;;;8;5;3
01/01/2018;1;5;7;14;6;3
