Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
08/09/2016;4;26;31;17;4
07/09/2016;15;30;53;41;6
06/09/2016;13;30;50;34;6
05/09/2016;13;31;50;43;5
04/09/2016;4;27;34;30;5
03/09/2016;5;25;32;24;5
02/09/2016;10;22;37;22;5
01/09/2016;7;21;32;21;4
31/08/2016;7;23;34;21;4
30/08/2016;7;15;25;16;4
29/08/2016;5;16;23;21;4
28/08/2016;1;9;10;17;4
27/08/2016;3;16;21;27;5
26/08/2016;2;22;25;27;4
25/08/2016;6;21;29;27;4
24/08/2016;4;21;26;37;4
23/08/2016;8;23;35;37;5
22/08/2016;10;24;39;21;5
21/08/2016;3;13;18;20;4
20/08/2016;1;11;13;16;4
19/08/2016;12;19;37;21;5
18/08/2016;2;15;19;16;4
17/08/2016;1;14;16;32;4
16/08/2016;4;20;25;28;4
15/08/2016;3;23;28;19;4
14/08/2016;4;20;25;26;4
13/08/2016;5;26;33;24;5
12/08/2016;6;21;31;17;4
11/08/2016;7;20;31;17;4
10/08/2016;6;17;26;21;4
09/08/2016;2;11;15;12;3
08/08/2016;7;18;28;16;3
07/08/2016;4;12;18;12;3
06/08/2016;6;9;18;10;4
05/08/2016;9;16;29;14;3
04/08/2016;6;16;25;14;3
03/08/2016;11;19;36;13;3
02/08/2016;9;19;33;15;3
01/08/2016;4;16;22;13;3
31/07/2016;2;10;12;7;3
30/07/2016;2;14;17;13;3
29/07/2016;8;18;30;17;3
28/07/2016;4;17;24;14;3
27/07/2016;3;12;16;13;3
26/07/2016;6;16;24;11;3
25/07/2016;6;13;23;13;3
24/07/2016;4;12;18;11;3
23/07/2016;1;10;12;9;3
22/07/2016;7;23;34;19;3
21/07/2016;4;21;28;21;3
20/07/2016;2;19;21;29;3
19/07/2016;2;27;30;31;5
18/07/2016;8;36;47;31;5
17/07/2016;3;29;34;21;5
16/07/2016;6;18;27;17;4
15/07/2016;11;17;33;20;5
14/07/2016;10;18;33;18;3
13/07/2016;5;18;25;15;3
12/07/2016;4;17;23;13;3
11/07/2016;3;18;22;15;3
10/07/2016;4;13;18;25;3
09/07/2016;3;17;20;29;2
08/07/2016;2;15;18;14;2
07/07/2016;6;21;30;24;3
06/07/2016;3;10;13;12;2
05/07/2016;3;13;18;8;2
04/07/2016;3;14;18;24;2
03/07/2016;3;9;14;12;3
02/07/2016;1;14;16;13;2
01/07/2016;11;21;37;30;4
30/06/2016;12;19;37;23;2
29/06/2016;6;20;29;18;2
28/06/2016;10;16;31;21;3
27/06/2016;10;19;34;24;4
26/06/2016;2;11;14;14;2
25/06/2016;1;7;8;10;2
24/06/2016;2;11;13;12;2
23/06/2016;7;17;27;26;2
22/06/2016;15;28;50;38;4
21/06/2016;14;33;54;26;4
20/06/2016;10;22;36;17;5
19/06/2016;1;12;14;9;2
18/06/2016;1;15;17;13;2
17/06/2016;11;31;47;23;5
16/06/2016;8;20;31;14;4
15/06/2016;7;22;32;13;5
14/06/2016;4;17;22;18;5
13/06/2016;8;19;30;21;5
12/06/2016;5;19;25;16;6
11/06/2016;4;20;26;23;6
10/06/2016;2;22;25;17;4
09/06/2016;6;26;35;32;4
08/06/2016;7;24;35;30;4
07/06/2016;10;21;36;23;4
06/06/2016;4;24;30;23;4
05/06/2016;2;12;15;16;4
04/06/2016;1;14;16;17;4
03/06/2016;3;21;26;19;4
02/06/2016;5;31;38;26;6
01/06/2016;8;26;38;30;6
31/05/2016;1;16;18;21;4
30/05/2016;7;22;32;16;4
29/05/2016;2;19;22;12;4
28/05/2016;1;9;11;16;4
27/05/2016;6;22;30;22;4
26/05/2016;7;22;33;24;4
25/05/2016;10;23;37;19;4
24/05/2016;11;25;41;20;6
23/05/2016;10;20;35;25;9
22/05/2016;1;13;15;16;4
21/05/2016;4;23;28;31;7
20/05/2016;9;29;42;19;4
19/05/2016;3;23;27;13;3
18/05/2016;5;25;33;28;4
17/05/2016;5;22;28;26;3
16/05/2016;3;22;27;27;3
15/05/2016;0;10;10;20;3
14/05/2016;1;11;12;10;3
13/05/2016;10;30;45;21;4
12/05/2016;16;40;64;23;5
11/05/2016;6;25;34;12;4
10/05/2016;5;19;25;10;4
09/05/2016;5;33;40;20;5
08/05/2016;1;13;14;11;3
07/05/2016;1;10;11;11;3
06/05/2016;1;18;20;29;5
05/05/2016;13;41;60;36;4
04/05/2016;12;29;47;31;4
03/05/2016;11;20;37;22;4
02/05/2016;12;25;43;25;3
01/05/2016;2;17;20;17;2
30/04/2016;1;11;12;11;2
29/04/2016;7;21;32;25;4
28/04/2016;8;30;42;16;2
27/04/2016;2;17;20;20;2
26/04/2016;7;25;35;39;3
25/04/2016;10;23;38;25;3
24/04/2016;1;9;9;10;1
23/04/2016;3;20;25;18;2
22/04/2016;16;27;52;25;3
21/04/2016;5;30;37;14;2
20/04/2016;2;23;25;17;3
19/04/2016;18;34;61;42;5
18/04/2016;3;18;22;16;1
17/04/2016;2;15;18;11;1
16/04/2016;1;18;21;8;1
15/04/2016;7;24;35;18;1
14/04/2016;1;18;19;11;1
13/04/2016;1;21;22;12;2
12/04/2016;7;26;38;15;2
11/04/2016;2;15;17;14;2
10/04/2016;1;13;15;20;2
09/04/2016;3;30;34;19;1
08/04/2016;6;36;45;14;1
07/04/2016;3;28;32;12;1
06/04/2016;15;30;52;28;3
05/04/2016;2;24;26;13;1
04/04/2016;3;25;30;11;1
03/04/2016;2;11;13;12;2
02/04/2016;4;31;36;26;3
01/04/2016;15;40;63;34;1
31/03/2016;1;19;21;7;1
30/03/2016;16;29;53;28;2
29/03/2016;8;28;40;21;1
28/03/2016;1;10;11;22;1
27/03/2016;1;11;12;11;1
26/03/2016;2;15;18;27;2
25/03/2016;5;31;39;28;1
24/03/2016;8;27;39;32;2
23/03/2016;2;25;28;22;1
22/03/2016;1;16;17;18;1
21/03/2016;15;27;50;32;1
20/03/2016;4;26;32;19;1
19/03/2016;2;29;32;19;2
18/03/2016;16;34;58;35;3
17/03/2016;15;37;59;36;2
16/03/2016;24;40;76;61;3
15/03/2016;9;37;51;25;2
14/03/2016;23;45;79;51;2
13/03/2016;2;22;26;42;1
12/03/2016;4;27;33;29;1
11/03/2016;7;30;41;18;1
10/03/2016;3;17;22;14;1
09/03/2016;3;26;30;17;1
08/03/2016;8;39;52;20;1
07/03/2016;3;28;32;13;1
06/03/2016;1;19;20;6;1
05/03/2016;0;15;16;;1
04/03/2016;3;27;32;21;1
03/03/2016;6;37;46;23;1
02/03/2016;16;36;60;28;1
01/03/2016;16;40;64;35;1
29/02/2016;1;16;17;25;1
28/02/2016;0;11;11;25;0
27/02/2016;0;11;11;7;1
26/02/2016;12;29;48;13;1
25/02/2016;3;35;40;12;1
24/02/2016;19;25;55;32;2
23/02/2016;17;38;64;28;1
22/02/2016;26;44;82;75;1
21/02/2016;9;30;43;25;1
20/02/2016;14;36;57;28;2
19/02/2016;20;40;70;31;1
18/02/2016;8;37;49;24;0
17/02/2016;12;30;47;44;1
16/02/2016;7;26;36;15;0
15/02/2016;1;17;19;9;0
14/02/2016;1;15;16;4;0
13/02/2016;6;28;37;21;0
12/02/2016;3;33;37;14;0
11/02/2016;5;39;47;21;
10/02/2016;4;35;41;8;
09/02/2016;1;15;16;8;
08/02/2016;1;9;9;10;
07/02/2016;1;19;21;11;0
06/02/2016;1;16;17;24;0
05/02/2016;28;37;80;34;0
04/02/2016;28;40;83;27;0
03/02/2016;5;34;41;12;0
02/02/2016;26;41;80;40;0
01/02/2016;22;35;69;33;0
31/01/2016;6;29;37;24;
30/01/2016;17;36;61;23;
29/01/2016;18;34;61;26;
28/01/2016;4;35;40;13;
27/01/2016;4;23;28;24;
26/01/2016;14;29;49;27;
25/01/2016;7;30;41;32;
24/01/2016;6;20;29;20;
23/01/2016;19;27;56;28;
22/01/2016;30;36;82;25;
21/01/2016;16;40;65;22;
20/01/2016;28;46;88;24;5
19/01/2016;22;47;81;22;
18/01/2016
17/01/2016
16/01/2016;5;26;34;16;3
15/01/2016;5;32;40;13;3
14/01/2016;2;31;34;13;
13/01/2016;24;36;72;24;
12/01/2016;10;40;54;12;8
11/01/2016;22;30;63;12;8
10/01/2016;2;12;15;4;7
09/01/2016;3;20;25;11;7
08/01/2016;5;36;44;9;7
07/01/2016;4;30;36;13;7
06/01/2016;2;11;14;6;8
05/01/2016;13;31;50;12;8
04/01/2016;11;48;65;11;7
03/01/2016;2;11;14;12;7
02/01/2016;4;24;30;7;8
01/01/2016;4;15;20;18;7
