Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);SH2 (µg/m3);SO2 (µg/m3)
17/07/2016;1;13;14;83;86;15;3;5
16/07/2016;1;12;14;66;69;13;3;22
15/07/2016;2;12;15;57;55;12;3;18
14/07/2016;1;6;7;52;52;10;2;7
13/07/2016;1;6;7;55;58;10;2;4
12/07/2016;1;6;8;56;55;10;2;3
11/07/2016;2;10;13;42;45;9;3;3
10/07/2016;1;8;11;50;56;14;3;5
09/07/2016;2;8;10;64;65;12;3;6
08/07/2016;1;9;11;59;63;9;3;3
07/07/2016;2;10;12;55;52;14;3;4
06/07/2016;3;12;17;35;32;8;3;4
05/07/2016;3;10;14;32;33;6;3;5
04/07/2016;1;8;10;45;48;11;3;5
03/07/2016;1;7;9;52;53;8;2;7
02/07/2016;1;5;7;56;55;6;2;3
01/07/2016;2;10;13;40;41;13;3;4
30/06/2016;2;11;14;47;46;14;3;5
29/06/2016;2;8;12;44;46;9;2;4
28/06/2016;3;11;16;44;44;9;3;6
27/06/2016;2;8;11;45;46;9;2;9
26/06/2016;1;6;8;53;55;7;2;8
25/06/2016;1;6;8;61;61;6;2;5
24/06/2016;1;8;10;51;51;7;3;3
23/06/2016;4;11;17;39;39;18;3;4
22/06/2016;3;11;16;39;43;15;3;4
21/06/2016;8;19;31;49;45;23;3;9
20/06/2016;5;16;24;39;45;9;3;8
19/06/2016;1;5;7;51;55;5;2;4
18/06/2016;1;5;6;62;66;7;2;3
17/06/2016;1;6;8;70;72;9;2;2
16/06/2016;1;6;8;64;60;9;2;2
15/06/2016;2;8;11;45;47;7;2;4
14/06/2016;1;8;9;57;;10;2;3
13/06/2016;2;9;12;47;44;9;2;3
12/06/2016;2;12;15;52;52;11;2;5
11/06/2016;1;7;9;59;63;9;2;3
10/06/2016;1;8;10;71;73;8;2;2
09/06/2016;3;16;20;70;68;19;3;4
08/06/2016;5;19;27;64;64;18;3;4
07/06/2016;5;15;23;55;55;15;3;4
06/06/2016;3;13;18;49;52;13;3;3
05/06/2016;1;9;12;58;55;10;2;4
04/06/2016;1;11;12;64;69;10;3;3
03/06/2016;2;13;16;73;72;14;2;3
02/06/2016;2;13;16;73;72;11;2;3
01/06/2016;1;7;9;89;91;12;2;3
31/05/2016;1;8;9;105;107;15;2;2
30/05/2016;1;7;9;66;60;10;2;2
29/05/2016;0;5;6;67;69;5;2;3
28/05/2016;1;7;8;78;80;10;2;2
27/05/2016;4;13;19;67;66;16;2;4
26/05/2016;2;11;14;61;68;11;2;3
25/05/2016;4;14;19;64;64;12;2;5
24/05/2016;4;14;20;57;59;13;2;3
23/05/2016;2;9;12;58;62;11;2;4
22/05/2016;1;5;6;63;60;11;2;3
21/05/2016;1;11;13;61;60;15;3;5
20/05/2016;8;19;31;46;46;12;3;5
19/05/2016;2;9;11;64;71;9;2;2
18/05/2016;1;8;10;81;80;14;2;3
17/05/2016;3;14;18;89;92;14;2;5
16/05/2016;1;8;9;90;84;14;2;4
15/05/2016;0;5;6;92;94;14;2;2
14/05/2016;1;6;6;91;92;8;2;2
13/05/2016;1;7;8;73;;8;2;2
12/05/2016;1;10;12;67;68;8;2;4
11/05/2016;1;10;12;83;86;7;2;5
10/05/2016;1;5;6;86;87;5;2;3
09/05/2016;1;10;12;75;74;6;2;5
08/05/2016;0;5;5;85;86;5;2;4
07/05/2016;1;9;10;79;83;9;4;7
06/05/2016;1;9;10;94;88;11;3;6
05/05/2016;3;25;29;67;74;29;4;9
04/05/2016;7;22;33;51;51;20;3;9
03/05/2016;2;12;16;57;58;9;4;8
02/05/2016;2;12;15;70;74;9;4;8
01/05/2016;0;5;6;80;83;8;4;7
30/04/2016;1;6;7;85;84;11;4;8
29/04/2016;2;9;12;77;76;8;4;8
28/04/2016;1;9;11;79;82;7;4;8
27/04/2016;2;14;17;79;76;12;4;19
26/04/2016;1;8;9;74;74;9;4;6
25/04/2016;2;10;13;77;79;9;4;8
24/04/2016;1;8;9;85;85;8;4;9
23/04/2016;1;8;9;68;64;11;4;7
22/04/2016;5;17;24;50;49;12;4;6
21/04/2016;1;10;12;72;79;7;4;5
20/04/2016;1;7;8;90;85;6;4;4
19/04/2016;5;17;25;49;52;14;4;7
18/04/2016;1;12;14;73;75;9;4;8
17/04/2016;1;6;7;74;74;6;3;5
16/04/2016;1;8;10;71;70;6;4;6
15/04/2016;1;9;11;61;60;7;3;6
14/04/2016;1;6;7;83;84;7;3;5
13/04/2016;1;4;5;91;92;4;3;4
12/04/2016;1;4;5;84;84;3;3;4
11/04/2016;1;5;7;77;78;4;3;4
10/04/2016;0;5;5;77;77;4;3;4
09/04/2016;1;7;9;66;71;7;3;5
08/04/2016;1;9;10;75;77;8;3;5
07/04/2016;1;9;11;87;86;;3;5
06/04/2016;1;8;10;71;70;;3;5
05/04/2016;1;10;12;80;83;9;3;6
04/04/2016;2;9;12;75;75;8;3;4
03/04/2016;0;5;5;83;81;5;3;4
02/04/2016;0;12;12;69;66;7;3;6
01/04/2016;1;9;11;63;67;7;3;6
31/03/2016;1;8;9;80;82;10;3;11
30/03/2016;1;8;9;72;68;9;3;4
29/03/2016;3;16;20;52;53;13;3;6
28/03/2016;0;5;6;68;71;17;3;4
27/03/2016;0;5;5;74;74;3;4;4
26/03/2016;0;7;8;60;53;5;4;4
25/03/2016;1;13;14;55;61;12;4;5
24/03/2016;1;11;12;77;81;13;4;5
23/03/2016;1;12;13;87;91;14;4;4
22/03/2016;1;12;13;75;72;11;4;5
21/03/2016;2;12;14;57;52;12;4;5
20/03/2016;1;9;10;54;58;5;4;4
19/03/2016;2;24;27;45;48;10;4;6
18/03/2016;3;20;24;50;51;14;4;7
17/03/2016;3;15;19;53;56;10;3;9
16/03/2016;1;13;15;70;69;14;4;6
15/03/2016;1;14;15;70;71;7;4;8
14/03/2016;1;14;16;66;73;14;4;6
13/03/2016;0;9;10;84;78;15;4;5
12/03/2016;1;11;12;70;74;12;4;7
11/03/2016;2;15;17;71;71;8;4;7
10/03/2016;2;11;13;77;78;;4;13
09/03/2016;1;6;7;79;76;11;3;5
08/03/2016;3;14;19;65;67;10;4;6
07/03/2016;1;9;11;82;81;7;3;5
06/03/2016;0;4;4;80;80;4;3;4
05/03/2016;0;5;5;80;80;4;3;4
04/03/2016;;;;68;65;4;3;4
03/03/2016;;;;81;84;12;3;4
02/03/2016;;;;75;70;11;3;5
01/03/2016;2;11;14;73;75;12;3;5
29/02/2016;2;12;15;83;83;17;4;21
28/02/2016;3;15;20;65;62;19;5;14
27/02/2016;2;8;11;82;85;12;3;4
26/02/2016;2;9;11;66;64;4;3;4
25/02/2016;2;11;14;70;71;5;3;4
24/02/2016;3;12;17;52;52;9;3;4
23/02/2016;2;11;15;65;68;8;3;5
22/02/2016;3;16;21;56;55;33;3;7
21/02/2016;3;19;23;46;46;14;3;7
20/02/2016;2;12;16;58;59;8;3;6
19/02/2016;3;14;18;55;60;7;3;4
18/02/2016;2;9;12;74;76;5;3;4
17/02/2016;2;9;12;65;62;5;3;4
16/02/2016;4;17;23;64;69;11;3;24
15/02/2016;3;13;17;79;80;14;4;12
14/02/2016;1;6;8;84;82;5;3;3
13/02/2016;2;10;13;58;57;9;3;4
12/02/2016;2;12;16;60;57;4;3;4
11/02/2016;2;15;18;67;71;7;3;4
10/02/2016;2;11;14;80;;3;3;4
09/02/2016;2;8;10;79;78;6;3;3
08/02/2016;2;8;10;72;73;7;3;3
07/02/2016;2;8;10;74;77;7;3;4
06/02/2016;2;7;9;80;79;8;3;3
05/02/2016;3;18;22;45;43;7;3;4
04/02/2016;3;15;20;47;51;7;3;4
03/02/2016;2;10;14;71;74;8;3;7
02/02/2016;3;15;19;46;44;19;3;5
01/02/2016;3;16;20;50;54;15;3;4
31/01/2016;2;7;9;61;58;9;4;4
30/01/2016;2;9;12;46;43;6;4;4
29/01/2016;3;14;19;55;62;13;4;5
28/01/2016;2;7;10;71;69;5;4;3
27/01/2016;2;6;8;66;59;6;4;3
26/01/2016;4;20;27;27;30;13;4;5
25/01/2016;2;10;13;48;49;13;4;4
24/01/2016;4;13;19;37;33;8;4;5
23/01/2016;12;26;43;16;13;13;4;7
22/01/2016;3;12;17;39;47;6;4;4
21/01/2016;2;7;10;56;54;5;4;4
20/01/2016;3;14;20;55;57;9;4;4
19/01/2016;2;8;10;66;69;6;4;3
18/01/2016;2;7;10;71;69;6;4;3
17/01/2016;2;12;15;50;47;6;4;4
16/01/2016;2;8;11;71;75;10;4;4
15/01/2016;3;11;15;71;70;10;4;4
14/01/2016;2;10;13;67;67;6;4;3
13/01/2016;2;6;9;59;60;3;4;3
12/01/2016;2;8;11;69;68;7;4;3
11/01/2016;2;8;12;62;61;5;4;3
10/01/2016;1;9;12;71;71;5;4;3
09/01/2016;1;6;9;66;67;5;4;3
08/01/2016;2;9;12;68;69;4;4;3
07/01/2016;2;16;18;63;64;6;3;3
06/01/2016;1;5;7;72;74;6;4;3
05/01/2016;2;7;10;71;69;6;4;3
04/01/2016;2;8;10;66;68;5;3;3
03/01/2016;1;5;7;73;67;5;3;3
02/01/2016;2;9;12;60;63;7;3;3
01/01/2016;2;10;13;57;53;9;4;4
