Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);SH2 (µg/m3);SO2 (µg/m3)
14/10/2020;2;5;8;57;59;8;1;4
13/10/2020;1;5;7;62;60;5;1;3
12/10/2020;1;4;6;63;68;7;1;5
11/10/2020;1;4;6;70;69;7;2;5
10/10/2020;1;5;7;57;51;6;2;3
09/10/2020;2;8;11;33;34;12;2;3
08/10/2020;5;12;20;29;27;12;2;3
07/10/2020;2;7;9;42;46;9;2;3
06/10/2020;2;6;9;41;41;8;1;2
05/10/2020;1;5;7;52;55;9;1;3
04/10/2020;1;1;3;59;59;4;2;2
03/10/2020;1;2;4;69;70;8;2;2
02/10/2020;1;2;4;71;68;4;2;2
01/10/2020;1;7;10;50;48;7;1;3
30/09/2020;4;13;19;43;39;14;2;5
29/09/2020;6;15;24;35;37;12;2;5
28/09/2020;1;6;8;57;58;9;2;5
27/09/2020;1;3;5;56;57;9;2;3
26/09/2020;1;2;4;63;63;4;2;2
25/09/2020;1;2;5;67;68;9;2;2
24/09/2020;1;5;7;61;57;8;2;2
23/09/2020;1;5;7;54;54;7;2;2
22/09/2020
21/09/2020;1;6;8;59;59;6;2;3
20/09/2020;1;4;7;58;58;7;2;3
19/09/2020;1;3;5;56;57;4;2;2
18/09/2020;1;6;8;65;64;7;2;4
17/09/2020;4;21;26;47;45;24;2;5
16/09/2020;3;13;17;53;55;23;2;5
15/09/2020;1;11;13;70;74;24;2;5
14/09/2020;1;8;10;88;86;26;2;6
13/09/2020;2;13;16;57;52;21;3;5
12/09/2020;2;7;10;36;36;13;2;4
11/09/2020;2;9;12;45;46;14;2;5
10/09/2020;1;7;9;64;67;13;2;3
09/09/2020;3;12;17;64;64;14;2;7
08/09/2020;3;11;16;53;51;9;2;11
07/09/2020;2;7;11;52;54;6;2;9
06/09/2020;1;6;9;58;56;6;2;11
05/09/2020;1;6;8;59;61;8;2;7
04/09/2020;1;12;15;77;74;17;2;6
03/09/2020;5;17;25;61;60;12;2;8
02/09/2020;2;8;11;62;62;7;1;10
01/09/2020;2;9;12;56;53;8;2;8
31/08/2020;2;7;10;49;49;8;1;7
30/08/2020;1;3;5;54;58;6;2;5
29/08/2020;1;2;5;60;59;7;2;5
28/08/2020;1;3;5;49;45;6;2;4
27/08/2020;2;6;9;31;32;8;2;5
26/08/2020;3;7;12;28;27;7;2;6
25/08/2020;1;7;10;49;51;10;2;5
24/08/2020;2;7;9;46;47;6;2;7
23/08/2020;1;4;7;45;45;8;1;5
22/08/2020;1;4;6;42;42;9;2;5
21/08/2020;2;9;12;39;41;11;2;12
20/08/2020;1;6;8;53;55;14;2;4
19/08/2020;1;3;5;58;56;9;1;3
18/08/2020;1;5;8;52;50;5;1;4
17/08/2020;2;10;13;45;44;9;1;6
16/08/2020;1;4;6;52;54;6;1;6
15/08/2020;1;3;5;55;55;6;1;4
14/08/2020;2;8;12;47;43;8;1;5
13/08/2020;1;4;7;54;57;8;2;4
12/08/2020;1;5;7;58;54;11;2;4
11/08/2020;2;8;11;47;48;14;2;4
10/08/2020;1;6;9;51;53;10;2;3
09/08/2020;1;5;7;51;51;12;3;3
08/08/2020;2;7;9;49;45;13;3;5
07/08/2020;2;12;14;49;55;18;3;5
06/08/2020;4;21;28;67;68;20;3;7
05/08/2020;4;10;17;50;44;10;2;5
04/08/2020;2;7;11;37;39;4;2;5
03/08/2020;1;4;6;40;43;5;2;4
02/08/2020;1;3;5;42;41;5;2;4
01/08/2020;1;2;5;47;49;7;2;3
31/07/2020;1;7;9;63;69;17;2;5
30/07/2020;3;8;13;64;55;21;2;5
29/07/2020;2;9;12;37;36;10;2;5
28/07/2020;2;7;10;29;28;8;2;4
27/07/2020;2;6;9;35;35;10;2;4
26/07/2020;1;5;7;40;44;7;2;5
25/07/2020;1;5;7;64;65;9;2;8
24/07/2020;1;5;7;72;77;8;2;6
23/07/2020;1;6;8;74;66;14;2;5
22/07/2020;2;7;10;53;54;22;2;4
21/07/2020;1;5;8;53;51;16;2;6
20/07/2020;1;6;9;48;47;15;2;6
19/07/2020;2;9;12;59;60;18;2;10
18/07/2020;2;8;11;56;54;12;2;8
17/07/2020;2;7;9;48;50;8;2;5
16/07/2020;1;6;8;48;48;7;2;5
15/07/2020;1;5;8;48;51;10;2;6
14/07/2020;1;7;9;63;64;7;2;7
13/07/2020
11/07/2020;1;5;8;;38;7;2;8
10/07/2020;1;6;8;39;42;6;2;3
09/07/2020;1;6;8;56;59;11;2;6
08/07/2020;2;7;10;60;59;15;2;5
07/07/2020;2;7;10;50;47;13;2;7
06/07/2020;1;7;9;40;42;9;2;8
05/07/2020;2;8;11;60;59;10;2;15
04/07/2020;2;8;11;48;46;8;2;8
03/07/2020;1;5;7;48;48;5;1;5
02/07/2020;1;5;7;46;45;6;1;3
01/07/2020;1;6;8;42;40;8;2;4
30/06/2020;2;8;12;43;43;7;2;10
29/06/2020;1;6;8;48;49;4;2;5
28/06/2020;1;4;6;44;45;5;2;5
27/06/2020;2;7;10;53;53;7;2;8
26/06/2020;1;7;9;63;66;8;2;3
25/06/2020;1;11;13;67;66;17;3;4
24/06/2020;2;12;14;62;60;23;3;3
23/06/2020;3;14;20;51;49;15;4;4
22/06/2020;2;7;11;39;41;11;3;6
21/06/2020;1;6;9;43;45;8;2;8
20/06/2020;2;8;11;47;47;9;3;7
19/06/2020;2;8;12;41;42;8;2;4
18/06/2020;1;4;6;47;47;7;2;3
17/06/2020;1;5;6;65;67;9;2;4
16/06/2020;2;7;10;54;53;7;2;4
15/06/2020;1;5;7;61;64;8;2;6
14/06/2020;1;5;7;60;57;12;2;6
13/06/2020;1;5;8;54;55;7;2;6
12/06/2020;1;6;8;57;56;6;2;5
11/06/2020;1;5;6;47;49;4;2;4
10/06/2020;1;4;6;64;66;7;2;4
09/06/2020;1;4;6;69;70;8;2;4
08/06/2020;1;4;6;68;65;6;2;4
07/06/2020;1;3;4;66;65;5;2;4
06/06/2020;1;3;4;45;47;4;2;4
05/06/2020;1;5;6;71;75;11;2;4
04/06/2020;1;4;5;88;90;8;2;4
03/06/2020;1;5;6;72;67;14;2;5
02/06/2020;2;8;12;57;55;21;2;6
01/06/2020;1;7;9;75;79;16;3;5
31/05/2020;1;5;7;75;74;18;2;5
30/05/2020;1;7;9;80;83;15;2;7
29/05/2020;2;13;16;76;76;19;2;13
28/05/2020;1;11;13;75;72;14;2;9
27/05/2020;4;14;19;54;55;14;2;10
26/05/2020;1;7;10;55;61;10;2;5
25/05/2020;2;7;9;59;55;12;2;6
24/05/2020;1;6;8;48;48;9;2;14
23/05/2020;1;7;9;60;58;6;2;15
22/05/2020;2;9;11;42;46;9;2;7
21/05/2020;3;16;20;67;68;20;2;15
20/05/2020;4;15;21;71;69;14;2;12
19/05/2020;2;11;15;67;68;11;2;7
18/05/2020;2;9;13;71;71;10;2;7
17/05/2020;1;5;7;83;82;9;1;7
16/05/2020;1;4;5;91;94;15;1;4
15/05/2020;1;8;10;81;73;15;1;5
14/05/2020;2;9;11;47;43;7;2;13
13/05/2020;1;6;8;49;50;5;1;4
12/05/2020;1;6;8;56;58;8;1;8
11/05/2020;1;5;7;73;77;6;1;5
10/05/2020;0;2;3;76;75;4;1;4
09/05/2020;1;4;6;67;65;10;1;5
08/05/2020;1;7;9;62;56;11;2;6
07/05/2020;2;12;16;45;49;18;2;13
06/05/2020;3;8;12;54;53;14;1;11
05/05/2020;2;7;10;58;62;10;1;8
04/05/2020;1;4;6;58;51;13;1;5
03/05/2020;2;8;12;28;30;9;2;12
02/05/2020;1;4;6;30;30;6;2;5
01/05/2020;1;3;5;43;50;8;2;4
30/04/2020;1;5;7;70;67;10;2;8
29/04/2020;1;3;4;59;59;6;2;3
28/04/2020;1;5;7;60;59;7;2;4
27/04/2020;1;6;8;59;60;8;2;5
26/04/2020;1;4;5;76;80;11;2;5
25/04/2020;1;6;8;57;51;16;2;8
24/04/2020;2;10;14;49;50;14;2;11
23/04/2020;2;7;11;55;54;11;2;6
22/04/2020;1;4;6;75;81;9;2;3
21/04/2020;1;4;5;77;74;6;2;4
20/04/2020;1;4;5;70;69;5;2;3
19/04/2020;1;2;3;63;59;4;2;4
18/04/2020;1;4;7;57;58;6;2;8
17/04/2020;1;2;4;66;66;4;2;4
16/04/2020;1;5;7;63;67;6;2;3
15/04/2020;1;3;5;71;67;6;2;3
14/04/2020;2;7;11;48;47;13;2;5
13/04/2020;1;3;5;60;63;8;2;4
12/04/2020;1;4;5;60;61;5;2;4
11/04/2020;1;3;5;53;50;6;2;4
10/04/2020;1;5;7;53;60;8;2;4
09/04/2020;1;5;6;68;62;9;2;5
08/04/2020;2;9;12;53;57;13;3;7
07/04/2020;2;8;11;51;51;11;3;6
06/04/2020;1;4;6;65;66;7;2;4
05/04/2020;0;3;4;76;79;9;2;3
04/04/2020;1;4;5;76;71;8;2;3
03/04/2020;2;9;12;69;74;13;2;9
02/04/2020;1;5;7;68;62;11;2;3
01/04/2020;1;5;7;57;51;4;2;3
31/03/2020;1;9;11;39;42;5;2;3
30/03/2020;1;7;9;63;66;6;2;9
29/03/2020;1;8;10;69;69;17;2;8
28/03/2020;2;9;12;69;67;16;2;9
27/03/2020;1;9;11;77;82;15;2;9
26/03/2020;1;6;8;92;89;15;2;5
25/03/2020;1;6;8;62;56;14;2;4
24/03/2020;3;11;15;45;48;16;2;5
23/03/2020;2;8;11;59;63;16;2;8
22/03/2020;1;5;6;58;53;23;2;4
21/03/2020;1;5;6;73;78;23;2;5
20/03/2020;1;3;4;81;77;16;2;3
19/03/2020;2;17;20;33;29;21;2;9
18/03/2020;2;12;15;37;37;19;2;9
17/03/2020;1;11;13;48;60;10;2;4
16/03/2020;1;7;8;82;82;9;2;3
15/03/2020;1;6;8;67;60;12;2;4
14/03/2020;1;9;11;48;46;12;2;6
13/03/2020;2;11;14;57;64;14;2;10
12/03/2020;4;13;19;51;47;13;2;5
11/03/2020;5;17;26;36;35;19;2;10
10/03/2020;5;14;22;47;52;23;2;4
09/03/2020;1;6;8;72;76;18;2;3
08/03/2020;1;7;9;56;47;12;2;3
07/03/2020;1;6;7;70;77;16;2;3
06/03/2020;1;3;5;81;81;15;2;2
05/03/2020;1;3;5;74;63;9;3;2
04/03/2020;3;15;19;38;48;14;2;4
03/03/2020;1;3;6;71;70;14;2;3
02/03/2020;1;3;5;78;77;8;2;2
01/03/2020;1;4;6;70;69;11;2;3
29/02/2020;1;5;7;69;67;51;2;2
28/02/2020;2;6;9;45;48;57;2;2
27/02/2020;1;5;6;63;64;33;2;2
26/02/2020;1;5;6;78;81;7;1;2
25/02/2020;1;7;9;64;57;14;2;3
24/02/2020;10;23;39;28;28;42;2;14
23/02/2020;4;16;22;36;40;27;2;20
22/02/2020;4;15;21;36;31;22;2;12
21/02/2020;9;22;36;36;41;18;2;6
20/02/2020;9;21;34;45;41;21;2;8
19/02/2020;2;11;14;48;52;12;2;6
18/02/2020;2;5;8;57;59;10;2;3
17/02/2020;1;5;7;73;72;8;1;2
16/02/2020;1;1;3;57;57;5;2;2
15/02/2020;1;3;5;58;54;4;1;2
14/02/2020;3;13;18;44;52;13;2;6
13/02/2020;2;6;8;55;50;14;1;3
12/02/2020;3;11;15;41;41;13;1;4
11/02/2020;1;6;9;57;58;27;2;3
10/02/2020;3;9;13;48;49;18;2;3
09/02/2020;1;1;3;65;62;3;2;2
08/02/2020;1;6;9;61;58;11;1;3
07/02/2020;1;9;12;53;58;14;1;4
06/02/2020;1;8;10;56;53;9;1;2
05/02/2020;2;9;12;48;51;9;1;3
04/02/2020;1;8;10;63;59;15;1;4
03/02/2020;1;7;9;43;47;44;1;7
02/02/2020;1;1;2;51;49;7;1;2
01/02/2020;3;11;16;36;41;9;1;5
31/01/2020;1;3;5;57;57;3;1;3
30/01/2020;1;1;3;64;63;3;1;2
29/01/2020;3;9;13;47;47;9;1;2
28/01/2020;1;7;10;66;68;14;2;2
27/01/2020;1;2;4;67;66;7;2;2
26/01/2020;1;3;5;50;46;7;2;2
25/01/2020;1;5;7;45;46;17;2;2
24/01/2020;1;4;6;52;53;22;2;2
23/01/2020;6;15;25;35;30;25;2;3
22/01/2020;8;24;37;27;29;22;2;6
21/01/2020;3;17;21;32;35;11;2;11
20/01/2020;3;18;23;50;53;12;2;36
19/01/2020;2;12;16;62;63;13;2;30
18/01/2020;1;5;7;60;56;5;2;2
17/01/2020;1;7;9;61;67;10;1;2
16/01/2020;1;2;4;74;68;8;1;2
15/01/2020;1;7;9;66;72;11;2;2
14/01/2020;1;2;4;74;72;6;1;2
13/01/2020;1;6;8;57;48;5;2;2
12/01/2020;3;19;24;25;27;16;2;6
11/01/2020;3;14;19;31;35;9;2;2
10/01/2020;1;8;10;64;71;15;1;2
09/01/2020;1;5;7;60;49;8;1;2
08/01/2020;19;33;61;9;10;14;2;9
07/01/2020;13;26;46;16;20;17;2;4
06/01/2020;2;12;15;29;27;11;2;4
05/01/2020;2;9;12;34;36;8;2;2
04/01/2020;1;7;9;46;45;6;2;2
03/01/2020;2;9;12;31;29;11;2;3
02/01/2020;5;24;32;19;19;15;2;5
01/01/2020;3;16;21;28;28;21;2;3
