Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
10/11/2020;16;27;52;14;11;5
09/11/2020;2;16;19;8;3;4
08/11/2020;0;7;8;5;4;4
07/11/2020;1;11;13;14;8;4
06/11/2020;1;12;14;40;19;5
05/11/2020;11;24;41;17;12;5
04/11/2020;3;17;22;11;8;6
03/11/2020;2;14;16;8;3;4
02/11/2020;2;9;12;5;3;3
01/11/2020;0;5;5;4;4;4
31/10/2020;1;11;13;10;10;5
30/10/2020;19;29;58;30;20;7
29/10/2020;14;30;51;25;20;6
28/10/2020;6;20;29;13;7;5
27/10/2020;1;9;10;6;3;6
26/10/2020;1;11;13;9;3;8
25/10/2020;0;7;7;5;2;4
24/10/2020;0;9;10;7;6;4
23/10/2020;4;18;24;9;5;5
22/10/2020;4;20;26;8;6;5
21/10/2020;2;16;20;6;4;4
20/10/2020;1;11;12;16;12;4
19/10/2020;;;;20;13;5
18/10/2020;;;;16;16;6
17/10/2020;;;;15;16;6
16/10/2020;26;31;71;15;15;8
15/10/2020;3;19;24;7;5;6
14/10/2020;3;13;18;7;2;3
13/10/2020;2;12;16;6;3;3
12/10/2020;1;10;11;7;4;3
11/10/2020;0;7;8;6;3;3
10/10/2020;1;9;11;6;3;3
09/10/2020;7;22;33;15;7;3
08/10/2020;12;23;41;18;11;4
07/10/2020;6;26;35;9;5;3
06/10/2020;10;18;33;10;5;4
05/10/2020;4;19;24;11;7;7
04/10/2020;0;7;8;5;2;8
03/10/2020;0;6;6;9;4;5
02/10/2020;1;10;11;5;2;6
01/10/2020;4;22;28;10;8;4
30/09/2020;21;28;60;22;17;6
29/09/2020
26/09/2020
25/09/2020;3;10;15;11;4;4
24/09/2020;4;13;20;10;5;4
23/09/2020;5;18;26;17;14;4
22/09/2020;11;21;39;16;12;5
21/09/2020;6;19;28;10;7;4
20/09/2020;2;9;14;7;5;6
19/09/2020;2;11;14;5;3;4
18/09/2020;4;18;25;13;7;4
17/09/2020;14;38;60;31;24;4
16/09/2020;12;27;45;33;29;5
15/09/2020;7;24;35;25;19;5
14/09/2020;3;19;24;24;12;5
13/09/2020;3;24;30;22;13;5
12/09/2020;5;17;25;18;10;5
11/09/2020;11;20;37;21;11;5
10/09/2020;10;22;38;21;15;5
09/09/2020;11;26;44;27;23;7
08/09/2020;11;20;38;17;9;5
07/09/2020;3;11;17;9;4;5
06/09/2020;1;4;8;10;4;5
05/09/2020;2;5;8;11;7;5
04/09/2020;9;30;45;24;20;6
03/09/2020;9;30;44;20;17;6
02/09/2020;10;18;34;13;10;5
01/09/2020;14;21;43;19;14;6
31/08/2020;10;19;34;11;7;6
30/08/2020;1;4;7;7;3;5
29/08/2020;1;4;7;6;2;5
28/08/2020;2;5;9;8;3;5
27/08/2020;9;13;27;12;8;5
26/08/2020;8;12;24;12;6;5
25/08/2020;10;18;34;14;6;5
24/08/2020;8;16;29;13;8;5
23/08/2020;3;8;14;11;7;5
22/08/2020;4;10;16;10;5;5
21/08/2020;4;13;18;15;5;5
20/08/2020;6;18;28;15;6;5
19/08/2020;3;12;17;8;4;5
18/08/2020;6;18;27;8;5;5
17/08/2020;9;24;38;14;9;6
16/08/2020;3;8;12;6;4;5
15/08/2020;2;7;11;10;5;5
14/08/2020
13/08/2020
12/08/2020;7;17;28;13;9;5
11/08/2020;5;21;29;18;11;5
10/08/2020;3;12;17;15;9;5
09/08/2020;2;7;11;14;9;5
08/08/2020;4;12;18;17;11;5
07/08/2020;5;22;29;23;13;5
06/08/2020;11;42;58;23;14;6
05/08/2020;10;15;30;14;8;5
04/08/2020;7;14;24;7;4;5
03/08/2020;5;11;18;7;3;5
02/08/2020;2;5;9;5;1;5
01/08/2020;2;6;10;8;6;5
31/07/2020;2;10;14;16;12;5
30/07/2020;9;18;32;25;13;5
29/07/2020;3;9;13;14;6;5
28/07/2020;9;14;28;14;6;5
27/07/2020;8;13;26;13;8;4
26/07/2020;3;9;14;8;6;3
25/07/2020;2;9;13;9;8;3
24/07/2020;2;9;14;11;6;3
23/07/2020;2;10;14;19;11;3
22/07/2020;5;16;23;24;13;3
21/07/2020;5;11;19;;10;3
20/07/2020;5;13;21;;11;3
19/07/2020;3;12;17;17;14;3
18/07/2020;3;10;16;13;10;3
17/07/2020;4;12;18;9;6;3
16/07/2020;2;6;10;8;5;3
15/07/2020;4;11;17;12;5;5
14/07/2020;4;12;17;11;6;3
13/07/2020;3;10;15;17;8;3
12/07/2020;2;8;12;12;7;3
11/07/2020;2;6;10;10;5;3
10/07/2020;5;13;21;8;4;3
09/07/2020;3;12;18;18;7;3
08/07/2020;9;18;33;25;12;3
07/07/2020;4;11;17;18;9;3
06/07/2020;5;10;18;12;5;3
05/07/2020;4;12;18;12;13;10
04/07/2020;4;13;19;9;8;5
03/07/2020;4;9;15;8;4;3
02/07/2020;5;13;21;6;4;3
01/07/2020;6;16;26;11;5;4
30/06/2020;9;15;30;17;8;4
29/06/2020;5;12;19;8;3;3
28/06/2020;2;7;11;6;3;3
27/06/2020;4;11;18;8;7;3
26/06/2020;4;18;24;14;8;3
25/06/2020;4;24;31;23;15;3
24/06/2020;5;25;33;35;29;3
23/06/2020;13;28;48;21;15;4
22/06/2020;7;14;25;13;7;3
21/06/2020;4;12;19;10;6;6
20/06/2020;4;12;18;10;7;4
19/06/2020;10;16;31;9;5;3
18/06/2020;5;14;22;8;4;3
17/06/2020;4;13;19;8;4;3
16/06/2020;6;16;26;12;12;3
15/06/2020;9;20;35;12;8;3
14/06/2020;3;9;14;9;7;3
13/06/2020;4;16;23;9;;3
12/06/2020;5;16;23;8;5;3
11/06/2020;8;15;27;11;;3
10/06/2020;7;17;28;13;9;7
09/06/2020;3;10;15;9;5;3
08/06/2020;3;8;13;6;4;4
07/06/2020;2;5;8;6;2;3
06/06/2020;2;6;10;5;3;3
05/06/2020;3;11;17;13;7;4
04/06/2020;2;9;13;10;5;3
03/06/2020;3;12;17;19;15;3
02/06/2020;4;14;21;25;23;3
01/06/2020;4;16;23;19;15;3
31/05/2020;3;12;17;20;19;3
30/05/2020;3;13;18;18;13;4
29/05/2020;8;24;37;25;18;6
28/05/2020;4;17;23;21;17;4
27/05/2020;9;22;36;22;17;6
26/05/2020;6;14;23;;8;3
25/05/2020;10;14;29;;8;3
24/05/2020;2;7;11;11;7;3
23/05/2020;2;7;10;7;2;3
22/05/2020;6;14;23;14;7;3
21/05/2020;7;28;39;22;15;3
20/05/2020;9;26;40;22;15;5
19/05/2020;8;22;35;19;14;4
18/05/2020;7;17;28;14;10;3
17/05/2020;2;9;13;12;8;5
16/05/2020;1;5;8;16;6;3
15/05/2020;4;16;22;17;7;3
14/05/2020;4;14;21;8;4;3
13/05/2020;4;13;20;7;5;3
12/05/2020;4;14;21;10;;3
11/05/2020;4;13;19;7;5;3
10/05/2020;1;4;7;6;3;3
09/05/2020;2;8;12;13;8;3
08/05/2020;4;17;24;16;9;3
07/05/2020;6;22;32;22;16;3
06/05/2020;7;19;31;24;11;5
05/05/2020;9;23;38;21;8;4
04/05/2020;4;14;20;21;9;3
03/05/2020;4;12;18;12;6;3
02/05/2020;3;8;13;7;5;4
01/05/2020;2;7;10;6;3;3
30/04/2020;3;12;18;13;5;4
29/04/2020;4;13;19;8;5;3
28/04/2020;8;19;32;14;7;4
27/04/2020;4;18;25;8;6;3
26/04/2020;1;6;9;13;10;3
25/04/2020;2;10;14;17;15;4
24/04/2020;8;25;38;19;11;4
23/04/2020;11;20;37;16;12;4
22/04/2020;3;13;19;10;6;3
21/04/2020;4;15;21;8;4;3
20/04/2020;3;10;15;6;3;3
19/04/2020;1;5;8;5;2;3
18/04/2020;2;12;16;7;4;3
17/04/2020;3;11;16;4;3;3
16/04/2020;4;15;22;7;5;3
15/04/2020;3;12;18;10;6;3
14/04/2020;8;20;32;17;11;3
13/04/2020;2;13;17;9;7;3
12/04/2020;2;12;16;9;8;3
11/04/2020;2;12;15;9;7;3
10/04/2020;2;16;20;11;8;4
09/04/2020;2;9;12;11;9;3
08/04/2020;7;23;34;15;11;3
07/04/2020;9;25;39;12;9;3
06/04/2020;5;22;30;9;3;3
05/04/2020;1;5;7;9;6;3
04/04/2020;1;8;11;12;8;3
03/04/2020;6;20;29;21;12;3
02/04/2020;3;16;21;;7;3
01/04/2020;3;14;20;;4;3
31/03/2020;4;16;23;;7;3
30/03/2020;3;12;16;8;5;3
29/03/2020;2;12;16;20;14;4
28/03/2020;2;14;18;18;15;6
27/03/2020;7;23;33;21;16;6
26/03/2020;3;14;19;17;10;4
25/03/2020;10;19;35;19;13;4
24/03/2020;10;25;42;20;13;4
23/03/2020;4;16;21;17;12;3
22/03/2020;2;10;14;24;16;4
21/03/2020;2;11;14;22;14;5
20/03/2020;3;14;19;17;12;4
19/03/2020;10;34;50;21;;7
18/03/2020;22;38;71;20;14;4
17/03/2020;10;31;46;12;6;3
16/03/2020;5;19;27;7;2;3
15/03/2020;2;14;18;13;8;5
14/03/2020;5;21;28;17;;6
13/03/2020;4;20;27;20;7;3
12/03/2020;21;33;65;17;10;4
11/03/2020;22;35;68;25;17;6
10/03/2020;21;37;69;29;16;4
09/03/2020;4;14;21;16;6;3
08/03/2020;6;21;30;12;8;4
07/03/2020;1;9;12;14;6;3
06/03/2020;3;7;11;12;3;3
05/03/2020;3;10;15;8;4;3
04/03/2020;19;35;64;18;10;5
03/03/2020;3;12;17;17;5;4
02/03/2020;3;9;14;7;2;4
01/03/2020;1;12;15;12;8;3
29/02/2020;2;13;16;48;25;3
28/02/2020;20;28;60;55;31;5
27/02/2020;3;9;14;28;10;4
26/02/2020;3;12;17;10;4;4
25/02/2020;6;18;27;13;11;8
24/02/2020;20;37;68;39;38;7
23/02/2020;6;26;35;28;32;8
22/02/2020;10;28;44;21;19;7
21/02/2020;22;49;83;24;22;6
20/02/2020;18;41;68;22;16;9
19/02/2020;24;36;72;15;10;5
18/02/2020;4;18;25;10;4;12
17/02/2020;3;15;21;8;3;4
16/02/2020;1;3;6;6;5;3
15/02/2020;3;14;19;10;9;4
14/02/2020;21;39;71;25;13;5
13/02/2020;7;17;28;13;7;4
12/02/2020;14;34;56;20;13;4
11/02/2020;5;19;26;23;12;3
10/02/2020;13;25;46;19;9;5
09/02/2020;1;7;9;4;4;3
08/02/2020;2;20;24;14;11;5
07/02/2020;7;30;41;16;13;5
06/02/2020;7;29;40;13;11;4
05/02/2020;10;32;47;13;9;4
04/02/2020;6;30;40;14;5;4
03/02/2020;16;28;53;42;23;6
02/02/2020;2;4;7;8;7;4
01/02/2020;5;21;29;8;4;6
31/01/2020;9;24;38;6;5;6
30/01/2020;2;7;10;3;3;3
29/01/2020;21;35;67;15;13;7
28/01/2020;4;19;26;14;6;7
27/01/2020;3;13;18;6;4;4
26/01/2020;3;15;21;12;12;7
25/01/2020;3;15;20;16;12;5
24/01/2020;8;23;36;23;14;5
23/01/2020;29;38;82;28;21;6
22/01/2020;46;47;117;25;22;6
21/01/2020;5;22;30;9;8;5
20/01/2020;3;16;22;9;6;5
19/01/2020;1;5;7;11;3;4
18/01/2020;2;15;18;9;9;6
17/01/2020;4;20;27;9;5;5
16/01/2020;4;18;24;9;7;4
15/01/2020;7;22;32;11;5;4
14/01/2020;3;10;15;7;5;4
13/01/2020;15;30;53;8;8;5
12/01/2020;11;39;56;23;;11
11/01/2020;10;34;50;22;24;6
10/01/2020;8;25;38;13;5;5
09/01/2020;11;24;41;13;10;6
08/01/2020;43;48;114;19;18;8
07/01/2020;32;45;95;21;18;8
06/01/2020;5;22;30;14;15;9
05/01/2020;4;21;28;12;10;5
04/01/2020;4;23;30;8;5;4
03/01/2020;62;57;153;20;16;6
02/01/2020;21;40;72;15;13;7
01/01/2020;5;25;33;19;22;5
