Date;CO (mg/m3);CO 8h (mg/m3);NH3 (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
24/10/2020;0,16;0,17;5;2;10;12;5;3;6
23/10/2020;0,21;0,21;6;11;23;39;13;7;7
22/10/2020;0,22;0,23;3;12;29;47;9;6;10
21/10/2020;0,17;0,16;3;4;19;24;8;4;5
20/10/2020;0,18;0,19;6;4;14;20;21;9;6
19/10/2020;0,19;0,23;4;5;23;31;21;9;7
18/10/2020;0,3;0,3;3;11;31;47;16;9;8
17/10/2020;0,28;0,26;3;14;24;45;14;10;7
16/10/2020;0,28;0,27;3;34;37;88;20;13;8
15/10/2020;0,26;0,26;2;17;31;58;13;9;7
14/10/2020;0,21;0,22;1;6;19;27;20;11;6
13/10/2020;0,19;0,18;1;4;15;21;13;7;6
12/10/2020;0,18;0,17;1;1;8;9;10;3;5
11/10/2020;0,15;0,15;1;1;7;8;6;3;7
10/10/2020;0,18;0,19;2;2;10;12;7;5;5
09/10/2020;0,24;0,24;3;15;26;48;21;11;5
08/10/2020;0,25;0,26;2;18;23;51;16;8;6
07/10/2020;0,23;0,22;3;8;19;30;12;5;5
06/10/2020;0,25;0,25;2;23;26;61;23;10;7
05/10/2020;0,2;0,19;1;6;21;30;14;6;6
04/10/2020;0,15;0,15;1;1;4;5;4;2;5
03/10/2020;0,19;0,2;1;1;9;10;9;6;7
02/10/2020;0,16;0,16;2;2;9;12;9;4;6
01/10/2020;0,23;0,25;4;7;22;33;18;10;7
30/09/2020;0,3;0,29;4;26;27;66;38;21;8
29/09/2020;0,25;0,24;2;26;33;72;29;14;7
28/09/2020;0,16;0,15;1;9;26;38;15;6;6
27/09/2020;0,15;0,16;1;2;11;13;7;4;7
26/09/2020;0,18;0,18;1;1;7;8;8;3;6
25/09/2020;0,19;0,19;1;3;10;14;14;7;7
24/09/2020;0,2;0,2;2;4;14;19;;7;5
23/09/2020;0,2;0,2;2;5;20;27;;8;3
22/09/2020;0,23;0,22;2;11;23;39;;11;5
21/09/2020;0,21;0,22;3;6;17;27;;8;3
20/09/2020;0,22;0,23;3;3;12;16;;5;3
19/09/2020;0,19;0,17;4;3;16;20;3;3;4
18/09/2020;0,17;0,18;5;5;20;26;11;8;2
17/09/2020;0,34;0,34;5;19;43;71;28;21;3
16/09/2020;0,28;0,27;4;11;26;42;27;19;6
15/09/2020;0,27;0,28;4;7;25;34;23;15;3
14/09/2020;0,23;0,23;5;7;26;36;18;12;4
13/09/2020;0,25;0,23;4;5;27;35;18;12;5
12/09/2020;0,22;0,22;3;9;20;34;13;11;3
11/09/2020;0,21;0,2;2;9;23;36;10;10;5
10/09/2020;0,2;0,21;2;8;23;34;17;12;9
09/09/2020;0,26;0,25;3;14;35;55;19;14;7
08/09/2020;0,2;0,2;1;18;26;53;12;10;5
07/09/2020;0,16;0,15;1;8;20;31;4;5;3
06/09/2020;0,14;0,14;1;1;2;4;3;3;1
05/09/2020;0,19;0,21;3;1;4;6;5;6;1
04/09/2020;0,25;0,25;4;12;29;46;31;15;4
03/09/2020;0,22;0,2;3;8;35;47;14;11;8
02/09/2020;0,2;0,2;3;15;24;46;9;9;3
01/09/2020;0,2;0,21;3;15;23;45;9;7;5
31/08/2020;0,2;0,18;1;11;23;40;5;6;3
30/08/2020;0,13;0,13;0;1;8;10;3;4;3
29/08/2020;0,14;0,15;1;1;5;7;3;2;2
28/08/2020;0,18;0,18;2;3;10;14;5;4;3
27/08/2020;0,22;0,22;2;10;11;26;11;7;2
26/08/2020;0,2;0,2;2;10;14;29;11;6;2
25/08/2020;0,2;0,2;2;10;16;30;11;6;3
24/08/2020;0,19;0,19;1;11;16;32;7;6;2
23/08/2020;0,17;0,17;1;3;7;11;5;4;2
22/08/2020;0,18;0,18;1;3;8;13;6;4;1
21/08/2020;0,21;0,21;3;4;12;18;11;4;1
20/08/2020;0,21;0,24;3;8;19;31;27;9;2
19/08/2020;0,21;0,19;2;7;22;31;9;5;3
18/08/2020;0,21;0,21;2;6;21;30;7;4;2
17/08/2020;0,19;0,18;1;9;25;39;12;8;2
16/08/2020;0,17;0,17;1;2;9;11;4;4;2
15/08/2020;0,19;0,19;1;2;6;8;6;4;1
14/08/2020;0,22;0,22;1;10;11;26;8;4;1
13/08/2020;0,18;0,18;3;5;9;16;7;4;3
12/08/2020;0,21;0,21;3;7;17;28;20;9;1
11/08/2020;0,24;0,24;2;6;24;33;22;11;1
10/08/2020;0,22;0,21;2;4;10;16;13;8;1
09/08/2020;0,2;0,21;3;2;7;10;16;8;1
08/08/2020;0,23;0,24;3;4;12;17;17;8;1
07/08/2020;0,27;0,27;4;5;18;26;26;11;1
06/08/2020;0,25;0,22;2;7;36;46;30;13;6
05/08/2020;0,18;0,18;2;9;17;31;11;7;4
04/08/2020;0,16;0,16;1;7;15;26;6;4;2
03/08/2020;0,17;0,17;1;11;14;32;7;4;2
02/08/2020;0,16;0,16;1;2;6;9;4;3;1
01/08/2020;0,2;0,2;1;3;9;13;13;6;1
31/07/2020;0,27;0,27;4;3;11;16;27;10;1
30/07/2020;0,23;0,23;2;14;23;44;27;13;2
29/07/2020;0,17;0,17;1;5;13;20;12;4;1
28/07/2020;0,2;0,2;1;10;13;27;14;6;2
27/07/2020;0,22;0,22;1;7;12;23;11;7;1
26/07/2020;0,18;0,18;1;4;12;18;9;5;3
25/07/2020;0,17;0,16;1;4;14;20;9;7;4
24/07/2020;0,21;0,22;3;9;19;33;16;9;2
23/07/2020;0,2;0,2;2;4;11;17;15;10;1
22/07/2020;0,23;0,23;2;6;14;23;27;13;1
21/07/2020;0,21;0,2;1;8;13;24;22;8;2
20/07/2020;0,2;0,21;2;7;11;22;14;9;2
19/07/2020;0,22;0,22;2;4;12;18;19;10;2
18/07/2020;0,19;0,19;1;6;13;22;12;8;2
17/07/2020;0,17;0,16;2;8;15;27;8;4;1
16/07/2020;0,15;0,15;2;11;15;30;11;5;3
15/07/2020;0,14;0,14;2;8;12;24;9;4;2
14/07/2020;0,16;;2;10;16;31;9;7;4
13/07/2020;0,18;0,18;2;8;15;27;17;8;3
12/07/2020;0,18;0,18;1;4;10;16;13;7;1
11/07/2020;0,17;0,17;1;5;10;18;11;5;3
10/07/2020;0,18;0,18;2;7;12;23;9;4;1
09/07/2020;0,19;0,2;2;7;13;24;16;8;4
08/07/2020;0,21;0,21;3;13;19;39;25;10;3
07/07/2020;0,17;0,16;1;9;14;27;19;7;4
06/07/2020;0,14;0,14;1;6;9;18;11;4;1
05/07/2020;0,18;0,18;1;5;12;20;12;9;9
04/07/2020;0,16;0,16;1;6;15;23;8;6;4
03/07/2020;0,15;0,15;1;9;14;27;8;5;2
02/07/2020;0,16;0,16;1;5;13;20;6;4;2
01/07/2020;0,19;0,19;1;9;15;28;10;6;7
30/06/2020;0,2;0,2;1;12;16;34;15;7;3
29/06/2020;0,17;0,17;2;7;11;22;5;3;1
28/06/2020;0,17;0,17;1;4;5;11;6;3;1
27/06/2020;0,2;;2;5;12;19;9;7;2
26/06/2020;0,2;0,19;3;6;15;24;10;7;1
25/06/2020;0,23;0,24;4;6;17;26;22;13;1
24/06/2020;0,39;0,46;4;9;21;35;48;30;1
23/06/2020;0,35;0,26;2;12;26;44;30;18;5
22/06/2020;0,2;0,19;1;12;18;36;12;6;6
21/06/2020;0,17;0,17;1;4;11;18;7;6;8
20/06/2020;0,15;0,15;1;6;15;24;9;6;3
19/06/2020;0,17;0,17;1;13;17;37;11;6;5
18/06/2020;0,17;0,17;1;7;20;30;7;5;2
17/06/2020;0,18;0,18;1;9;16;29;11;6;5
16/06/2020;0,18;0,17;1;9;19;31;9;5;4
15/06/2020;0,21;0,21;1;10;22;37;11;6;3
14/06/2020;0,16;0,17;1;4;10;15;8;6;5
13/06/2020;0,3;0,31;1;7;21;31;8;5;4
12/06/2020;0,24;0,23;1;6;18;28;6;4;3
11/06/2020;0,2;0,18;1;10;23;38;12;8;5
10/06/2020;0,2;0,2;1;9;17;30;12;7;6
09/06/2020;0,18;0,19;0;6;15;24;13;8;3
08/06/2020;0,15;0,14;0;5;13;21;6;4;4
07/06/2020;0,11;0,12;0;2;6;9;3;3;2
06/06/2020;0,16;0,16;0;2;6;10;6;3;3
05/06/2020;0,16;0,16;1;4;12;18;12;5;3
04/06/2020;0,19;0,19;1;4;15;21;12;8;4
03/06/2020;0,24;0,24;2;5;12;18;16;14;1
02/06/2020;0,25;0,25;2;6;17;26;30;21;3
01/06/2020;0,32;0,35;2;4;13;19;21;15;2
31/05/2020;0,42;0,42;3;3;14;18;21;17;3
30/05/2020;0,31;0,3;2;4;19;24;21;14;4
29/05/2020;0,28;0,27;4;9;31;44;31;;8
28/05/2020;0,28;0,31;2;9;29;42;20;;4
27/05/2020;0,3;0,27;1;12;28;45;25;15;7
26/05/2020;0,21;0,2;1;8;22;35;18;11;10
25/05/2020;0,23;0,23;2;8;15;27;17;8;3
24/05/2020;0,22;0,22;1;3;11;15;9;5;3
23/05/2020;0,17;0,16;1;2;8;12;6;4;1
22/05/2020;0,27;0,28;3;8;14;26;12;8;2
21/05/2020;0,26;0,25;3;7;27;37;26;15;4
20/05/2020;0,45;0,46;4;11;30;47;21;13;5
19/05/2020;0,29;0,29;3;12;28;46;19;11;4
18/05/2020;0,23;0,22;2;8;22;34;;10;3
17/05/2020;0,2;0,2;1;2;11;14;;8;6
16/05/2020;0,18;0,18;1;2;9;11;14;8;5
15/05/2020;0,18;0,19;1;4;13;18;14;9;3
14/05/2020;0,22;0,22;1;6;14;23;6;5;1
13/05/2020;0,21;0,21;1;4;12;18;6;6;2
12/05/2020;0,19;0,18;1;4;13;18;11;6;2
11/05/2020;0,17;0,17;1;4;12;18;7;5;5
10/05/2020;0,19;0,21;1;2;8;11;4;4;3
09/05/2020;0,19;0,19;2;2;10;13;14;8;1
08/05/2020;0,2;0,22;3;5;18;25;21;10;2
07/05/2020;0,22;0,2;2;6;22;31;24;13;2
06/05/2020;0,2;0,2;2;10;19;34;20;9;5
05/05/2020;0,18;0,18;2;5;18;25;15;6;3
04/05/2020;0,2;0,21;2;5;17;26;17;8;2
03/05/2020;0,2;0,19;1;5;11;19;10;7;5
02/05/2020;0,18;0,17;1;4;8;14;5;4;2
01/05/2020;0,17;0,16;1;2;4;8;7;2;1
30/04/2020;0,14;0,14;1;3;7;11;9;4;1
29/04/2020;0,17;0,18;1;4;11;18;6;4;2
28/04/2020;0,19;0,18;1;6;16;25;11;7;4
27/04/2020;0,2;0,2;1;5;14;22;8;8;1
26/04/2020;0,2;0,2;1;2;4;8;10;9;1
25/04/2020;0,24;0,24;1;3;10;15;21;17;3
24/04/2020;0,3;0,3;2;10;22;37;25;12;3
23/04/2020;0,25;0,25;1;11;18;34;19;11;5
22/04/2020;0,22;0,22;1;3;11;15;10;8;2
21/04/2020;0,2;0,19;1;3;10;14;8;7;1
20/04/2020;0,18;0,18;0;4;12;18;12;5;4
19/04/2020;0,18;0,19;1;3;8;12;21;3;1
18/04/2020;0,2;0,2;1;4;12;18;7;5;2
17/04/2020;0,17;0,17;1;3;11;15;5;4;1
16/04/2020;0,17;0,16;2;3;8;13;8;5;1
15/04/2020;0,17;0,18;1;4;14;19;10;8;2
14/04/2020;0,21;0,21;1;8;18;30;14;9;2
13/04/2020;0,19;0,19;1;3;12;17;7;7;1
12/04/2020;0,2;0,19;2;3;7;11;7;8;1
11/04/2020;0,22;0,23;3;2;8;12;9;8;1
10/04/2020;0,21;0,2;4;3;12;15;11;8;1
09/04/2020;0,19;0,19;3;3;10;14;10;9;1
08/04/2020;0,22;0,22;3;4;11;17;14;12;1
07/04/2020;0,22;0,22;4;6;16;25;10;7;1
06/04/2020;0,17;0,17;5;3;12;16;10;5;2
05/04/2020;0,16;0,16;5;2;5;8;5;6;1
04/04/2020;0,17;0,18;4;3;9;14;8;7;2
03/04/2020;0,2;0,2;4;7;17;27;18;12;2
02/04/2020;0,22;0,22;4;6;15;24;9;8;2
01/04/2020;0,22;0,22;4;4;15;21;4;3;1
31/03/2020;0,23;0,22;3;6;18;27;6;7;1
30/03/2020;0,18;0,17;4;3;11;15;6;5;2
29/03/2020;0,24;0,26;4;4;13;18;22;15;5
28/03/2020;0,26;0,26;4;4;20;26;22;16;5
27/03/2020;0,25;0,25;3;7;25;35;24;14;6
26/03/2020;0,19;0,18;2;2;12;15;16;11;7
25/03/2020;0,18;0,19;3;10;18;33;24;13;6
24/03/2020;0,25;0,25;2;11;21;37;26;15;4
23/03/2020;0,23;0,22;2;6;16;26;17;11;1
22/03/2020;0,24;0,24;2;3;11;16;28;16;7
21/03/2020;0,18;0,16;3;3;15;19;27;13;5
20/03/2020;0,16;0,18;2;3;12;17;13;10;2
19/03/2020;0,27;0,26;2;8;24;35;33;18;4
18/03/2020;0,29;0,3;2;9;27;41;23;14;4
17/03/2020;0,24;0,21;1;11;28;45;14;8;2
16/03/2020;0,18;0,18;2;4;12;18;6;3;2
15/03/2020;0,21;0,23;2;2;12;16;13;8;4
14/03/2020;0,23;0,22;1;10;25;40;23;11;5
13/03/2020;0,18;0,17;2;9;24;37;17;7;1
12/03/2020;0,25;0,26;4;18;35;62;21;10;3
11/03/2020;0,3;0,31;3;35;37;90;41;20;6
10/03/2020;0,29;0,28;1;26;36;76;37;15;6
09/03/2020;0,21;0,19;1;6;24;33;25;9;4
08/03/2020;0,23;0,24;1;6;19;28;19;11;6
07/03/2020;0,21;0,2;1;4;18;24;24;10;4
06/03/2020;0,18;0,18;1;4;13;18;13;6;4
05/03/2020;0,17;0,23;3;5;16;23;11;8;4
04/03/2020;0,3;0,25;2;15;31;53;18;8;2
03/03/2020;0,18;0,18;1;4;14;20;13;6;2
02/03/2020;0,17;0,17;2;3;13;17;6;4;4
01/03/2020;0,18;0,19;3;2;14;17;17;6;2
29/02/2020;0,17;0,17;4;3;19;23;64;21;2
28/02/2020;0,25;0,24;1;24;35;72;76;24;8
27/02/2020;0,19;0,19;2;5;21;27;33;9;4
26/02/2020;0,19;0,18;2;4;21;27;11;5;10
25/02/2020;0,38;0,42;4;15;30;52;27;17;4
24/02/2020;0,43;0,42;3;18;30;57;46;31;7
23/02/2020;0,38;0,37;4;9;26;40;33;24;9
22/02/2020;0,52;0,59;6;13;25;45;24;16;7
21/02/2020;0,64;0,8;6;23;45;79;27;16;5
20/02/2020;0,82;0,61;3;43;46;111;31;15;6
19/02/2020;0,32;0,28;1;22;40;73;23;11;8
18/02/2020;0,35;0,36;2;14;30;50;18;8;4
17/02/2020;0,2;0,18;2;3;16;20;11;5;2
16/02/2020;0,13;0,13;3;1;5;7;3;4;1
15/02/2020;0,2;0,23;2;3;13;17;7;5;3
14/02/2020;0,26;0,24;1;23;34;69;29;11;4
13/02/2020;0,18;0,19;3;8;19;30;15;7;2
12/02/2020;0,29;0,3;1;15;34;56;18;9;3
11/02/2020;0,24;0,23;2;7;28;38;38;11;2
10/02/2020;0,32;0,31;3;38;29;87;32;9;2
09/02/2020;0,18;0,19;3;2;9;11;3;3;2
08/02/2020;0,21;0,21;4;4;24;30;17;10;4
07/02/2020;0,23;0,22;5;8;31;43;18;10;2
06/02/2020;0,19;0,19;4;9;37;50;15;9;4
05/02/2020;0,23;0,22;2;24;37;74;23;12;4
04/02/2020;0,19;0,19;2;7;27;38;26;10;2
03/02/2020;0,17;0,14;1;11;27;44;53;20;3
02/02/2020;0,15;0,17;1;3;7;10;5;3;2
01/02/2020;0,23;0,2;2;12;26;43;14;6;3
31/01/2020;0,17;0,17;1;7;19;30;7;3;2
30/01/2020;0,15;0,15;2;3;10;15;3;3;1
29/01/2020;0,24;0,25;3;21;34;65;21;8;5
28/01/2020;0,2;0,19;2;9;32;45;21;7;6
27/01/2020;0,16;0,16;2;3;10;14;4;3;1
26/01/2020;0,21;0,23;3;6;16;24;9;7;2
25/01/2020;0,23;0,21;4;7;24;34;23;9;3
24/01/2020;0,19;0,19;5;6;23;32;32;11;2
23/01/2020;0,45;0,55;6;31;37;84;39;19;4
22/01/2020;1,13;1,05;8;60;47;138;43;25;5
21/01/2020;0,72;0,74;3;67;50;152;35;18;5
20/01/2020;0,25;0,19;1;6;24;33;10;5;2
19/01/2020;0,16;0,17;1;2;6;8;5;3;1
18/01/2020;0,35;0,37;2;4;21;26;8;5;4
17/01/2020;0,22;0,19;2;7;25;35;12;6;5
16/01/2020;0,17;0,27;2;5;16;23;7;5;2
15/01/2020;0,32;0,22;2;13;23;42;12;5;2
14/01/2020;0,15;0,15;2;3;10;14;5;4;2
13/01/2020;0,18;0,26;2;7;22;32;7;6;4
12/01/2020;0,55;0,52;2;21;35;66;15;10;6
11/01/2020;0,37;0,45;1;14;32;52;15;10;3
10/01/2020;0,33;0,22;2;13;31;51;20;8;8
09/01/2020;0,17;0,22;3;5;18;25;9;6;4
08/01/2020;0,65;0,71;5;72;45;154;37;20;8
07/01/2020;0,42;0,38;2;39;42;100;22;14;7
06/01/2020;0,42;0,52;2;17;28;54;11;10;4
05/01/2020;0,33;0,27;2;12;28;46;13;10;5
04/01/2020;0,3;0,34;4;16;30;53;12;9;2
03/01/2020;0,52;0,53;4;38;43;100;23;13;3
02/01/2020;0,39;0,36;2;44;41;108;22;13;4
01/01/2020;0,29;0,28;2;11;27;42;25;19;3
