Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3)
07/05/2020;1;15;16;31;17
06/05/2020;5;14;21;22;10
05/05/2020;1;11;13;19;
04/05/2020;2;12;15;26;
03/05/2020;1;6;7;15;7
02/05/2020;1;6;7;14;5
01/05/2020;1;3;4;12;3
30/04/2020;0;4;5;15;3
29/04/2020;1;10;11;14;4
28/04/2020;2;15;18;20;7
27/04/2020;1;9;10;18;7
26/04/2020;0;3;3;23;13
25/04/2020;0;5;5;30;16
24/04/2020;5;17;23;29;14
23/04/2020;4;13;19;;10
22/04/2020;1;10;12;;7
21/04/2020;1;7;9;16;6
20/04/2020;2;11;15;14;5
19/04/2020;1;2;4;10;3
18/04/2020;2;9;12;12;6
17/04/2020;1;6;8;10;4
16/04/2020;1;5;7;12;5
15/04/2020;1;7;9;15;7
14/04/2020;3;12;17;20;10
13/04/2020;1;5;6;15;6
12/04/2020;1;4;5;17;9
11/04/2020;1;4;6;16;10
10/04/2020;1;6;8;16;9
09/04/2020;1;6;8;18;11
08/04/2020;2;8;11;22;13
07/04/2020;4;11;16;18;9
06/04/2020;1;7;9;13;4
05/04/2020;1;2;4;15;6
04/04/2020;1;6;8;18;10
03/04/2020;4;13;19;25;14
02/04/2020;2;11;15;21;8
01/04/2020;2;10;12;11;5
31/03/2020;3;14;18;15;8
30/03/2020;1;9;11;11;4
29/03/2020;2;11;14;33;23
28/03/2020;2;15;18;26;18
27/03/2020;4;20;25;31;18
26/03/2020;1;11;13;25;14
25/03/2020;8;15;27;26;12
24/03/2020;5;17;24;29;12
23/03/2020;2;11;14;26;11
22/03/2020;1;6;9;35;18
21/03/2020;1;8;9;30;11
20/03/2020;1;4;6;20;7
19/03/2020;2;18;21;31;19
18/03/2020;6;22;31;32;15
17/03/2020;7;23;32;21;7
16/03/2020;1;9;10;10;3
15/03/2020;1;11;12;18;9
14/03/2020;6;20;29;20;10
13/03/2020;4;19;25;17;4
12/03/2020;4;23;30;23;8
11/03/2020;18;26;54;30;13
10/03/2020;19;31;60;36;15
09/03/2020;3;20;24;23;6
08/03/2020;2;16;19;18;9
07/03/2020;3;15;19;22;7
06/03/2020;0;9;10;17;5
05/03/2020;1;12;13;14;3
04/03/2020;8;30;42;18;7
03/03/2020;0;8;9;16;4
02/03/2020;1;12;12;13;4
01/03/2020;1;11;12;19;7
29/02/2020;1;12;14;64;20
28/02/2020;16;28;53;67;23
27/02/2020;1;20;22;34;9
26/02/2020;2;23;25;16;6
25/02/2020;7;25;35;30;18
24/02/2020;9;24;38;51;35
23/02/2020;4;18;24;39;26
22/02/2020;8;21;33;31;18
21/02/2020;15;40;62;27;15
20/02/2020;27;38;80;28;13
19/02/2020;24;36;72;27;11
18/02/2020;10;25;39;19;7
17/02/2020;1;15;16;16;4
16/02/2020;0;2;2;8;3
15/02/2020;4;14;20;15;9
14/02/2020;18;26;53;28;11
13/02/2020;14;17;39;22;9
12/02/2020;6;29;38;20;11
11/02/2020;1;20;22;35;10
10/02/2020;19;19;48;26;9
09/02/2020;0;7;7;9;5
08/02/2020;1;22;24;21;11
07/02/2020;4;27;33;25;12
06/02/2020;12;34;52;24;9
05/02/2020;16;29;54;21;6
04/02/2020;5;22;30;22;6
03/02/2020;10;27;43;55;16
02/02/2020;0;6;7;13;5
01/02/2020;10;24;39;17;7
31/01/2020;9;22;36;13;4
30/01/2020;0;7;7;9;2
29/01/2020;14;29;50;23;11
28/01/2020;7;29;40;26;7
27/01/2020;0;6;7;11;4
26/01/2020;2;15;18;16;8
25/01/2020;4;24;30;29;11
24/01/2020;2;19;22;35;10
23/01/2020;26;31;70;35;16
22/01/2020;36;40;95;38;21
21/01/2020;47;41;112;32;17
20/01/2020;4;20;25;18;6
19/01/2020;0;3;3;14;3
18/01/2020;1;18;19;14;7
17/01/2020;5;27;34;20;7
16/01/2020;0;7;8;14;
15/01/2020;7;17;26;18;
14/01/2020;1;5;6;14;5
13/01/2020;19;22;50;18;8
12/01/2020;19;28;56;21;13
11/01/2020;11;26;42;21;14
10/01/2020;9;28;42;23;8
09/01/2020;3;19;22;21;8
08/01/2020;55;37;121;37;21
07/01/2020;34;39;91;29;16
06/01/2020;15;22;44;19;11
05/01/2020;9;21;34;17;8
04/01/2020;21;23;54;19;12
03/01/2020;26;34;74;35;23
02/01/2020;25;31;69;28;17
01/01/2020;8;21;33;31;23
