Date;Benceno (µg/m3);M-P-XILENO (µg/m3);NO (µg/m3);NOX (µg/m3);NO2 (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);SH2 (µg/m3);SO2 (µg/m3);Tolueno (µg/m3)
09/07/2024;0,19;0,91;2;21;18;40;45;10;3;3;0,9
08/07/2024;0,22;0,75;8;30;17;45;42;12;3;5;1,34
07/07/2024;0,14;0,42;1;10;9;52;53;8;2;3;0,67
06/07/2024;0,1;0,23;2;8;6;56;56;6;2;1;0,33
05/07/2024;0,24;1,35;3;17;12;41;41;10;2;1;2,04
04/07/2024;0,28;1,43;3;14;10;49;52;7;2;4;2,47
03/07/2024;0,1;0,25;0;6;6;64;64;6;1;1;0,39
02/07/2024;0,1;0,21;1;6;6;62;61;7;1;3;0,29
01/07/2024;0,11;0,23;1;8;7;52;55;4;1;2;0,38
30/06/2024;0,12;0,31;1;10;8;58;58;7;1;2;0,47
29/06/2024;0,09;0,16;0;5;5;64;64;6;1;1;0,27
28/06/2024;0,1;0,51;1;9;8;47;45;9;1;1;0,83
27/06/2024;0,12;0,43;1;11;10;49;52;16;1;1;0,66
26/06/2024;0,21;0,95;6;25;17;50;50;16;2;1;1,97
25/06/2024;0,22;1,12;7;27;17;48;45;14;2;1;1,5
24/06/2024;0,14;0,91;2;12;9;44;42;7;1;1;0,79
23/06/2024;0,1;0,25;1;7;5;36;39;3;1;1;0,41
22/06/2024;0,14;0,37;1;8;7;56;58;8;0;2;0,62
21/06/2024;0,12;0,49;1;8;7;72;73;;1;2;0,35
20/06/2024;0,18;0,81;2;14;12;65;63;;1;3;0,93
19/06/2024;0,14;0,49;2;12;8;67;65;6;0;2;0,68
18/06/2024;0,14;0,55;3;20;16;39;42;13;1;1;0,9
17/06/2024;0,19;0,69;5;22;14;45;41;10;3;4;2,04
16/06/2024;0,22;0,54;4;23;18;38;41;12;2;7;0,87
15/06/2024;0,12;0,28;1;9;8;67;69;12;0;3;0,39
14/06/2024;0,15;0,5;6;25;16;46;45;11;1;5;0,7
13/06/2024;0,15;0,52;3;16;13;58;58;10;2;4;1,15
12/06/2024;0,18;0,39;1;11;9;67;66;9;2;5;0,57
11/06/2024;0,12;0,22;1;8;6;62;63;7;2;5;0,37
10/06/2024;0,14;0,27;1;6;5;67;65;11;4;5;0,38
09/06/2024;0,2;0,41;1;6;5;66;67;9;4;7;0,46
08/06/2024;0,2;0,58;1;10;9;58;58;16;4;3;0,69
07/06/2024;0,17;0,95;4;22;15;56;57;17;3;4;1,2
06/06/2024;0,24;0,92;4;19;12;55;54;13;3;4;1,38
05/06/2024;0,27;1,03;6;27;18;55;58;16;3;5;1,99
04/06/2024;0,25;1,13;5;22;15;63;62;15;3;4;1,76
03/06/2024;0,32;1,12;1;10;9;66;67;10;2;3;1,46
02/06/2024;0,17;0,51;0;4;4;77;79;9;2;4;0,6
01/06/2024;0,18;0,76;0;6;5;77;75;7;2;6;0,89
31/05/2024;0,15;0,46;1;8;7;82;82;10;2;3;0,55
30/05/2024;0,14;0,66;1;9;8;61;56;7;2;4;0,72
29/05/2024;0,29;2,05;6;30;21;52;55;12;2;7;3,5
28/05/2024;0,41;3,76;7;27;17;60;59;11;2;5;5,63
27/05/2024;;;1;12;11;67;67;8;2;4;
26/05/2024;;;1;13;12;64;67;8;2;5;
25/05/2024;;;3;22;17;62;60;11;2;6;
24/05/2024;;;6;25;17;63;64;11;2;5;
23/05/2024;0,35;2,14;1;8;7;77;77;8;2;4;2,6
22/05/2024;0,23;0,73;8;29;16;61;63;8;2;4;1,11
21/05/2024;0,17;0,4;1;8;8;85;84;7;2;4;0,65
20/05/2024;0,19;0,48;1;8;7;75;75;7;2;5;0,79
19/05/2024;0,24;0,51;0;6;6;66;63;5;2;4;0,81
18/05/2024;0,17;0,49;2;14;11;55;55;8;2;4;0,82
17/05/2024;0,17;0,48;3;19;16;62;63;8;2;5;0,72
16/05/2024;0,19;0,61;3;20;15;58;60;5;3;3;0,67
15/05/2024;0,22;0,44;3;19;15;55;53;6;4;5;0,69
14/05/2024;0,47;0,42;2;15;14;54;58;7;3;5;0,59
13/05/2024;0,49;0,6;8;30;18;51;47;12;3;6;1,09
12/05/2024;0,17;0,22;0;10;9;79;81;13;2;4;0,41
11/05/2024;0,47;0,76;4;29;23;70;74;17;3;11;1,42
10/05/2024;0,32;0,98;6;32;24;71;66;16;3;5;1,93
09/05/2024;0,3;1,12;8;36;24;56;58;15;2;4;3,33
08/05/2024;0,18;0,7;3;20;16;71;74;10;1;4;1,22
07/05/2024;0,22;0,57;1;7;6;88;89;9;1;4;0,9
06/05/2024;0,16;0,31;1;12;11;80;79;8;2;8;0,52
05/05/2024;0,13;0,21;0;6;5;76;73;4;2;3;0,36
04/05/2024;0,1;0,19;0;4;4;72;73;4;3;3;0,34
03/05/2024;0,16;0,45;1;12;11;69;66;4;2;5;0,7
02/05/2024;0,16;0,25;1;15;13;76;80;5;2;4;0,39
01/05/2024;0,15;0,21;0;6;5;83;84;5;2;6;0,35
30/04/2024;0,23;0,66;6;25;17;65;63;9;2;5;0,97
29/04/2024;0,29;1,07;8;33;21;68;71;9;2;6;1,1
28/04/2024;0,9;0,33;2;15;12;70;68;8;3;6;0,6
27/04/2024;0,27;0,38;1;13;12;73;72;6;5;4;0,64
26/04/2024;0,26;1,14;12;41;23;55;54;7;5;4;1,68
25/04/2024;0,3;1,49;4;26;21;60;64;8;5;5;2
24/04/2024;0,19;0,39;1;10;8;91;92;6;3;7;0,85
23/04/2024;0,21;0,47;1;11;10;90;91;5;3;6;0,81
22/04/2024;0,15;0,15;1;7;7;94;93;6;3;3;0,31
21/04/2024;0,17;0,28;0;5;5;85;83;9;3;3;0,57
20/04/2024;0,24;0,6;2;13;11;73;73;9;4;4;1,05
19/04/2024;0,27;0,81;9;36;22;55;51;11;3;4;1,31
18/04/2024;0,21;0,41;1;12;11;79;86;5;3;4;0,63
17/04/2024;0,19;0,24;1;8;7;90;91;5;3;4;0,41
16/04/2024;0,2;0,36;1;7;6;92;90;9;2;4;0,59
15/04/2024;0,19;0,21;1;8;7;75;73;6;3;3;0,45
14/04/2024;0,57;0,69;5;28;21;52;50;20;3;11;1,33
13/04/2024;0,72;1,39;7;41;31;;;19;2;16;2,19
12/04/2024;0,76;1,8;13;60;41;34;36;20;2;11;3,83
11/04/2024;0,57;0,91;8;42;30;48;51;15;1;8;2,39
10/04/2024;0,34;1,02;15;46;23;58;60;11;1;7;1,32
09/04/2024;0,21;0,25;1;10;8;85;87;9;2;13;0,46
08/04/2024;0,25;0,44;1;12;10;76;66;7;3;8;0,8
07/04/2024;0,39;0,41;2;23;21;62;73;12;3;4;0,87
06/04/2024;0,3;0,29;1;10;9;99;99;16;3;4;0,56
05/04/2024;0,17;0,35;1;9;9;90;88;6;3;3;0,78
04/04/2024;0,14;0,28;1;5;4;91;91;6;2;2;2
03/04/2024;0,17;0,3;1;7;6;83;83;4;2;3;4
02/04/2024;0,16;0,14;1;4;4;90;86;3;3;3;0,63
01/04/2024;0,18;0,15;0;8;7;85;85;3;3;3;0,44
31/03/2024;0,21;0,21;1;11;10;71;71;3;4;3;0,52
30/03/2024;0,24;0,33;1;16;15;67;72;3;4;3;0,57
29/03/2024;0,17;0,12;0;4;3;96;97;2;4;2;0,45
28/03/2024;0,17;0,12;0;3;3;93;93;3;4;3;0,53
27/03/2024;0,18;0,17;1;5;5;84;82;4;4;3;0,56
26/03/2024;0,25;0,43;1;10;9;77;78;3;4;4;0,85
25/03/2024;0,37;1,01;2;19;17;62;58;9;3;6;1,91
24/03/2024;0,22;0,28;0;8;8;81;84;7;1;4;0,82
23/03/2024;0,18;0,2;0;7;7;81;80;11;1;2;0,7
22/03/2024;0,29;0,79;6;29;19;39;36;17;1;6;1,76
21/03/2024;0,32;1,08;6;30;21;47;47;14;1;5;2,84
20/03/2024;0,21;0,44;1;11;10;52;52;10;1;2;1,9
19/03/2024;0,22;0,52;3;20;15;50;48;12;1;2;1,33
18/03/2024;0,36;0,59;4;23;18;49;52;12;1;2;1,7
17/03/2024;0,2;0,27;1;8;7;70;71;7;1;2;0,57
16/03/2024;0,31;0,83;4;24;19;53;49;10;1;5;1,58
15/03/2024;0,27;0,79;3;25;21;67;71;9;1;5;1
14/03/2024;0,25;0,57;2;20;18;74;67;9;1;7;1,1
13/03/2024;0,34;1,47;10;52;37;36;33;10;1;3;2,46
12/03/2024;0,33;1,2;8;40;29;45;55;9;0;3;1,81
11/03/2024;0,31;0,57;1;12;11;81;81;6;1;15;0,82
10/03/2024;0,25;0,24;0;7;6;85;87;3;2;10;0,44
09/03/2024;0,19;0,11;0;3;3;90;88;2;3;2;0,27
08/03/2024;0,2;0,2;1;6;5;84;86;2;2;2;0,38
07/03/2024;0,33;0,93;2;18;16;74;62;10;1;4;1,59
06/03/2024;0,52;1,96;9;53;40;36;42;14;1;5;3,3
05/03/2024;0,26;0,45;1;16;14;70;75;7;0;6;0,86
04/03/2024;0,21;0,31;1;9;8;74;75;5;1;3;1,12
03/03/2024;0,2;0,16;0;5;5;84;84;3;1;3;0,51
02/03/2024;0,2;0,33;0;5;4;86;86;2;2;3;0,5
01/03/2024;0,25;0,4;1;8;8;74;74;4;1;3;0,8
29/02/2024;0,29;0,73;2;17;15;64;64;4;1;11;2,2
28/02/2024;0,22;0,19;1;9;8;82;83;5;0;3;0,47
27/02/2024;0,19;0,1;0;4;4;85;85;10;0;2;0,27
26/02/2024;0,24;0,19;1;7;7;79;78;7;2;7;0,51
25/02/2024;0,19;0,17;0;4;4;71;69;6;4;6;0,46
24/02/2024;0,23;0,19;0;8;7;80;84;3;3;5;0,61
23/02/2024;0,25;0,29;1;9;8;78;78;3;4;9;0,75
22/02/2024;0,28;0,33;0;7;6;78;75;9;4;9;0,66
21/02/2024;0,54;2,3;21;67;35;33;26;14;4;3;3,17
20/02/2024;0,38;1,78;15;57;35;30;38;15;4;4;2,32
19/02/2024;0,23;0,32;1;12;11;68;67;5;1;2;0,41
18/02/2024;0,93;0,86;8;35;23;34;29;15;1;14;1,29
17/02/2024;0,61;1,73;5;35;29;34;37;14;1;7;1,83
16/02/2024;0,24;0,25;1;15;14;72;78;8;2;6;0,45
15/02/2024;0,2;0,34;1;11;10;62;57;9;2;3;0,47
14/02/2024;0,22;0,45;1;13;11;53;55;4;2;2;0,63
13/02/2024;0,34;1,08;10;38;23;42;35;8;3;3;1,45
12/02/2024;0,28;0,65;2;20;17;62;70;7;5;5;1,07
11/02/2024;0,24;0,12;0;4;4;76;76;5;6;3;0,29
10/02/2024;0,31;0,28;1;11;10;78;75;6;7;20;0,56
09/02/2024;0,19;0,26;1;9;8;66;68;3;9;2;0,43
08/02/2024;0,15;0,17;0;4;3;75;73;17;8;2;0,27
07/02/2024;0,36;0,8;6;25;15;44;38;15;7;3;1,22
06/02/2024;0,5;1,84;5;39;32;29;33;27;6;5;2,4
05/02/2024;0,49;1,32;14;46;25;28;28;23;6;9;1,72
04/02/2024;0,35;0,43;2;18;15;34;36;18;5;4;0,76
03/02/2024;0,37;1,17;3;24;19;38;36;12;5;3;1,26
02/02/2024;0,3;0,67;1;19;17;56;59;8;5;3;0,95
01/02/2024;0,43;1,44;5;28;21;43;36;25;5;6;1,78
31/01/2024;0,59;2,77;14;62;42;21;21;24;5;5;2,73
30/01/2024;0,31;0,79;3;22;18;44;50;16;5;3;1,03
29/01/2024;0,25;0,42;1;9;8;60;61;10;5;2;0,57
28/01/2024;0,22;0,35;0;5;5;63;60;8;6;2;0,5
27/01/2024;0,48;4,43;10;38;23;26;20;14;5;3;2,42
26/01/2024;0,66;4,26;31;84;37;11;11;24;5;5;3,96
25/01/2024;0,41;4,04;12;47;30;27;26;17;5;5;1,99
24/01/2024;0,55;6,71;28;80;37;9;12;15;5;5;4,33
23/01/2024;0,31;1,2;2;18;16;38;44;5;4;2;1,2
22/01/2024;0,21;0,24;1;7;6;63;64;4;4;2;0,4
21/01/2024;0,21;0,15;0;4;4;68;67;2;4;2;0,32
20/01/2024;0,31;0,49;5;27;21;46;44;10;5;6;0,93
19/01/2024;0,27;0,35;2;21;19;56;59;6;5;2;0,72
18/01/2024;0,21;0,12;1;6;6;75;78;5;6;1;0,25
17/01/2024;0,16;0,15;0;3;3;83;80;3;7;1;0,23
16/01/2024;0,29;1,49;19;47;19;42;41;8;6;3;2,05
15/01/2024;0,49;1,62;16;55;31;31;28;7;6;3;2,42
14/01/2024;0,3;0,47;2;18;15;43;49;5;5;4;0,77
13/01/2024;0,26;3,46;1;12;11;61;54;5;5;3;5,87
12/01/2024;0,63;1,42;22;71;38;16;16;14;4;4;2,68
11/01/2024;0,44;0,68;5;32;25;32;35;6;4;7;1,14
10/01/2024;0,51;1,36;15;50;28;23;17;11;5;5;1,96
09/01/2024;0,59;2,16;24;78;41;9;9;14;5;3;2,72
08/01/2024;0,45;1,51;13;52;33;33;43;7;4;7;1,85
07/01/2024;0,2;0,16;0;6;6;76;78;3;4;3;0,43
06/01/2024;0,29;0,33;0;4;4;75;74;4;4;6;0,69
05/01/2024;0,22;0,26;1;8;8;74;74;3;5;11;0,57
04/01/2024;0,23;0,49;1;14;13;62;55;7;5;5;0,83
03/01/2024;0,28;0,71;2;26;24;51;57;9;5;10;1,07
02/01/2024;0,17;0,14;0;4;4;69;71;5;5;2;0,25
01/01/2024;0,26;0,43;0;7;7;55;55;6;4;2;0,43
