Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);SH2 (µg/m3);SO2 (µg/m3)
21/02/2019;1;11;14;69;69;17;2;4
20/02/2019;2;11;15;57;53;15;2;4
19/02/2019;2;15;19;61;69;5;1;4
18/02/2019;1;9;11;74;73;12;1;3
17/02/2019;1;5;6;75;77;6;1;3
16/02/2019;1;6;7;79;73;11;1;3
15/02/2019;1;11;12;70;75;9;1;3
14/02/2019;1;6;8;76;66;9;2;3
13/02/2019;19;33;62;18;18;14;2;10
12/02/2019;6;18;27;37;40;8;2;3
11/02/2019;1;10;13;67;72;7;2;3
10/02/2019;1;4;5;77;77;7;2;3
09/02/2019;1;3;4;69;69;3;2;3
08/02/2019;8;19;31;44;36;11;2;6
07/02/2019;3;17;21;37;34;8;2;4
06/02/2019;14;26;47;19;24;11;2;5
05/02/2019;2;10;13;49;55;5;1;4
04/02/2019;1;7;9;58;57;5;1;3
03/02/2019;1;7;9;67;72;8;2;6
02/02/2019;1;7;9;77;78;12;2;13
01/02/2019;1;5;7;74;71;4;1;2
31/01/2019;2;9;11;56;55;4;2;3
30/01/2019;2;7;10;70;74;6;2;2
29/01/2019;1;4;6;74;74;7;2;
28/01/2019;1;5;7;83;83;9;2;
27/01/2019;1;3;4;77;70;10;1;3
26/01/2019;1;7;9;49;56;5;1;3
25/01/2019;1;7;9;69;67;5;1;4
24/01/2019;3;21;25;60;64;5;2;7
23/01/2019;1;6;8;80;80;9;2;7
22/01/2019;1;6;8;66;61;3;2;2
21/01/2019;2;11;14;58;61;7;2;5
20/01/2019;1;6;8;68;66;6;2;5
19/01/2019;1;3;5;55;53;2;1;2
18/01/2019;2;6;9;47;51;3;2;2
17/01/2019;1;6;8;60;55;4;2;2
16/01/2019;2;9;13;44;38;5;1;3
15/01/2019;5;20;27;33;41;6;1;3
14/01/2019;2;9;12;60;62;4;1;3
13/01/2019;1;5;7;55;55;3;1;3
12/01/2019;1;8;10;47;44;4;1;3
11/01/2019;3;16;20;43;48;10;1;7
10/01/2019;3;18;22;63;64;8;2;31
09/01/2019;2;10;13;64;60;8;2;6
08/01/2019;3;17;22;38;35;7;2;3
07/01/2019;2;19;23;44;46;9;2;8
06/01/2019;4;19;26;33;29;10;2;10
05/01/2019;13;31;50;19;18;14;2;11
04/01/2019;7;26;36;16;16;10;2;4
03/01/2019;4;17;22;32;38;8;1;4
02/01/2019;3;17;21;38;35;5;1;11
01/01/2019;8;19;31;16;12;15;1;6
