Date;Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);SO2 (µg/m3);Tolueno (µg/m3)
15/07/2019;0,22;0,25;0,29;0,27;7;26;37;0,23;18;6;4,17
14/07/2019;0,15;0,3;0,26;0,24;3;12;16;0,27;13;4;3,68
13/07/2019;0,16;0,3;0,31;0,32;4;18;23;0,28;16;4;4,5
12/07/2019;0,29;0,29;0,34;0,33;9;29;42;0,3;20;8;3,96
11/07/2019;0,23;0,39;0,31;0,4;9;31;44;0,27;22;6;4,23
10/07/2019;0,19;0,31;0,3;0,26;8;27;40;0,25;26;5;3,04
09/07/2019;0,17;0,29;0,29;0,22;3;17;22;0,22;19;2;1,93
08/07/2019;0,24;0,32;0,34;0,18;3;16;20;0,22;17;2;2,28
07/07/2019;0,2;0,32;0,29;0,17;2;6;9;0,27;17;2;2,41
06/07/2019;0,22;0,33;0,35;0,27;2;10;13;0,32;20;2;3,31
05/07/2019;0,26;0,4;0,41;0,48;4;17;22;0,27;27;2;4,69
04/07/2019;0,2;0,4;0,4;0,55;12;29;48;0,33;31;2;6,79
03/07/2019;0,18;0,37;0,36;0,46;7;26;36;0,27;26;2;5,07
02/07/2019;0,1;0,28;0,26;0,1;3;12;16;0,22;19;3;1,27
01/07/2019;0,16;0,24;0,23;0,07;3;11;16;0,22;13;3;1,12
30/06/2019;0,19;0,27;0,28;0,09;2;8;11;0,23;14;2;2,09
29/06/2019;0,28;0,31;0,32;0,15;2;12;15;0,23;19;3;2,4
28/06/2019;0,2;0,32;0,33;0,31;8;20;32;0,22;16;4;4,53
27/06/2019;0,27;0,35;0,33;0,63;12;32;50;0,47;33;3;6,53
26/06/2019;0,36;0,33;0,32;0,8;9;31;44;0,47;29;3;4,85
25/06/2019;0,29;0,31;0,33;0,27;10;23;38;0,25;22;5;2,6
24/06/2019;0,66;0,38;0,41;0,27;5;24;32;0,23;23;3;2,87
23/06/2019;0,47;0,5;0,43;0,29;4;23;29;0,34;21;4;4,71
22/06/2019;0,2;0,25;0,22;0,27;7;23;33;0,39;15;5;3,32
21/06/2019;0,23;0,26;0,26;0,09;3;14;19;0,22;10;2;1,1
20/06/2019;0,38;0,35;0,35;0,12;3;17;22;0,22;10;2;1,49
19/06/2019;0,41;0,33;0,35;0,25;11;26;42;0,23;23;6;2,56
18/06/2019;0,25;0,31;0,29;0,23;11;27;43;0,22;27;5;2,67
17/06/2019;0,3;0,28;0,26;0,19;7;21;30;0,24;23;7;2,28
16/06/2019;0,38;0,2;0,22;0,13;5;17;24;0,23;16;10;1,78
15/06/2019;0,25;0,2;0,18;0,15;5;18;24;0,22;12;8;1,66
14/06/2019;0,22;0,19;0,19;0,15;5;19;26;0,22;10;5;1,62
13/06/2019;0,24;0,19;0,21;0,17;7;20;31;0,22;15;6;1,65
12/06/2019;0,21;0,17;0,15;0,12;5;17;24;0,22;13;6;1,22
11/06/2019;0,21;0,14;0,14;0,12;3;14;18;0,22;7;6;1,45
10/06/2019;0,18;0,17;0,18;0,11;4;20;25;0,22;10;7;1,71
09/06/2019;0,24;0,17;0,17;0,07;2;12;15;0,22;14;8;0,89
08/06/2019;0,13;0,16;0,15;0,15;4;17;23;0,22;18;10;2,05
07/06/2019;0,1;0,09;0,08;0,16;3;11;15;0,26;12;5;0,87
06/06/2019;0,16;0,15;0,15;0,18;11;29;45;0,23;15;7;2,32
05/06/2019;0,1;0,15;0,16;0,13;4;21;26;0,22;10;7;0,8
04/06/2019;0,14;0,26;0,27;0,14;5;17;24;0,22;17;6;1,24
03/06/2019;0,17;0,27;0,3;0,14;6;21;31;0,22;19;15;1,71
02/06/2019;0,17;0,36;0,33;0,19;4;25;31;0,25;19;12;2,94
01/06/2019;0,2;0,31;0,28;0,29;7;32;42;0,33;19;10;3,75
31/05/2019;0,29;0,25;0,24;0,33;17;34;60;0,32;21;10;3,99
30/05/2019;0,21;0,18;0,17;0,22;14;26;47;0,22;15;7;2,32
29/05/2019;0,15;0,15;0,13;0,12;3;19;24;0,22;12;5;0,93
28/05/2019;0,12;0,1;0,11;0,16;4;18;24;0,22;16;7;0,73
27/05/2019;0,24;0,15;0,15;0,25;4;22;28;0,25;12;6;1,71
26/05/2019;0,07;0,11;0,11;0,17;2;10;13;0,22;8;5;0,5
25/05/2019;0,11;0,11;0,13;0,12;2;9;12;0,22;11;5;0,43
24/05/2019;0,12;0,18;0,19;0,32;3;15;20;0,31;12;7;1,05
23/05/2019;0,26;0,27;0,28;0,2;12;25;42;0,22;26;10;1,76
22/05/2019;0,38;0,24;0,23;0,23;14;35;56;0,24;21;11;2,07
21/05/2019;0,31;0,19;0,18;0,13;11;25;42;0,22;17;7;1,44
20/05/2019;0,21;0,19;0,2;0,14;12;27;45;0,22;22;10;1,13
19/05/2019;0,09;0,17;0,17;0,08;2;13;15;0,22;10;5;0,46
18/05/2019;0,09;0,14;0,13;0,15;2;17;20;0,22;5;4;0,52
17/05/2019;0,27;0,22;0,22;0,15;3;22;26;0,22;11;5;0,89
16/05/2019;0,35;0,2;0,22;0,21;9;31;44;0,23;24;13;1,57
15/05/2019;0,52;0,29;0,29;0,26;14;49;71;0,23;25;18;2,34
14/05/2019;0,68;0,3;0,31;0,24;12;44;62;0,22;24;16;2,26
13/05/2019;0,29;0,26;0,22;0,18;14;29;50;0,25;20;8;1,83
12/05/2019;0,16;0,14;0,15;0,11;5;16;23;0,23;13;7;1,83
11/05/2019;0,16;0,16;0,16;0,15;2;8;11;0,22;12;7;0,59
10/05/2019;0,44;0,28;0,29;0,24;20;25;55;0,22;17;7;2,6
09/05/2019;0,33;0,22;0,21;0,23;16;34;57;0,22;18;6;2,35
08/05/2019;0,16;0,22;0,24;0,12;4;19;24;0,22;9;4;1,48
07/05/2019;0,53;0,34;0,32;0,34;18;52;78;0,22;30;20;2,87
06/05/2019;;0,23;0,22;;13;32;52;;17;18;
05/05/2019;;0,14;0,14;;3;14;18;;8;8;
04/05/2019;;0,19;0,18;;3;15;19;;8;9;
03/05/2019;;0,26;0,27;;3;15;18;;6;7;
02/05/2019;;0,19;0,17;;3;13;17;;10;9;
01/05/2019;;0,22;0,23;;6;19;28;;11;11;
30/04/2019;;0,23;0,22;;12;28;46;;18;13;
29/04/2019;;0,22;0,21;;13;23;42;;19;10;
28/04/2019;;0,19;0,2;;3;17;21;;18;7;
27/04/2019;;0,25;0,24;;6;27;35;;20;11;
26/04/2019;;0,19;0,18;;2;15;18;;12;8;
25/04/2019;;0,11;0,12;;3;13;18;;5;7;
24/04/2019;;0,17;0,17;;6;28;37;;6;8;
23/04/2019;;0,21;0,22;;5;27;34;;20;8;
22/04/2019;;0,26;0,25;;4;26;32;;28;11;
21/04/2019;;0,25;0,26;;5;26;33;;22;17;
20/04/2019;;0,29;0,28;;7;24;35;;20;13;
19/04/2019;;0,23;0,25;;3;22;26;;12;7;
18/04/2019;;0,24;0,22;;3;18;22;;14;7;
17/04/2019;;0,21;0,21;;4;25;31;;14;7;
16/04/2019;;0,22;0,21;;9;30;44;;15;9;
15/04/2019;;0,28;0,29;;18;27;53;;15;13;
14/04/2019;;0,36;0,38;;8;37;49;;23;23;
13/04/2019;;0,3;0,26;;7;39;49;;20;27;
12/04/2019;;0,25;0,24;;4;27;33;;18;9;
11/04/2019;0,22;0,22;0,22;0,13;4;27;33;0,33;15;10;1,12
10/04/2019;0,17;0,27;0,28;0,15;14;28;49;0,31;14;12;1,16
09/04/2019;0,12;0,25;0,25;0,14;6;38;47;0,32;12;10;1,32
08/04/2019;0,11;0,27;0,26;0,19;5;33;40;0,49;12;9;1,43
07/04/2019;0,19;0,2;0,2;0,03;2;17;20;0,4;8;8;0,79
06/04/2019;0,24;0,18;0,2;0,07;4;25;31;0,49;6;8;1,03
05/04/2019;0,19;0,25;0,22;0,08;6;29;38;0,4;8;7;1,19
04/04/2019;0,2;0,16;0,15;0,11;6;26;35;0,59;5;7;1,1
03/04/2019;0,27;0,13;0,14;0,08;3;19;24;0,61;6;7;0,61
02/04/2019;0,13;0,25;0,26;0,14;13;25;44;0,47;21;11;1,4
01/04/2019;0,58;0,25;0,24;0,97;6;31;39;0,68;16;10;1,68
31/03/2019;0,11;0,24;0,28;0,22;5;31;38;0,77;21;13;2,2
30/03/2019;0,13;0,27;0,24;0,18;4;25;30;0,49;16;9;2,05
29/03/2019;0,12;0,3;0,29;0,28;13;44;63;0,39;26;15;2,4
28/03/2019;0,13;0,3;0,28;0,21;11;38;54;0,42;25;10;1,44
27/03/2019;0,18;0,3;0,3;0,17;14;32;52;0,41;26;11;1,56
26/03/2019;0,31;0,17;0,16;0,03;3;20;25;0,33;13;6;0,92
25/03/2019;0,25;0,2;0,21;0,01;2;14;17;0,36;17;6;0,71
24/03/2019;0,11;0,35;0,36;0,2;9;33;45;0,35;26;18;1,56
23/03/2019;0,09;0,31;0,31;0,31;9;48;61;0,5;26;21;2,27
22/03/2019;0,11;0,3;0,27;0,25;14;48;69;0,37;23;14;1,94
21/03/2019;0,09;0,26;0,26;0,22;14;42;63;0,4;21;11;1,51
20/03/2019;0,23;0,22;0,22;0,12;7;26;36;0,37;10;6;0,96
19/03/2019;0,4;0,26;0,27;0,03;2;8;10;0,24;5;6;0,38
18/03/2019;0,25;0,23;0,2;0,12;7;25;35;0,45;13;9;0,94
17/03/2019;0,22;0,19;0,21;0,04;2;14;17;0,29;16;10;0,6
16/03/2019;0,09;0,26;0,26;0,2;10;36;51;0,42;24;16;1,86
15/03/2019;0,23;0,22;0,2;0,08;7;25;35;0,42;17;8;0,84
14/03/2019;0,26;0,18;0,18;0,11;7;25;36;0,56;16;8;1,11
13/03/2019;0,33;0,17;0,17;0,08;3;18;22;0,52;13;7;0,79
12/03/2019;0,14;0,25;0,25;0,27;12;31;48;0,46;19;13;1,45
11/03/2019;0,13;0,21;0,2;0,13;8;32;43;0,4;16;8;1,24
10/03/2019;0,13;0,25;0,27;0,15;17;22;48;0,42;19;13;1,08
09/03/2019;0,11;0,29;0,29;0,27;13;33;52;0,34;16;15;1,92
08/03/2019;0,28;0,25;0,23;0,15;6;29;38;0,52;12;8;1
07/03/2019;0,16;0,19;0,18;0,5;9;25;39;1,41;10;7;1,68
06/03/2019;0,17;0,17;0,17;0,18;4;16;22;0,55;5;8;1,79
05/03/2019;0,1;0,19;0,2;0,2;8;29;41;0,39;16;12;1,99
04/03/2019;0,22;0,15;0,13;0,07;3;18;22;0,26;26;11;0,89
03/03/2019;0,07;0,14;0,19;0,19;5;23;31;0,41;13;14;1,94
02/03/2019;0,08;0,32;0,31;0,27;14;41;63;0,34;20;23;2,08
01/03/2019;0,07;0,32;0,32;0,36;19;45;74;0,43;25;19;2,4
28/02/2019;0,14;0,34;0,33;0,45;25;48;86;0,42;33;18;2,05
27/02/2019;0,13;0,29;0,28;0,66;17;49;74;0,65;29;19;3,48
26/02/2019;0,12;0,35;0,36;0,52;22;65;98;0,58;36;22;4,08
25/02/2019;0,09;0,42;0,4;0,29;37;66;122;0,13;48;31;2,44
24/02/2019;0,04;0,34;0,41;0,16;12;47;64;0,31;48;25;1,64
23/02/2019;0,09;0,46;0,38;0,26;18;46;73;0,29;48;28;2,06
22/02/2019;;0,33;0,33;;34;67;118;;50;27;
21/02/2019;;0,31;0,31;;25;60;98;;34;17;
20/02/2019;0,16;0,36;0,35;0,35;27;50;90;0,19;35;18;1,86
19/02/2019;0,21;0,27;0,28;0,2;9;37;51;0,17;14;15;1,2
18/02/2019;0,29;0,29;0,26;0,16;6;27;36;0,37;17;15;1,19
17/02/2019;0,18;0,2;0,19;0,27;9;35;49;0,37;12;16;2,16
16/02/2019;0,08;0,26;0,28;0,35;9;44;57;0,3;24;21;2,27
15/02/2019;0,22;0,29;0,26;0,42;18;52;80;0,42;17;16;2,65
14/02/2019;0,19;0,23;0,26;0,48;;;;0,64;17;15;2,85
13/02/2019;0,09;0,4;0,39;0,61;54;55;138;0,29;34;21;3,29
12/02/2019;0,23;0,31;0,3;0,33;22;46;80;0,21;23;6;1,97
11/02/2019;0,26;0,29;0,27;0,17;7;40;51;0,13;14;4;1,15
10/02/2019;0,19;0,24;0,22;0,09;2;14;17;0,12;9;3;0,58
09/02/2019;0,13;0,27;0,33;0,33;9;35;48;0,41;10;4;2,01
08/02/2019;0,22;0,47;0,44;0,59;50;58;134;0,24;26;9;3,55
07/02/2019;0,2;0,38;0,4;0,55;46;50;121;0,36;25;7;2,71
06/02/2019;0,13;0,41;0,39;0,58;36;46;101;0,4;23;8;3,15
05/02/2019;0,17;0,39;0,34;0,44;32;49;98;0,14;21;8;2,14
04/02/2019;0,19;0,31;0,32;0,37;22;51;83;;17;8;1,63
03/02/2019;0,52;0,29;0,27;0,11;4;22;28;0,03;11;3;0,51
02/02/2019;0,37;0,22;0,21;0,12;2;12;15;0,12;10;2;0,52
01/02/2019;0,21;0,18;0,21;0,21;7;39;49;0,25;8;3;1,17
31/01/2019;0,19;0,29;0,26;0,12;6;32;40;0,19;5;2;0,75
30/01/2019;0,31;0,19;0,18;0,12;5;29;37;0,14;10;1;0,64
29/01/2019;0,25;0,21;0,22;0,15;10;32;47;0,15;13;4;0,88
28/01/2019;0,38;0,21;0,21;0,09;2;18;20;0,08;14;3;0,49
27/01/2019;0,3;0,22;0,24;0,13;5;14;22;0,04;15;4;0,68
26/01/2019;0,15;0,26;0,26;0,25;12;42;60;0,1;13;5;1,23
25/01/2019;0,27;0,23;0,26;0,13;3;30;34;0,12;10;3;0,82
24/01/2019;0,21;0,4;0,31;0,2;14;53;73;0,35;7;2;1,37
23/01/2019;0,3;0,22;0,22;0,09;1;17;19;0,09;10;2;0,55
22/01/2019;0,25;0,26;0,28;0,19;12;43;61;0,17;11;5;1,11
21/01/2019;0,44;0,3;0,3;0,17;9;36;50;0,11;13;2;1,02
20/01/2019;0,44;0,31;0,29;0,1;3;23;27;0,13;6;3;0,65
19/01/2019;0,36;0,22;0,24;0,21;7;36;45;0,25;6;3;1,15
18/01/2019;0,16;0,41;0,39;0,35;26;51;90;0,23;19;11;2,06
17/01/2019;0,3;0,26;0,25;0,2;13;41;61;0,19;10;10;1,23
