Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
03/11/2019;3;11;16;8;27
02/11/2019;2;14;16;10;4
01/11/2019;8;25;36;11;4
31/10/2019;9;22;36;11;11
30/10/2019;6;20;28;15;8
29/10/2019;14;39;60;29;13
28/10/2019;9;35;48;19;10
27/10/2019;1;10;11;9;9
26/10/2019;1;2;3;5;8
25/10/2019;4;17;22;7;7
24/10/2019;5;16;22;5;7
23/10/2019;14;18;38;7;6
22/10/2019;21;27;59;12;10
21/10/2019;6;20;29;6;9
20/10/2019;1;3;4;3;8
19/10/2019;1;5;7;6;3
18/10/2019;9;30;43;14;7
17/10/2019;1;8;10;8;8
16/10/2019;1;2;4;8;8
15/10/2019;2;5;8;4;8
14/10/2019;1;10;12;10;7
13/10/2019;1;8;11;16;6
12/10/2019;2;10;12;21;3
11/10/2019;2;19;22;20;2
10/10/2019;19;32;61;21;6
09/10/2019;2;8;11;9;5
08/10/2019;16;24;48;17;8
07/10/2019;16;34;58;18;8
06/10/2019;1;11;13;10;5
05/10/2019;3;12;15;12;4
04/10/2019;6;19;27;8;5
03/10/2019;14;30;51;13;6
02/10/2019;2;9;11;6;7
01/10/2019;2;13;16;13;5
30/09/2019;12;22;40;13;3
29/09/2019;3;18;22;10;4
28/09/2019;3;14;18;11;5
27/09/2019;4;16;22;16;6
26/09/2019;17;24;50;22;6
25/09/2019;2;9;12;11;5
24/09/2019;2;9;12;11;5
23/09/2019;10;25;40;13;3
22/09/2019;1;11;13;7;3
21/09/2019;1;3;5;6;0
20/09/2019;7;22;32;21;1
19/09/2019;5;20;26;20;5
18/09/2019;3;17;22;21;3
17/09/2019;13;27;46;25;6
16/09/2019;11;25;41;16;2
15/09/2019;4;29;34;18;3
14/09/2019;5;26;33;20;6
13/09/2019;11;29;46;18;7
12/09/2019;10;19;34;17;4
11/09/2019;1;10;12;29;3
10/09/2019;2;7;9;8;5
09/09/2019;13;22;42;15;3
08/09/2019;1;8;9;7;2
07/09/2019;1;8;10;7;2
06/09/2019;4;10;16;9;2
05/09/2019;1;6;8;7;3
04/09/2019;8;19;31;14;6
03/09/2019;9;21;34;15;6
02/09/2019;2;10;13;9;6
01/09/2019;1;5;7;5;4
31/08/2019;2;16;19;13;3
30/08/2019;2;13;16;11;3
29/08/2019;2;14;17;15;5
28/08/2019;4;14;20;14;4
27/08/2019;8;22;35;14;6
26/08/2019;3;17;21;;2
25/08/2019;1;5;7;;2
24/08/2019;2;17;20;19;5
23/08/2019;5;32;39;18;4
22/08/2019;6;21;30;15;6
21/08/2019;5;13;20;13;4
20/08/2019;2;11;14;8;2
19/08/2019;2;13;15;7;4
18/08/2019;2;11;14;5;2
17/08/2019;4;21;27;9;5
16/08/2019;8;21;32;13;4
15/08/2019;1;6;7;6;3
14/08/2019;9;22;34;12;6
13/08/2019;2;12;15;7;4
12/08/2019;2;8;10;7;9
11/08/2019;1;6;8;5;3
10/08/2019;1;7;9;13;2
09/08/2019;1;8;10;10;3
08/08/2019;2;11;14;7;2
07/08/2019;3;14;17;;1
06/08/2019;8;18;29;;1
05/08/2019;7;14;25;11;2
04/08/2019;1;9;10;10;2
03/08/2019;4;13;19;13;2
02/08/2019;5;18;25;14;3
01/08/2019;4;14;21;14;2
31/07/2019;3;11;16;11;3
30/07/2019;2;8;10;13;6
29/07/2019;3;14;19;11;3
28/07/2019;1;10;12;9;2
27/07/2019;1;7;9;4;2
26/07/2019;2;10;12;6;3
25/07/2019;2;9;12;19;2
24/07/2019;5;24;31;27;1
23/07/2019;2;15;17;24;1
22/07/2019;3;15;19;16;2
21/07/2019;1;4;6;7;2
20/07/2019;1;7;9;7;3
19/07/2019;7;16;26;14;5
18/07/2019
17/07/2019;1;6;7;11;2
16/07/2019;5;15;22;14;2
15/07/2019;4;17;23;13;3
14/07/2019;1;8;10;11;3
13/07/2019;2;10;13;9;2
12/07/2019;6;24;32;18;5
11/07/2019;7;27;37;19;6
10/07/2019;5;27;34;17;5
09/07/2019;1;8;9;16;2
08/07/2019;1;9;10;11;1
07/07/2019;0;3;4;12;1
06/07/2019;1;7;9;16;1
05/07/2019;2;16;19;23;1
04/07/2019;10;26;41;28;1
03/07/2019;4;17;23;17;3
02/07/2019;1;5;6;13;1
01/07/2019;1;5;7;9;2
30/06/2019;1;4;5;11;2
29/06/2019;1;9;10;13;4
28/06/2019;5;19;25;14;2
27/06/2019;6;23;32;28;1
26/06/2019;5;18;25;24;1
25/06/2019;5;17;24;15;2
24/06/2019;4;19;25;18;3
23/06/2019;2;19;21;18;3
22/06/2019;4;21;26;14;2
21/06/2019;2;9;11;7;3
20/06/2019;1;7;9;7;2
19/06/2019;5;16;24;20;4
18/06/2019;6;19;28;25;1
17/06/2019;5;14;21;20;3
16/06/2019;3;11;15;15;5
15/06/2019;3;11;14;11;6
14/06/2019;3;14;18;9;3
13/06/2019;6;14;22;14;2
12/06/2019;1;6;8;10;4
11/06/2019;1;7;8;7;7
10/06/2019;2;10;12;7;4
09/06/2019;1;5;6;9;4
08/06/2019;2;9;12;13;4
07/06/2019;1;6;7;12;4
06/06/2019;6;14;22;13;1
05/06/2019;2;11;13;7;6
04/06/2019;2;11;14;13;2
03/06/2019;4;18;24;14;4
02/06/2019;2;18;21;17;4
01/06/2019;3;23;27;23;2
31/05/2019;13;30;50;22;5
30/05/2019;14;22;43;16;6
29/05/2019;2;10;13;10;5
28/05/2019;2;7;9;12;7
27/05/2019;2;8;10;8;4
26/05/2019;1;3;5;6;4
25/05/2019;1;2;4;8;4
24/05/2019;2;7;9;8;6
23/05/2019;4;16;22;18;5
22/05/2019;8;21;33;17;6
21/05/2019;8;17;28;16;4
20/05/2019;7;15;25;13;7
19/05/2019;1;14;16;8;20
18/05/2019;1;10;12;5;13
17/05/2019;1;13;14;10;10
16/05/2019;3;21;26;21;5
15/05/2019;12;33;51;23;11
14/05/2019;13;30;49;19;6
13/05/2019;5;18;25;15;5
12/05/2019;1;9;10;10;3
11/05/2019;1;4;6;9;8
10/05/2019;12;21;40;15;4
09/05/2019;9;27;40;20;5
08/05/2019;2;13;16;9;1
07/05/2019;12;39;58;24;7
06/05/2019;9;22;35;14;6
05/05/2019;1;6;8;7;3
04/05/2019;1;5;6;5;4
03/05/2019;1;9;10;4;3
02/05/2019;1;6;7;8;4
01/05/2019;1;12;14;9;8
30/04/2019;9;20;34;14;4
29/04/2019;11;23;40;18;6
28/04/2019;1;11;12;16;4
27/04/2019;2;11;14;12;4
26/04/2019;1;8;9;9;10
25/04/2019;1;4;5;4;3
24/04/2019;1;5;6;3;1
23/04/2019;1;12;14;12;1
22/04/2019;2;13;15;23;3
21/04/2019;2;17;20;16;9
20/04/2019;2;15;18;12;8
19/04/2019;1;13;15;12;4
18/04/2019;1;12;13;9;3
17/04/2019;2;15;17;13;2
16/04/2019;10;26;41;13;6
15/04/2019;8;22;34;11;7
14/04/2019;4;27;32;24;13
13/04/2019;6;27;36;23;8
12/04/2019;2;18;20;22;6
11/04/2019;1;9;10;13;6
10/04/2019;15;21;43;10;6
09/04/2019;2;19;21;8;4
08/04/2019;1;18;20;9;4
07/04/2019;1;5;7;5;6
06/04/2019;1;6;7;3;3
05/04/2019;2;12;13;5;2
04/04/2019;2;8;11;3;3
03/04/2019;1;7;9;3;8
02/04/2019;5;15;23;14;7
01/04/2019;8;26;38;14;4
31/03/2019;2;23;26;17;8
30/03/2019;1;13;14;16;5
29/03/2019;11;26;42;24;7
28/03/2019;4;20;27;23;8
27/03/2019;6;17;27;17;9
26/03/2019;2;16;20;14;4
25/03/2019;1;6;7;22;3
24/03/2019;2;17;21;21;8
23/03/2019;6;30;39;24;15
22/03/2019;7;31;41;17;8
21/03/2019;9;25;38;15;7
20/03/2019;2;13;16;8;5
19/03/2019;0;5;6;4;4
18/03/2019;1;7;9;7;7
17/03/2019;0;5;5;11;5
16/03/2019;6;25;34;23;6
15/03/2019;1;14;16;9;5
14/03/2019;1;9;10;9;12
13/03/2019;1;8;10;9;11
12/03/2019;4;15;20;12;5
11/03/2019;2;22;25;12;4
10/03/2019;2;10;12;8;3
09/03/2019;7;27;37;14;5
08/03/2019;3;18;22;7;3
07/03/2019;1;5;6;5;3
06/03/2019;1;2;3;3;3
05/03/2019;1;8;10;10;4
04/03/2019;1;12;13;19;7
03/03/2019;0;8;9;9;5
02/03/2019;5;32;39;19;10
01/03/2019;12;38;55;19;11
28/02/2019;20;39;68;30;11
27/02/2019;1;15;16;17;8
26/02/2019;3;29;33;25;11
25/02/2019;17;54;79;41;22
24/02/2019;4;38;43;43;19
23/02/2019;5;35;42;38;15
22/02/2019;17;44;69;40;13
21/02/2019;2;16;19;21;8
20/02/2019;3;25;30;25;9
19/02/2019;6;28;37;9;10
18/02/2019;2;15;18;10;9
17/02/2019;1;6;7;6;7
16/02/2019;2;19;22;18;9
15/02/2019;3;22;26;11;8
14/02/2019;1;8;10;11;7
13/02/2019;30;43;89;19;11
12/02/2019;19;40;69;14;8
11/02/2019;2;17;19;8;11
10/02/2019;1;7;8;7;15
09/02/2019;1;2;3;4;6
08/02/2019;17;29;54;;13
07/02/2019;14;37;58;;12
06/02/2019;30;38;83;;9
05/02/2019;16;28;51;;11
04/02/2019;12;31;49;;9
03/02/2019;1;11;12;;9
02/02/2019;0;2;3;;8
01/02/2019;1;12;13;;6
31/01/2019;2;16;19;;5
30/01/2019;2;10;12;;6
29/01/2019;8;20;32;;17
28/01/2019;1;8;9;;18
27/01/2019;1;8;9;;18
26/01/2019;3;19;23;;5
25/01/2019;1;8;9;;6
24/01/2019;4;20;26;;4
23/01/2019;1;4;5;;8
22/01/2019;2;12;15;;6
21/01/2019;1;12;14;;4
20/01/2019;1;4;5;;5
19/01/2019;1;3;5;;3
18/01/2019;13;23;43;;4
17/01/2019;1;9;11;;5
16/01/2019;7;24;34;6;7
15/01/2019;15;38;60;6;4
14/01/2019;2;15;18;2;11
13/01/2019;1;7;8;3;9
12/01/2019;7;21;31;6;9
11/01/2019;35;46;99;14;6
10/01/2019;3;18;22;6;4
09/01/2019;1;11;13;5;8
08/01/2019;15;39;61;11;6
07/01/2019;7;36;46;11;5
06/01/2019;12;35;52;17;32
05/01/2019;35;48;100;21;16
04/01/2019;38;48;105;15;5
03/01/2019;;;74;10;4
02/01/2019;3;29;27;3;5
01/01/2019;22;33;65;19;7
