Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
28/09/2019;2;18;20;18;1
27/09/2019;8;19;31;25;1
26/09/2019;11;19;35;26;1
25/09/2019;9;19;33;20;2
24/09/2019;3;15;19;15;1
23/09/2019
22/09/2019
21/09/2019
20/09/2019;14;26;47;39;1
19/09/2019;5;29;37;33;1
18/09/2019;8;28;41;32;2
17/09/2019;13;27;47;35;2
16/09/2019;7;29;39;28;2
15/09/2019;4;26;33;26;1
14/09/2019;6;27;36;25;1
13/09/2019;13;29;49;33;1
12/09/2019;11;25;40;26;1
11/09/2019;2;16;18;19;1
10/09/2019;2;15;18;;1
09/09/2019;10;23;38;24;2
08/09/2019;2;20;23;17;1
07/09/2019;3;23;28;24;1
06/09/2019;10;22;38;24;1
05/09/2019;4;19;26;20;1
04/09/2019;8;23;35;25;2
03/09/2019;12;25;43;28;2
02/09/2019;5;21;29;21;1
01/09/2019;2;14;17;11;1
31/08/2019;4;19;25;24;1
30/08/2019;3;18;23;21;1
29/08/2019;2;14;17;16;1
28/08/2019;4;15;20;20;1
27/08/2019;7;21;31;21;1
26/08/2019;2;18;20;22;1
25/08/2019;1;8;10;22;1
24/08/2019;3;20;25;26;1
23/08/2019;5;33;40;22;2
22/08/2019;5;22;30;18;1
21/08/2019;5;19;26;16;1
20/08/2019;2;17;20;13;1
19/08/2019;2;20;23;12;1
18/08/2019;4;16;22;27;1
17/08/2019;4;18;24;16;1
16/08/2019;6;18;26;12;1
15/08/2019;1;11;13;10;1
14/08/2019;7;20;30;16;2
13/08/2019;5;17;24;15;1
12/08/2019;4;20;25;16;1
11/08/2019;1;11;12;11;1
10/08/2019;1;9;10;20;1
09/08/2019;2;13;16;19;1
08/08/2019;3;20;25;11;1
07/08/2019;4;19;25;18;1
06/08/2019;5;17;24;18;1
05/08/2019;4;17;23;15;1
04/08/2019;1;12;13;16;1
03/08/2019;4;13;18;21;1
02/08/2019;3;17;21;19;1
01/08/2019;4;19;24;21;1
31/07/2019;7;13;23;19;1
30/07/2019;4;16;22;21;1
29/07/2019;12;19;36;26;1
28/07/2019;2;14;17;16;1
27/07/2019;3;18;22;11;1
26/07/2019;2;18;21;9;1
25/07/2019;2;12;15;26;1
24/07/2019
23/07/2019
22/07/2019;5;21;29;30;1
21/07/2019;1;9;10;11;1
20/07/2019;3;15;20;23;1
19/07/2019;6;19;28;22;1
18/07/2019;5;22;29;23;1
17/07/2019;8;24;36;27;1
16/07/2019;7;21;31;30;2
15/07/2019;7;25;36;36;3
14/07/2019;5;12;20;24;1
13/07/2019;6;14;23;21;1
12/07/2019;11;27;44;32;6
11/07/2019;11;29;45;33;2
10/07/2019;8;26;38;35;2
09/07/2019;7;18;29;29;1
08/07/2019;5;15;22;22;1
07/07/2019;4;5;11;27;1
06/07/2019;4;7;13;30;1
05/07/2019;8;21;34;41;1
04/07/2019;14;24;45;46;1
03/07/2019;6;21;30;38;1
02/07/2019;2;12;16;28;1
01/07/2019;3;12;17;24;1
30/06/2019;2;8;11;25;1
29/06/2019;2;11;14;36;1
28/06/2019;7;19;30;26;1
27/06/2019;13;23;43;47;2
26/06/2019;6;15;24;39;1
25/06/2019;11;20;37;25;1
24/06/2019;5;24;31;27;1
23/06/2019;4;24;30;29;1
22/06/2019;6;16;25;15;1
21/06/2019;5;13;20;12;0
20/06/2019;2;14;17;11;1
19/06/2019;8;22;35;25;1
18/06/2019;8;22;34;34;1
17/06/2019;5;20;28;29;1
16/06/2019;4;14;19;16;1
15/06/2019;4;14;20;17;2
14/06/2019;7;19;29;15;0
13/06/2019;9;18;31;17;1
12/06/2019;7;22;32;22;2
11/06/2019;2;14;17;11;1
10/06/2019;5;20;27;14;1
09/06/2019;2;10;12;16;1
08/06/2019;4;15;20;20;2
07/06/2019;1;8;11;17;1
06/06/2019;6;17;26;15;2
05/06/2019;2;20;23;12;1
04/06/2019;6;18;26;22;1
03/06/2019;7;23;34;25;5
02/06/2019;4;21;27;20;3
01/06/2019;4;23;29;23;2
31/05/2019;12;23;42;21;2
30/05/2019;11;19;34;16;1
29/05/2019;2;18;21;15;1
28/05/2019;5;18;26;22;0
27/05/2019;3;21;25;14;0
26/05/2019;2;11;14;10;0
25/05/2019;0;8;9;12;0
24/05/2019;1;13;15;12;1
23/05/2019;12;21;40;23;1
22/05/2019;11;26;42;21;2
21/05/2019;11;20;37;19;2
20/05/2019;10;22;36;27;4
19/05/2019;1;13;14;13;1
18/05/2019;2;19;22;11;1
17/05/2019;2;19;21;14;0
16/05/2019;10;28;44;28;4
15/05/2019;12;41;59;29;5
14/05/2019;10;33;47;27;5
13/05/2019;10;26;41;26;4
12/05/2019;2;14;17;16;1
11/05/2019;1;9;10;13;1
10/05/2019;15;21;44;21;1
09/05/2019;11;26;42;20;1
08/05/2019;2;17;19;12;1
07/05/2019;15;51;73;35;6
06/05/2019;9;26;40;20;3
05/05/2019;1;11;12;14;1
04/05/2019;3;16;21;13;1
03/05/2019;1;17;18;10;0
02/05/2019;1;12;12;11;1
01/05/2019;3;16;21;12;1
30/04/2019;12;25;43;21;1
29/04/2019;10;20;35;23;1
28/04/2019;1;12;13;19;0
27/04/2019;3;22;26;23;1
26/04/2019;1;17;18;15;1
25/04/2019
24/04/2019
23/04/2019;4;28;33;29;2
22/04/2019;2;19;21;38;2
21/04/2019;3;23;27;27;2
20/04/2019;5;20;27;26;2
19/04/2019;2;20;22;14;1
18/04/2019;1;14;16;16;0
17/04/2019;1;12;13;15;1
16/04/2019;4;24;30;18;1
15/04/2019;18;24;51;27;3
14/04/2019;5;31;38;24;8
13/04/2019;5;36;43;22;10
12/04/2019;10;34;48;30;2
11/04/2019;9;33;46;23;1
10/04/2019;13;28;48;17;1
09/04/2019;5;29;36;17;2
08/04/2019;5;32;40;18;1
07/04/2019;2;20;23;10;2
06/04/2019;3;24;29;14;2
05/04/2019;2;23;26;11;1
04/04/2019;3;22;27;9;1
03/04/2019;2;17;20;8;1
02/04/2019;13;29;48;33;3
01/04/2019;5;28;35;19;2
31/03/2019;3;25;30;26;3
30/03/2019;1;22;23;21;3
29/03/2019;11;38;55;31;4
28/03/2019;13;42;62;33;2
27/03/2019;13;34;54;37;4
26/03/2019;4;27;33;26;1
25/03/2019;1;14;16;20;1
24/03/2019;5;28;35;33;4
23/03/2019;6;45;54;30;3
22/03/2019;14;43;64;28;3
21/03/2019;10;39;53;26;2
20/03/2019;10;29;44;18;1
19/03/2019;1;12;14;7;1
18/03/2019;5;31;38;18;1
17/03/2019;1;15;16;22;1
16/03/2019;7;31;41;29;5
15/03/2019;11;34;50;33;4
14/03/2019;11;29;45;22;1
13/03/2019;2;23;26;18;1
12/03/2019;10;31;46;28;6
11/03/2019
10/03/2019;16;19;44;23;3
09/03/2019;9;29;42;20;5
08/03/2019;5;29;36;17;3
07/03/2019;6;24;33;13;5
06/03/2019;2;12;14;10;4
05/03/2019;8;27;39;26;6
04/03/2019
03/03/2019;2;22;26;19;6
02/03/2019;11;36;53;25;7
01/03/2019;14;40;60;32;7
28/02/2019;25;48;86;48;6
27/02/2019;15;48;71;57;18
26/02/2019;18;49;77;52;8
25/02/2019;34;67;119;65;11
24/02/2019;7;42;52;62;7
23/02/2019;16;44;67;64;11
22/02/2019;18;51;78;67;14
21/02/2019;19;51;80;54;5
20/02/2019;31;46;92;51;5
19/02/2019;11;45;61;22;3
18/02/2019;7;33;44;32;9
17/02/2019;3;31;35;26;11
16/02/2019;3;34;39;35;8
15/02/2019;6;38;47;28;6
14/02/2019;8;37;49;30;5
13/02/2019;49;44;119;47;5
12/02/2019;15;38;60;33;3
11/02/2019;16;49;73;23;2
10/02/2019;1;15;15;13;3
09/02/2019;2;22;24;13;4
08/02/2019;30;47;93;35;4
07/02/2019;43;46;111;31;3
06/02/2019;41;42;104;33;3
05/02/2019;21;41;73;31;4
04/02/2019;11;44;60;23;5
03/02/2019;;;18;13;4
02/02/2019;;;12;14;4
01/02/2019;;;;12;4
31/01/2019;;;41;9;4
30/01/2019;;;27;17;4
29/01/2019;;;35;19;4
28/01/2019
27/01/2019
26/01/2019;7;34;45;16;4
25/01/2019;2;28;30;12;4
24/01/2019;7;41;52;9;4
23/01/2019;1;19;19;11;4
22/01/2019;12;42;60;20;3
21/01/2019;11;33;50;17;3
20/01/2019;3;24;28;11;3
19/01/2019;3;27;31;11;5
18/01/2019;25;43;81;24;4
17/01/2019;15;40;62;23;4
16/01/2019;28;35;78;26;5
15/01/2019;24;38;74;28;4
14/01/2019;25;45;84;25;3
13/01/2019;11;33;49;26;3
12/01/2019;22;40;73;28;3
11/01/2019;36;46;101;44;4
10/01/2019;18;28;56;24;3
09/01/2019;12;27;44;27;3
08/01/2019;22;45;78;33;5
07/01/2019;4;31;37;24;4
06/01/2019;16;32;56;39;10
05/01/2019;38;40;99;48;8
04/01/2019;30;38;83;42;6
03/01/2019;23;34;69;26;4
02/01/2019;17;26;52;19;3
01/01/2019;28;26;70;37;3
