Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
28/05/2012;15;36;59;26;15;7
27/05/2012;5;22;29;17;10;9
26/05/2012;5;16;24;18;10;6
25/05/2012;16;40;64;49;37;12
24/05/2012;30;51;96;49;32;9
23/05/2012;26;37;76;44;25;9
22/05/2012;8;25;37;20;10;3
21/05/2012;4;16;22;12;5;3
20/05/2012;1;6;8;6;3;3
19/05/2012;2;16;19;10;5;3
18/05/2012;5;29;37;25;7;4
17/05/2012;3;23;28;38;19;5
16/05/2012;3;21;25;25;10;4
15/05/2012;8;25;38;20;9;5
14/05/2012;13;33;52;24;14;8
13/05/2012;4;12;18;19;8;4
12/05/2012;4;14;20;25;7;3
11/05/2012;9;25;38;15;6;5
10/05/2012;10;26;41;15;7;6
09/05/2012;24;33;71;14;;6
08/05/2012;14;31;53;13;7;5
07/05/2012;14;35;58;14;8;7
06/05/2012;6;21;31;13;9;8
05/05/2012;6;15;24;7;4;4
04/05/2012;10;23;38;7;3;3
03/05/2012;12;34;53;14;10;8
02/05/2012;10;41;57;15;9;8
01/05/2012;5;17;25;9;6;4
30/04/2012;18;39;67;19;10;13
29/04/2012;8;15;28;14;11;5
28/04/2012;12;31;50;10;6;7
27/04/2012;31;70;117;17;9;7
26/04/2012;11;25;42;10;5;3
25/04/2012;11;21;38;18;8;4
24/04/2012;11;26;43;20;7;4
23/04/2012;12;24;42;18;8;5
22/04/2012;7;11;22;11;4;6
21/04/2012;13;24;44;18;8;7
20/04/2012;14;27;48;9;4;6
19/04/2012;10;21;36;8;3;5
18/04/2012;12;31;50;11;5;6
17/04/2012;20;33;63;18;7;6
16/04/2012;12;30;49;15;7;4
15/04/2012;7;9;20;9;5;4
14/04/2012;8;21;33;8;5;5
13/04/2012;9;24;39;6;3;7
12/04/2012;12;32;51;11;4;4
11/04/2012;8;26;38;10;5;7
10/04/2012;10;30;46;13;8;5
09/04/2012;6;25;34;14;9;9
08/04/2012;2;10;13;10;4;4
07/04/2012;4;20;26;17;13;4
06/04/2012;4;26;33;13;9;7
05/04/2012;2;15;18;8;4;13
04/04/2012;18;35;62;17;9;7
03/04/2012;10;44;60;22;10;5
02/04/2012;26;39;80;37;;4
01/04/2012;4;24;30;34;;4
31/03/2012;8;37;49;35;;10
30/03/2012;40;66;127;45;26;13
29/03/2012;14;48;69;55;39;15
28/03/2012;;;;54;29;17
27/03/2012;;;;35;18;9
26/03/2012;40;79;139;54;28;18
25/03/2012;5;38;46;40;25;14
24/03/2012;4;28;33;19;13;8
23/03/2012;34;71;124;41;25;12
22/03/2012;13;48;67;21;14;7
21/03/2012;14;50;72;21;12;5
20/03/2012;21;41;74;24;15;6
19/03/2012;9;34;48;10;5;5
18/03/2012;3;13;17;6;3;5
17/03/2012;5;27;35;31;24;6
16/03/2012;10;44;60;41;31;9
15/03/2012;25;55;94;60;35;9
14/03/2012;58;73;161;56;35;12
13/03/2012;35;58;112;48;32;10
12/03/2012;13;42;62;29;16;4
11/03/2012;3;18;23;21;10;6
10/03/2012;9;42;56;34;17;10
09/03/2012;9;36;50;40;14;6
08/03/2012;11;40;57;31;10;5
07/03/2012;32;53;102;27;16;11
06/03/2012;12;42;61;10;5;5
05/03/2012;10;33;48;16;4;5
04/03/2012;5;21;28;18;8;6
03/03/2012;9;45;59;36;27;9
02/03/2012;55;69;153;76;56;16
01/03/2012;18;63;91;53;39;14
29/02/2012;54;73;156;71;45;21
28/02/2012;50;72;149;53;34;13
27/02/2012;27;46;87;27;16;6
26/02/2012;7;16;26;12;9;4
25/02/2012;32;51;100;44;29;16
24/02/2012;67;81;184;55;30;22
23/02/2012;59;81;171;37;20;22
22/02/2012;56;73;160;49;32;20
21/02/2012;58;68;157;45;28;13
20/02/2012;;;;42;24;8
19/02/2012;7;11;21;17;5;7
18/02/2012;18;35;62;23;17;16
17/02/2012;37;50;106;26;16;7
16/02/2012;14;39;61;15;7;4
15/02/2012;18;42;70;18;8;5
14/02/2012;13;33;52;12;5;4
13/02/2012;20;40;71;15;8;7
12/02/2012;8;12;24;15;9;4
11/02/2012;11;24;40;21;15;7
10/02/2012;28;53;96;43;31;10
09/02/2012;77;72;190;62;50;10
08/02/2012;15;34;58;19;15;5
07/02/2012;22;39;72;17;11;6
06/02/2012;17;40;67;15;7;5
05/02/2012;8;22;34;17;7;5
04/02/2012;8;27;38;12;6;4
03/02/2012;11;36;54;18;10;3
02/02/2012;12;34;52;25;19;4
01/02/2012;13;41;60;15;10;4
31/01/2012;18;49;76;19;11;16
30/01/2012;51;57;135;24;15;10
29/01/2012;6;11;20;11;5;4
28/01/2012;7;19;30;11;5;7
27/01/2012;19;45;74;16;9;9
26/01/2012;68;47;152;30;16;13
25/01/2012;47;55;126;34;21;14
24/01/2012;24;49;86;16;9;4
23/01/2012;14;28;51;7;4;3
22/01/2012;5;11;19;10;4;6
21/01/2012;5;10;18;6;2;3
20/01/2012;10;20;36;7;3;4
19/01/2012;44;53;121;17;10;15
18/01/2012;76;73;190;54;33;32
17/01/2012;37;42;99;28;17;16
16/01/2012;25;39;77;12;8;7
15/01/2012;12;35;55;27;20;12
14/01/2012;25;50;88;36;28;13
13/01/2012;56;67;153;53;38;19
12/01/2012;68;61;165;42;30;23
11/01/2012;72;56;166;51;36;18
10/01/2012;57;57;144;42;27;9
09/01/2012;6;25;35;17;9;4
08/01/2012;6;24;33;12;7;8
07/01/2012;10;26;41;18;8;6
06/01/2012;5;12;20;20;5;3
05/01/2012;12;19;38;15;7;11
04/01/2012;18;32;60;24;11;21
03/01/2012;23;28;67;14;8;5
02/01/2012;;;;14;4;4
01/01/2012;3;9;15;11;8;6
