Date;CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);O3 (µg/m3);O3 8h (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
19/11/2023;0,25;0,25;11;25;41;20;21;21;10;8
18/11/2023;0,21;0,21;6;21;30;30;31;17;7;7
17/11/2023;0,22;0,19;8;23;35;35;43;20;8;6
16/11/2023;0,17;0,18;3;5;10;60;56;19;4;5
15/11/2023;0,24;0,24;6;17;26;38;40;13;6;6
14/11/2023;0,17;0,17;3;8;13;58;58;15;4;5
13/11/2023;0,18;0,17;3;5;10;53;56;9;2;5
12/11/2023;0,2;0,25;4;11;17;46;41;15;6;6
11/11/2023;0,29;0,25;6;18;28;25;24;12;5;6
10/11/2023;0,2;0,2;4;17;23;47;50;37;12;8
09/11/2023;0,18;0,18;3;10;15;71;74;23;5;6
08/11/2023;0,17;0,17;3;10;15;57;54;9;4;6
07/11/2023;0,17;0,17;3;12;17;56;59;16;4;7
06/11/2023;0,17;0,18;4;12;19;61;56;24;5;9
05/11/2023;0,16;0,14;3;8;13;62;67;49;8;6
04/11/2023;0,16;0,15;3;4;9;74;71;25;5;5
03/11/2023;0,13;0,13;3;6;10;69;71;26;7;6
02/11/2023;0,16;0,17;3;4;8;77;78;29;7;5
01/11/2023;0,18;0,18;3;6;10;71;70;17;5;5
31/10/2023;0,17;;4;10;16;55;53;12;3;5
30/10/2023;;;3;8;13;65;66;22;4;5
29/10/2023;0,19;0,19;3;6;10;69;71;15;4;5
28/10/2023;0,17;0,17;3;3;7;73;70;16;3;5
27/10/2023;0,17;0,16;4;11;16;60;60;25;6;6
26/10/2023;0,21;0,21;3;12;17;58;59;15;4;5
25/10/2023;0,18;0,17;4;12;18;53;55;16;5;6
24/10/2023;0,16;0,15;3;11;15;51;49;9;3;5
23/10/2023;0,16;0,17;5;14;21;53;57;11;4;5
22/10/2023;0,17;0,17;3;14;19;53;49;10;5;6
21/10/2023;0,14;0,13;3;12;16;62;69;29;7;6
20/10/2023;0,16;0,16;3;4;7;75;73;11;3;5
19/10/2023;0,15;0,15;3;11;16;66;68;9;3;5
18/10/2023;0,14;0,14;3;6;10;65;63;13;3;5
17/10/2023;0,16;0,17;3;9;14;60;60;15;8;5
16/10/2023;0,22;0,22;4;12;18;53;49;9;5;5
15/10/2023;0,2;0,2;4;12;18;43;45;14;5;5
14/10/2023;0,23;0,24;4;8;14;55;55;21;9;5
13/10/2023;0,2;0,19;3;11;16;70;72;35;17;6
12/10/2023;0,21;0,22;5;32;40;55;48;32;19;8
11/10/2023;0,25;0,26;6;39;48;49;50;39;23;8
10/10/2023;0,29;0,28;9;40;53;46;46;32;23;10
09/10/2023;0,26;0,28;12;35;53;45;45;36;25;8
08/10/2023;0,28;0,28;5;26;34;46;44;27;21;6
07/10/2023;0,31;0,32;5;25;32;38;42;27;18;5
06/10/2023;0,36;0,35;14;23;43;39;38;31;25;5
05/10/2023;0,33;0,32;6;18;28;39;39;22;14;5
04/10/2023;0,26;0,25;3;9;14;53;55;16;6;5
03/10/2023;0,26;0,25;7;18;29;41;44;23;12;5
02/10/2023;0,24;0,27;3;14;19;65;62;19;15;5
01/10/2023;0,3;0,3;4;17;23;56;55;22;16;5
30/09/2023;0,36;0,34;5;18;25;38;40;23;13;5
29/09/2023;0,29;0,29;13;24;44;36;37;30;15;6
28/09/2023;0,25;0,25;5;22;29;44;44;26;13;6
27/09/2023;0,24;0,25;3;14;20;49;51;18;11;5
26/09/2023;0,31;0,3;12;20;38;36;38;28;13;5
25/09/2023;0,29;0,29;10;25;40;40;40;25;11;7
24/09/2023;0,27;0,26;4;15;20;49;51;16;8;5
23/09/2023;0,23;0,21;4;13;19;55;58;16;6;6
22/09/2023;0,17;0,17;3;9;14;61;60;16;4;7
21/09/2023;0,2;0,2;3;6;10;68;70;21;5;6
20/09/2023;0,26;0,27;6;16;25;54;49;30;12;5
19/09/2023;0,26;0,26;4;12;19;58;62;21;6;5
18/09/2023;0,2;0,2;3;5;10;72;70;15;4;5
17/09/2023;0,24;0,24;5;17;24;46;44;19;10;5
16/09/2023;0,21;0,21;3;10;14;63;64;12;7;5
15/09/2023;0,24;0,22;4;15;20;43;42;15;8;4
14/09/2023;0,24;0,25;5;11;18;41;38;15;7;5
13/09/2023;0,25;0,26;7;13;24;33;32;14;7;5
12/09/2023;0,24;0,24;3;9;13;59;63;12;3;4
11/09/2023;0,27;0,27;4;15;21;53;55;23;12;4
10/09/2023;0,29;0,29;4;7;13;63;64;27;14;4
09/09/2023;0,28;0,29;3;9;14;76;77;32;14;4
08/09/2023;0,34;0,34;4;15;20;76;77;29;15;4
07/09/2023;0,3;0,3;3;18;23;65;64;26;15;4
06/09/2023;0,31;0,3;4;19;25;58;62;60;20;4
05/09/2023;0,26;0,25;4;15;22;59;58;95;26;4
04/09/2023;0,22;0,23;3;7;11;77;77;50;17;4
03/09/2023;0,24;0,22;4;13;18;42;43;12;6;5
02/09/2023;0,2;0,2;3;9;14;51;52;8;4;4
01/09/2023;0,22;0,23;6;9;18;38;36;14;8;4
31/08/2023;0,26;0,25;4;12;18;41;43;17;6;5
30/08/2023;0,19;0,19;3;5;9;62;63;13;4;4
29/08/2023;0,22;0,21;3;4;8;65;67;18;6;4
28/08/2023;0,16;0,16;3;3;7;57;58;13;4;4
27/08/2023;0,18;0,19;3;3;7;67;65;12;3;4
26/08/2023;0,18;0,19;3;4;8;62;63;7;2;4
25/08/2023;0,24;0,24;3;5;9;68;71;16;5;4
24/08/2023;0,3;0,31;3;5;9;74;75;20;13;4
23/08/2023;0,32;0,33;3;11;17;73;64;36;14;4
22/08/2023;0,27;0,26;4;9;14;46;48;22;6;4
21/08/2023;0,26;0,25;4;8;14;45;43;23;7;4
20/08/2023;0,23;0,23;3;5;10;44;44;14;4;4
19/08/2023;0,24;0,24;3;6;11;46;49;17;8;4
18/08/2023;0,23;0,23;3;8;14;60;58;26;11;4
17/08/2023;0,22;0,22;4;7;13;47;47;11;5;4
16/08/2023;0,2;0,2;3;3;7;62;61;10;2;4
15/08/2023;0,23;0,23;4;6;12;46;45;14;5;4
14/08/2023;0,23;0,23;4;9;16;48;50;24;7;4
13/08/2023;0,26;0,26;3;6;10;53;51;16;5;4
12/08/2023;0,27;0,26;5;15;23;36;37;17;8;5
11/08/2023;0,21;0,22;4;12;18;44;45;22;11;4
10/08/2023;0,22;0,21;3;7;11;64;70;22;10;4
09/08/2023;0,27;0,27;4;11;17;71;68;22;13;4
08/08/2023;0,22;0,21;5;13;19;51;51;14;6;5
07/08/2023;0,22;0,22;5;10;17;49;51;13;5;5
06/08/2023;0,22;;3;4;9;66;67;18;5;4
05/08/2023;0,2;0,18;4;10;15;54;54;15;5;5
04/08/2023;0,16;0,15;3;3;7;69;69;16;5;4
03/08/2023;0,18;0,18;3;3;7;65;66;25;8;4
02/08/2023;0,25;0,26;5;12;19;46;42;20;9;4
01/08/2023;0,27;0,28;5;14;22;36;39;17;7;4
31/07/2023;0,26;0,25;5;10;17;53;51;17;8;5
30/07/2023;0,24;0,24;3;4;8;60;59;15;4;4
29/07/2023;0,18;0,18;5;9;16;36;33;14;6;5
28/07/2023;0,24;0,24;5;11;18;41;43;14;9;4
27/07/2023;0,29;0,29;8;10;23;35;31;12;6;4
26/07/2023;0,22;0,21;5;10;17;39;45;14;5;5
25/07/2023;0,18;0,18;3;5;10;64;64;21;7;4
24/07/2023;0,25;0,27;3;9;14;52;50;15;6;
23/07/2023;0,21;0,2;4;11;18;43;42;11;6;
22/07/2023;0,2;0,2;5;11;19;38;37;8;4;
21/07/2023;0,31;0,32;5;13;20;35;34;10;5;
20/07/2023;0,38;0,38;5;12;21;32;34;14;6;4
19/07/2023;0,22;0,22;4;6;11;47;51;13;6;4
18/07/2023;0,3;0,3;4;9;16;48;49;23;9;4
17/07/2023;0,21;0,2;3;7;11;57;56;22;10;4
16/07/2023;0,2;0,2;3;6;11;56;58;26;10;5
15/07/2023;0,2;0,21;3;5;9;60;62;15;5;4
14/07/2023;0,27;0,27;4;11;16;58;55;14;9;4
13/07/2023;0,2;0,2;3;5;10;56;57;8;4;4
12/07/2023;0,23;0,24;6;10;18;37;35;18;8;4
11/07/2023;0,23;0,22;3;8;12;44;47;18;7;4
10/07/2023;0,22;0,22;3;7;11;53;52;16;7;4
09/07/2023;0,25;0,25;3;6;10;55;60;15;5;4
08/07/2023;0,21;0,2;3;4;8;69;68;17;9;4
07/07/2023;0,25;0,23;4;13;19;57;54;23;13;4
06/07/2023;0,18;0,19;3;6;11;47;42;13;5;4
05/07/2023;0,22;0,21;4;6;12;43;45;14;4;4
04/07/2023;0,21;0,21;5;10;18;40;38;19;10;4
03/07/2023;0,23;0,24;4;6;12;46;47;17;10;5
02/07/2023;0,23;0,22;3;5;9;43;44;21;6;5
01/07/2023;0,2;0,19;2;4;8;57;58;25;9;5
30/06/2023;0,16;0,16;2;5;9;63;63;;4;5
29/06/2023;0,18;0,17;2;7;11;62;;20;6;5
28/06/2023;0,18;0,19;3;7;10;61;61;17;9;6
27/06/2023;0,2;0,2;2;2;5;70;70;19;5;6
26/06/2023;0,21;0,2;2;4;7;47;44;11;5;6
25/06/2023;0,22;0,24;2;4;7;60;63;20;12;6
24/06/2023;0,34;0,36;3;10;14;52;51;25;25;6
23/06/2023;0,32;0,27;4;9;14;43;45;22;20;6
22/06/2023;0,23;;2;4;7;61;62;9;5;6
21/06/2023;0,25;0,26;2;9;12;51;51;10;6;6
20/06/2023;0,27;0,25;3;10;14;52;51;18;13;6
19/06/2023;0,23;0,24;3;12;16;57;57;13;10;6
18/06/2023;0,24;0,22;2;6;10;42;44;;11;6
17/06/2023;0,19;0,2;2;6;9;51;52;25;14;6
16/06/2023;0,22;0,22;3;9;13;54;54;31;13;6
15/06/2023;0,2;0,2;4;10;15;48;49;15;9;6
14/06/2023;0,2;0,19;2;4;7;67;71;15;8;6
13/06/2023;0,22;0,22;4;12;18;61;56;27;12;6
12/06/2023;0,23;0,22;3;10;15;55;58;26;8;6
11/06/2023;0,22;0,22;2;5;8;53;52;19;5;6
10/06/2023;0,21;0,22;3;10;14;48;45;16;10;6
09/06/2023;0,19;0,18;2;9;12;66;69;12;8;6
08/06/2023;0,19;0,2;2;12;15;63;62;13;8;6
07/06/2023;0,24;0,24;2;13;17;68;69;19;13;6
06/06/2023;0,29;0,29;3;10;15;71;71;20;17;6
05/06/2023;0,26;0,25;3;9;13;79;82;28;19;6
04/06/2023;0,24;0,24;2;4;7;96;96;24;20;6
03/06/2023;0,25;0,25;3;11;16;75;73;31;20;6
02/06/2023;0,23;0,25;3;15;19;74;72;25;14;6
01/06/2023;0,25;0,25;3;11;14;85;89;29;26;6
31/05/2023;0,27;0,28;2;5;8;90;89;27;17;6
30/05/2023;0,29;0,27;4;12;17;76;77;33;24;6
29/05/2023;0,28;0,27;4;12;18;72;73;45;25;6
28/05/2023;0,22;0,21;3;7;11;81;82;33;19;6
27/05/2023;0,23;0,24;2;11;14;77;77;33;16;6
26/05/2023;0,23;0,21;4;13;19;67;66;21;12;6
25/05/2023;0,16;0,14;2;6;9;86;89;22;9;6
24/05/2023;0,17;0,18;2;3;6;80;80;24;14;6
23/05/2023;0,2;0,22;2;4;6;85;85;24;16;6
22/05/2023;0,26;0,27;3;10;14;78;80;26;13;6
21/05/2023;0,22;0,21;2;4;7;106;107;20;12;6
20/05/2023;0,21;0,19;2;4;6;99;99;22;10;6
19/05/2023;0,18;0,18;2;2;5;100;99;19;8;6
18/05/2023;0,15;0,16;2;3;6;95;95;20;7;6
17/05/2023;0,19;0,17;4;9;15;76;71;21;9;7
16/05/2023;0,12;0,12;2;3;5;86;89;17;5;6
15/05/2023;0,14;0,16;2;3;6;94;97;15;8;6
14/05/2023;0,21;0,2;2;3;5;98;94;17;11;6
13/05/2023;0,16;0,15;2;3;6;80;79;14;5;6
12/05/2023;0,14;0,14;2;3;6;77;76;14;3;6
11/05/2023;0,14;0,14;2;4;7;81;82;19;5;6
10/05/2023;0,14;0,13;2;4;7;84;83;21;5;6
09/05/2023;0,15;;2;10;13;60;58;20;8;7
08/05/2023;0,19;0,19;5;13;20;49;49;17;8;6
07/05/2023;0,19;0,18;2;8;11;55;56;19;8;6
06/05/2023;0,19;0,2;3;13;17;59;60;26;9;7
05/05/2023;0,21;0,2;3;11;16;69;74;15;5;6
04/05/2023;0,18;0,17;2;6;9;87;90;13;5;6
03/05/2023;0,16;0,15;2;11;13;87;83;20;10;6
02/05/2023;0,15;0,16;3;9;13;57;54;10;5;6
01/05/2023;0,16;0,15;2;4;6;56;60;7;2;6
30/04/2023;0,13;0,14;2;2;4;62;61;6;2;6
29/04/2023;0,18;0,18;2;2;5;50;48;7;2;6
28/04/2023;0,22;0,22;2;9;13;48;45;16;11;6
27/04/2023;0,23;0,23;4;14;20;38;41;18;12;6
26/04/2023;0,24;0,25;5;13;20;39;38;14;8;6
25/04/2023;0,26;0,26;5;16;24;37;39;19;10;6
24/04/2023;0,22;0,21;4;13;18;53;56;14;6;6
23/04/2023;0,18;0,16;2;10;13;74;74;12;4;6
22/04/2023;0,12;0,13;2;10;13;75;77;11;6;6
21/04/2023;0,24;0,25;4;15;21;71;71;23;17;6
20/04/2023;0,26;0,24;7;16;27;65;62;23;14;6
19/04/2023;0,26;0,27;3;15;20;70;66;22;12;6
18/04/2023;0,24;0,23;5;14;22;58;59;20;12;6
17/04/2023;0,22;0,19;5;13;21;66;66;15;7;
16/04/2023;0,14;0,15;2;5;8;73;73;12;4;
15/04/2023;0,15;0,14;2;3;6;82;83;24;7;
14/04/2023;0,15;0,15;2;10;13;73;74;29;11;6
13/04/2023;0,19;0,2;2;5;8;91;91;26;7;6
12/04/2023;0,18;0,18;2;10;13;77;75;21;7;6
11/04/2023;0,18;0,16;2;6;9;77;78;21;7;6
10/04/2023;0,17;0,19;2;8;11;70;70;19;9;6
09/04/2023;0,22;0,22;2;9;12;79;77;21;9;7
08/04/2023;0,21;0,22;3;13;17;63;65;18;8;7
07/04/2023;0,22;0,21;2;11;14;67;67;21;8;7
06/04/2023;0,2;0,2;4;16;21;60;63;18;10;11
05/04/2023;0,2;0,21;4;16;22;61;62;21;10;7
04/04/2023;0,19;0,18;2;6;9;67;66;12;6;6
03/04/2023;0,18;0,17;4;15;21;59;64;18;7;7
02/04/2023;;;2;2;4;93;93;23;6;6
01/04/2023;0,16;0,19;2;2;5;91;90;33;10;6
31/03/2023;0,25;0,21;1;4;6;84;84;58;20;6
30/03/2023;0,14;0,14;3;12;16;78;72;30;11;6
29/03/2023;0,14;0,14;1;8;10;87;85;25;11;6
28/03/2023;0,18;0,17;3;17;21;69;68;19;9;7
27/03/2023;0,14;0,14;2;4;6;85;87;30;8;6
26/03/2023;0,16;0,16;1;2;4;92;90;34;12;6
25/03/2023;0,2;0,19;2;12;16;66;62;36;11;7
24/03/2023;0,15;0,15;1;8;10;81;85;42;10;6
23/03/2023;0,15;0,16;1;7;9;79;76;23;8;7
22/03/2023;0,25;0,25;5;22;29;44;41;24;13;8
21/03/2023;0,23;0,22;6;23;33;46;45;18;11;8
20/03/2023;0,19;0,19;4;17;24;45;47;13;7;6
19/03/2023;0,14;0,13;2;3;6;77;79;11;2;6
18/03/2023;0,16;0,16;2;3;5;79;79;14;3;6
17/03/2023;0,15;0,14;2;7;9;78;77;15;6;6
16/03/2023;0,15;0,15;2;13;16;77;73;16;7;7
15/03/2023;0,23;0,21;4;25;32;46;49;34;12;8
14/03/2023;0,12;0,12;2;6;8;83;85;41;10;6
13/03/2023;0,11;0,11;2;6;8;60;55;17;6;6
12/03/2023;0,19;0,19;2;9;12;36;36;18;5;5
11/03/2023;0,15;0,14;2;7;10;43;46;28;8;6
10/03/2023;0,16;0,18;2;10;13;67;65;41;11;8
09/03/2023;0,18;0,18;2;13;15;66;67;14;6;6
08/03/2023;0,16;0,16;1;6;9;63;65;13;4;6
07/03/2023;0,22;0,23;2;14;17;57;55;17;10;7
06/03/2023;0,29;0,31;4;24;29;51;51;28;21;7
05/03/2023;0,3;0,31;3;20;24;52;50;32;24;7
04/03/2023;0,29;0,27;4;24;29;41;38;32;26;7
03/03/2023;0,22;0,2;3;16;20;65;76;17;11;6
02/03/2023;0,17;0,17;1;5;8;79;78;13;7;6
01/03/2023;0,19;0,19;4;12;17;68;68;15;7;6
28/02/2023;0,17;0,15;2;6;8;71;68;13;6;6
27/02/2023;0,14;0,15;1;3;5;73;76;14;5;5
26/02/2023;0,17;0,19;1;2;5;81;78;15;5;6
25/02/2023;0,2;0,17;2;10;13;63;64;12;5;7
24/02/2023;0,11;0,11;2;9;12;70;68;21;4;9
23/02/2023;0,14;0,14;2;11;14;71;73;12;3;7
22/02/2023;0,22;0,25;2;12;15;55;52;46;17;6
21/02/2023;0,3;0,28;3;14;19;57;58;41;23;6
17/02/2023
16/02/2023;0,35;0,33;10;37;52;32;35;38;21;10
15/02/2023;0,22;0,21;3;18;22;60;66;22;12;6
14/02/2023;0,19;0,18;2;11;14;72;73;15;10;7
13/02/2023;0,18;0,18;2;12;15;72;70;17;10;7
12/02/2023;0,18;0,18;2;13;16;70;71;15;11;8
11/02/2023;0,21;0,24;2;15;19;61;57;15;11;8
10/02/2023;0,39;0,43;7;30;41;39;38;26;16;10
09/02/2023
08/02/2023;0,3;0,31;15;29;52;26;23;28;17;8
07/02/2023;0,29;;12;33;51;21;24;20;12;9
06/02/2023;0,2;0,19;2;13;17;58;64;14;7;6
05/02/2023;0,19;0,18;2;9;12;61;62;10;5;6
04/02/2023;0,26;0,29;11;25;41;33;26;22;13;12
03/02/2023;0,3;0,29;14;30;50;28;26;28;18;9
02/02/2023;0,25;0,24;11;27;43;34;33;20;11;7
01/02/2023;0,21;0,19;4;20;27;48;57;9;5;6
31/01/2023;0,22;0,23;10;25;40;38;27;20;11;10
30/01/2023;0,23;0,23;11;34;51;21;28;18;11;8
29/01/2023;0,18;0,18;2;8;11;56;54;9;4;5
28/01/2023;0,18;0,17;1;6;8;60;64;7;3;5
27/01/2023;0,19;0,19;2;7;10;61;57;9;3;5
26/01/2023;0,2;0,2;1;6;8;66;67;11;6;5
25/01/2023;0,34;0,36;15;24;47;21;14;20;14;7
24/01/2023;0,25;0,23;5;16;24;28;34;11;8;5
23/01/2023;0,18;0,17;2;7;9;54;58;10;6;5
22/01/2023;0,16;0,17;2;8;12;52;52;9;5;5
21/01/2023;0,22;0,24;6;17;26;36;31;14;7;7
20/01/2023;0,2;0,17;5;17;24;48;55;16;7;5
19/01/2023;0,14;0,13;1;6;8;69;68;16;3;6
18/01/2023;0,14;0,14;3;17;22;61;62;11;4;6
17/01/2023;0,14;0,15;1;3;5;83;79;10;3;5
16/01/2023;0,18;0,17;2;12;15;63;68;25;6;5
13/01/2023
12/01/2023;0,23;0,18;8;28;40;30;31;34;12;6
11/01/2023
10/01/2023;0,21;0,24;8;37;49;40;36;15;6;6
09/01/2023;0,16;0,12;4;23;28;66;75;39;11;6
08/01/2023;0,13;0,14;2;4;7;69;65;37;7;7
07/01/2023;0,16;0,15;2;4;7;68;70;10;4;7
06/01/2023;0,32;0,41;4;15;21;39;29;11;8;7
05/01/2023;0,55;0,57;8;30;43;22;21;21;13;8
04/01/2023;0,38;0,31;10;28;44;22;22;15;9;8
03/01/2023;0,35;0,37;6;23;33;24;26;15;8;8
02/01/2023;0,28;0,22;3;15;20;55;61;13;4;6
01/01/2023;0,14;0,12;2;2;6;72;72;24;8;6
